"REPORTER","Reporter Country","PARTNER","Partner Country","COM_H3","Commodity","MEASURE","Measure","TIME","Time","Value","Flag Codes","Flags"
"BRA","Brazil","PRY","Paraguay","8545","8545: Carbon electrodes, carbon brushes, lamp carbons, battery carbons and other articles of graphite or other carbon, with or without metal, of a kind used for electrical purposes.","2","Method used","2019","2019",5,,
"BRA","Brazil","PRY","Paraguay","8545","8545: Carbon electrodes, carbon brushes, lamp carbons, battery carbons and other articles of graphite or other carbon, with or without metal, of a kind used for electrical purposes.","2","Method used","2020","2020",5,,
"BRA","Brazil","PRY","Paraguay","2002","2002: Tomatoes prepared or preserved otherwise than by vinegar or acetic acid.","2","Method used","2015","2015",5,,
"BRA","Brazil","PRY","Paraguay","2002","2002: Tomatoes prepared or preserved otherwise than by vinegar or acetic acid.","2","Method used","2016","2016",5,,
"BRA","Brazil","PRY","Paraguay","2002","2002: Tomatoes prepared or preserved otherwise than by vinegar or acetic acid.","2","Method used","2017","2017",5,,
"BRA","Brazil","PRY","Paraguay","2002","2002: Tomatoes prepared or preserved otherwise than by vinegar or acetic acid.","2","Method used","2018","2018",5,,
"BRA","Brazil","PRY","Paraguay","2002","2002: Tomatoes prepared or preserved otherwise than by vinegar or acetic acid.","2","Method used","2019","2019",5,,
"BRA","Brazil","PRY","Paraguay","2002","2002: Tomatoes prepared or preserved otherwise than by vinegar or acetic acid.","2","Method used","2020","2020",5,,
"BRA","Brazil","PRY","Paraguay","8437","8437: Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables; machinery used in the milling industry or for the working of cereals or dried leguminous vegetables, other than farm-type machinery.","2","Method used","2015","2015",3,,
"BRA","Brazil","PRY","Paraguay","8437","8437: Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables; machinery used in the milling industry or for the working of cereals or dried leguminous vegetables, other than farm-type machinery.","2","Method used","2016","2016",2,,
"BRA","Brazil","PRY","Paraguay","8437","8437: Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables; machinery used in the milling industry or for the working of cereals or dried leguminous vegetables, other than farm-type machinery.","2","Method used","2017","2017",2,,
"BRA","Brazil","PRY","Paraguay","8437","8437: Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables; machinery used in the milling industry or for the working of cereals or dried leguminous vegetables, other than farm-type machinery.","2","Method used","2018","2018",3,,
"BRA","Brazil","PRY","Paraguay","8437","8437: Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables; machinery used in the milling industry or for the working of cereals or dried leguminous vegetables, other than farm-type machinery.","2","Method used","2019","2019",3,,
"BRA","Brazil","PRY","Paraguay","8437","8437: Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables; machinery used in the milling industry or for the working of cereals or dried leguminous vegetables, other than farm-type machinery.","2","Method used","2020","2020",2,,
"BRA","Brazil","PRY","Paraguay","7320","7320: Springs and leaves for springs, of iron or steel.","2","Method used","2015","2015",5,,
"BRA","Brazil","PRY","Paraguay","7320","7320: Springs and leaves for springs, of iron or steel.","2","Method used","2016","2016",5,,
"BRA","Brazil","PRY","Paraguay","7320","7320: Springs and leaves for springs, of iron or steel.","2","Method used","2017","2017",5,,
"BRA","Brazil","PRY","Paraguay","7320","7320: Springs and leaves for springs, of iron or steel.","2","Method used","2018","2018",5,,
"BRA","Brazil","PRY","Paraguay","7320","7320: Springs and leaves for springs, of iron or steel.","2","Method used","2019","2019",5,,
"BRA","Brazil","PRY","Paraguay","7320","7320: Springs and leaves for springs, of iron or steel.","2","Method used","2020","2020",5,,
"BRA","Brazil","PRY","Paraguay","6504","6504: Hats and other headgear, plaited or made by assembling strips of any material, whether or not lined or trimmed.","2","Method used","2015","2015",2,,
"BRA","Brazil","PRY","Paraguay","6504","6504: Hats and other headgear, plaited or made by assembling strips of any material, whether or not lined or trimmed.","2","Method used","2016","2016",5,,
"BRA","Brazil","PRY","Paraguay","6504","6504: Hats and other headgear, plaited or made by assembling strips of any material, whether or not lined or trimmed.","2","Method used","2017","2017",5,,
"BRA","Brazil","PRY","Paraguay","6504","6504: Hats and other headgear, plaited or made by assembling strips of any material, whether or not lined or trimmed.","2","Method used","2018","2018",5,,
"BRA","Brazil","PRY","Paraguay","6504","6504: Hats and other headgear, plaited or made by assembling strips of any material, whether or not lined or trimmed.","2","Method used","2019","2019",5,,
"BRA","Brazil","PRY","Paraguay","6504","6504: Hats and other headgear, plaited or made by assembling strips of any material, whether or not lined or trimmed.","2","Method used","2020","2020",5,,
"BRA","Brazil","PRY","Paraguay","2619","2619: Slag, dross (other than granulated slag), scalings and other waste from the manufacture of iron or steel.","2","Method used","2015","2015",4,,
"BRA","Brazil","PRY","Paraguay","2619","2619: Slag, dross (other than granulated slag), scalings and other waste from the manufacture of iron or steel.","2","Method used","2016","2016",4,,
"BRA","Brazil","PRY","Paraguay","2619","2619: Slag, dross (other than granulated slag), scalings and other waste from the manufacture of iron or steel.","2","Method used","2017","2017",4,,
"BRA","Brazil","PRY","Paraguay","2619","2619: Slag, dross (other than granulated slag), scalings and other waste from the manufacture of iron or steel.","2","Method used","2018","2018",4,,
"BRA","Brazil","PRY","Paraguay","2619","2619: Slag, dross (other than granulated slag), scalings and other waste from the manufacture of iron or steel.","2","Method used","2019","2019",4,,
"BRA","Brazil","PRY","Paraguay","2619","2619: Slag, dross (other than granulated slag), scalings and other waste from the manufacture of iron or steel.","2","Method used","2020","2020",2,,
"BRA","Brazil","PRY","Paraguay","8208","8208: Knives and cutting blades, for machines or for mechanical appliances.","2","Method used","2015","2015",5,,
"BRA","Brazil","PRY","Paraguay","8208","8208: Knives and cutting blades, for machines or for mechanical appliances.","2","Method used","2016","2016",5,,
"BRA","Brazil","PRY","Paraguay","8208","8208: Knives and cutting blades, for machines or for mechanical appliances.","2","Method used","2017","2017",5,,
"BRA","Brazil","PRY","Paraguay","8208","8208: Knives and cutting blades, for machines or for mechanical appliances.","2","Method used","2018","2018",5,,
"BRA","Brazil","PRY","Paraguay","8208","8208: Knives and cutting blades, for machines or for mechanical appliances.","2","Method used","2019","2019",5,,
"BRA","Brazil","PRY","Paraguay","8208","8208: Knives and cutting blades, for machines or for mechanical appliances.","2","Method used","2020","2020",5,,
"BRA","Brazil","PRY","Paraguay","7609","7609: Aluminium tube or pipe fittings (for example, couplings, elbows, sleeves).","2","Method used","2015","2015",2,,
"BRA","Brazil","PRY","Paraguay","7609","7609: Aluminium tube or pipe fittings (for example, couplings, elbows, sleeves).","2","Method used","2016","2016",2,,
"BRA","Brazil","PRY","Paraguay","7609","7609: Aluminium tube or pipe fittings (for example, couplings, elbows, sleeves).","2","Method used","2017","2017",2,,
"BRA","Brazil","PRY","Paraguay","7609","7609: Aluminium tube or pipe fittings (for example, couplings, elbows, sleeves).","2","Method used","2018","2018",3,,
"BRA","Brazil","PRY","Paraguay","7609","7609: Aluminium tube or pipe fittings (for example, couplings, elbows, sleeves).","2","Method used","2019","2019",3,,
"BRA","Brazil","PRY","Paraguay","7609","7609: Aluminium tube or pipe fittings (for example, couplings, elbows, sleeves).","2","Method used","2020","2020",2,,
"BRA","Brazil","PRY","Paraguay","5405","5405: Artificial monofilament of 67 decitex or more and of which no cross-sectional dimension exceeds 1 mm; strip and the like (for example, artificial straw) of artificial textile materials of an apparent width not exceeding 5 mm.","2","Method used","2015","2015",5,,
"BRA","Brazil","PRY","Paraguay","5405","5405: Artificial monofilament of 67 decitex or more and of which no cross-sectional dimension exceeds 1 mm; strip and the like (for example, artificial straw) of artificial textile materials of an apparent width not exceeding 5 mm.","2","Method used","2016","2016",5,,
"BRA","Brazil","PRY","Paraguay","5405","5405: Artificial monofilament of 67 decitex or more and of which no cross-sectional dimension exceeds 1 mm; strip and the like (for example, artificial straw) of artificial textile materials of an apparent width not exceeding 5 mm.","2","Method used","2017","2017",5,,
"BRA","Brazil","PRY","Paraguay","5405","5405: Artificial monofilament of 67 decitex or more and of which no cross-sectional dimension exceeds 1 mm; strip and the like (for example, artificial straw) of artificial textile materials of an apparent width not exceeding 5 mm.","2","Method used","2018","2018",5,,
"BRA","Brazil","PRY","Paraguay","5405","5405: Artificial monofilament of 67 decitex or more and of which no cross-sectional dimension exceeds 1 mm; strip and the like (for example, artificial straw) of artificial textile materials of an apparent width not exceeding 5 mm.","2","Method used","2019","2019",5,,
"BRA","Brazil","PRY","Paraguay","5405","5405: Artificial monofilament of 67 decitex or more and of which no cross-sectional dimension exceeds 1 mm; strip and the like (for example, artificial straw) of artificial textile materials of an apparent width not exceeding 5 mm.","2","Method used","2020","2020",5,,
"BRA","Brazil","PRY","Paraguay","4302","4302: Tanned or dressed furskins (including heads, tails, paws and other pieces or cuttings), unassembled, or assembled (without the addition of other materials) other than those of heading 43.03.","2","Method used","2015","2015",4,,
"BRA","Brazil","PRY","Paraguay","4302","4302: Tanned or dressed furskins (including heads, tails, paws and other pieces or cuttings), unassembled, or assembled (without the addition of other materials) other than those of heading 43.03.","2","Method used","2016","2016",2,,
"BRA","Brazil","PRY","Paraguay","4302","4302: Tanned or dressed furskins (including heads, tails, paws and other pieces or cuttings), unassembled, or assembled (without the addition of other materials) other than those of heading 43.03.","2","Method used","2017","2017",5,,
"BRA","Brazil","PRY","Paraguay","4302","4302: Tanned or dressed furskins (including heads, tails, paws and other pieces or cuttings), unassembled, or assembled (without the addition of other materials) other than those of heading 43.03.","2","Method used","2018","2018",5,,
"BRA","Brazil","PRY","Paraguay","4302","4302: Tanned or dressed furskins (including heads, tails, paws and other pieces or cuttings), unassembled, or assembled (without the addition of other materials) other than those of heading 43.03.","2","Method used","2019","2019",5,,
"BRA","Brazil","PRY","Paraguay","4302","4302: Tanned or dressed furskins (including heads, tails, paws and other pieces or cuttings), unassembled, or assembled (without the addition of other materials) other than those of heading 43.03.","2","Method used","2020","2020",5,,
"BRA","Brazil","PRY","Paraguay","7312","7312: Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel, not electrically insulated.","2","Method used","2015","2015",2,,
"BRA","Brazil","PRY","Paraguay","7312","7312: Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel, not electrically insulated.","2","Method used","2016","2016",5,,
"BRA","Brazil","PRY","Paraguay","7312","7312: Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel, not electrically insulated.","2","Method used","2017","2017",5,,
"BRA","Brazil","PRY","Paraguay","7312","7312: Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel, not electrically insulated.","2","Method used","2018","2018",5,,
"BRA","Brazil","PRY","Paraguay","7312","7312: Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel, not electrically insulated.","2","Method used","2019","2019",5,,
"BRA","Brazil","PRY","Paraguay","7312","7312: Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel, not electrically insulated.","2","Method used","2020","2020",5,,
"BRA","Brazil","PRY","Paraguay","5502","5502: Artificial filament tow.","2","Method used","2015","2015",5,,
"BRA","Brazil","PRY","Paraguay","5502","5502: Artificial filament tow.","2","Method used","2016","2016",5,,
"BRA","Brazil","PRY","Paraguay","5502","5502: Artificial filament tow.","2","Method used","2017","2017",5,,
"BRA","Brazil","PRY","Paraguay","5502","5502: Artificial filament tow.","2","Method used","2018","2018",5,,
"BRA","Brazil","PRY","Paraguay","5502","5502: Artificial filament tow.","2","Method used","2019","2019",5,,
"BRA","Brazil","PRY","Paraguay","5502","5502: Artificial filament tow.","2","Method used","2020","2020",5,,
"BRA","Brazil","PRY","Paraguay","8544","8544: Insulated (including enamelled or anodised) wire, cable (including co-axial cable) and other insulated electric conductors, whether or not fitted with connectors; optical fibre cables, made up of individually sheathed fibres, whether or not assemble","2","Method used","2015","2015",2,,
"BRA","Brazil","PRY","Paraguay","8544","8544: Insulated (including enamelled or anodised) wire, cable (including co-axial cable) and other insulated electric conductors, whether or not fitted with connectors; optical fibre cables, made up of individually sheathed fibres, whether or not assemble","2","Method used","2016","2016",2,,
"BRA","Brazil","PRY","Paraguay","8544","8544: Insulated (including enamelled or anodised) wire, cable (including co-axial cable) and other insulated electric conductors, whether or not fitted with connectors; optical fibre cables, made up of individually sheathed fibres, whether or not assemble","2","Method used","2017","2017",2,,
"BRA","Brazil","PRY","Paraguay","8544","8544: Insulated (including enamelled or anodised) wire, cable (including co-axial cable) and other insulated electric conductors, whether or not fitted with connectors; optical fibre cables, made up of individually sheathed fibres, whether or not assemble","2","Method used","2018","2018",3,,
"BRA","Brazil","PRY","Paraguay","8544","8544: Insulated (including enamelled or anodised) wire, cable (including co-axial cable) and other insulated electric conductors, whether or not fitted with connectors; optical fibre cables, made up of individually sheathed fibres, whether or not assemble","2","Method used","2019","2019",3,,
"BRA","Brazil","PRY","Paraguay","8544","8544: Insulated (including enamelled or anodised) wire, cable (including co-axial cable) and other insulated electric conductors, whether or not fitted with connectors; optical fibre cables, made up of individually sheathed fibres, whether or not assemble","2","Method used","2020","2020",2,,
"BRA","Brazil","PRY","Paraguay","6805","6805: Natural or artificial abrasive powder or grain, on a base of textile material, of paper, of paperboard or of other materials, whether or not cut to shape or sewn or otherwise made up.","2","Method used","2015","2015",4,,
"BRA","Brazil","PRY","Paraguay","6805","6805: Natural or artificial abrasive powder or grain, on a base of textile material, of paper, of paperboard or of other materials, whether or not cut to shape or sewn or otherwise made up.","2","Method used","2016","2016",4,,
"BRA","Brazil","PRY","Paraguay","6805","6805: Natural or artificial abrasive powder or grain, on a base of textile material, of paper, of paperboard or of other materials, whether or not cut to shape or sewn or otherwise made up.","2","Method used","2017","2017",4,,
"BRA","Brazil","PRY","Paraguay","6805","6805: Natural or artificial abrasive powder or grain, on a base of textile material, of paper, of paperboard or of other materials, whether or not cut to shape or sewn or otherwise made up.","2","Method used","2018","2018",4,,
"BRA","Brazil","PRY","Paraguay","6805","6805: Natural or artificial abrasive powder or grain, on a base of textile material, of paper, of paperboard or of other materials, whether or not cut to shape or sewn or otherwise made up.","2","Method used","2019","2019",4,,
"BRA","Brazil","PRY","Paraguay","6805","6805: Natural or artificial abrasive powder or grain, on a base of textile material, of paper, of paperboard or of other materials, whether or not cut to shape or sewn or otherwise made up.","2","Method used","2020","2020",2,,
"BRA","Brazil","PRY","Paraguay","5903","5903: Textile fabrics impregnated, coated, covered or laminated with plastics, other than those of heading 59.02.","2","Method used","2015","2015",2,,
"BRA","Brazil","PRY","Paraguay","5903","5903: Textile fabrics impregnated, coated, covered or laminated with plastics, other than those of heading 59.02.","2","Method used","2016","2016",2,,
"BRA","Brazil","PRY","Paraguay","5903","5903: Textile fabrics impregnated, coated, covered or laminated with plastics, other than those of heading 59.02.","2","Method used","2017","2017",3,,
"BRA","Brazil","PRY","Paraguay","5903","5903: Textile fabrics impregnated, coated, covered or laminated with plastics, other than those of heading 59.02.","2","Method used","2018","2018",3,,
"BRA","Brazil","PRY","Paraguay","5903","5903: Textile fabrics impregnated, coated, covered or laminated with plastics, other than those of heading 59.02.","2","Method used","2019","2019",3,,
"BRA","Brazil","PRY","Paraguay","5903","5903: Textile fabrics impregnated, coated, covered or laminated with plastics, other than those of heading 59.02.","2","Method used","2020","2020",2,,
"BRA","Brazil","PRY","Paraguay","1004","1004: Oats.","2","Method used","2015","2015",4,,
"BRA","Brazil","PRY","Paraguay","1004","1004: Oats.","2","Method used","2016","2016",2,,
"BRA","Brazil","PRY","Paraguay","1004","1004: Oats.","2","Method used","2017","2017",2,,
"BRA","Brazil","PRY","Paraguay","1004","1004: Oats.","2","Method used","2018","2018",3,,
"BRA","Brazil","PRY","Paraguay","1004","1004: Oats.","2","Method used","2019","2019",3,,
"BRA","Brazil","PRY","Paraguay","1004","1004: Oats.","2","Method used","2020","2020",2,,
"BRA","Brazil","PRY","Paraguay","5208","5208: Woven fabrics of cotton, containing 85 % or more by weight of cotton, weighing not more than 200 g/m2.","2","Method used","2015","2015",2,,
"BRA","Brazil","PRY","Paraguay","5208","5208: Woven fabrics of cotton, containing 85 % or more by weight of cotton, weighing not more than 200 g/m2.","2","Method used","2016","2016",2,,
"BRA","Brazil","PRY","Paraguay","5208","5208: Woven fabrics of cotton, containing 85 % or more by weight of cotton, weighing not more than 200 g/m2.","2","Method used","2017","2017",2,,
"BRA","Brazil","PRY","Paraguay","5208","5208: Woven fabrics of cotton, containing 85 % or more by weight of cotton, weighing not more than 200 g/m2.","2","Method used","2018","2018",3,,
"BRA","Brazil","PRY","Paraguay","5208","5208: Woven fabrics of cotton, containing 85 % or more by weight of cotton, weighing not more than 200 g/m2.","2","Method used","2019","2019",3,,
"BRA","Brazil","PRY","Paraguay","5208","5208: Woven fabrics of cotton, containing 85 % or more by weight of cotton, weighing not more than 200 g/m2.","2","Method used","2020","2020",2,,
"BRA","Brazil","PRY","Paraguay","8512","8512: Electrical lighting or signalling equipment (excluding articles of heading 85.39), windscreen wipers, defrosters and demisters, of a kind used for cycles or motor vehicles.","2","Method used","2015","2015",2,,
"BRA","Brazil","PRY","Paraguay","8512","8512: Electrical lighting or signalling equipment (excluding articles of heading 85.39), windscreen wipers, defrosters and demisters, of a kind used for cycles or motor vehicles.","2","Method used","2016","2016",3,,
"BRA","Brazil","PRY","Paraguay","8512","8512: Electrical lighting or signalling equipment (excluding articles of heading 85.39), windscreen wipers, defrosters and demisters, of a kind used for cycles or motor vehicles.","2","Method used","2017","2017",3,,
"BRA","Brazil","PRY","Paraguay","8512","8512: Electrical lighting or signalling equipment (excluding articles of heading 85.39), windscreen wipers, defrosters and demisters, of a kind used for cycles or motor vehicles.","2","Method used","2018","2018",3,,
"BRA","Brazil","PRY","Paraguay","8512","8512: Electrical lighting or signalling equipment (excluding articles of heading 85.39), windscreen wipers, defrosters and demisters, of a kind used for cycles or motor vehicles.","2","Method used","2019","2019",3,,
"BRA","Brazil","PRY","Paraguay","8512","8512: Electrical lighting or signalling equipment (excluding articles of heading 85.39), windscreen wipers, defrosters and demisters, of a kind used for cycles or motor vehicles.","2","Method used","2020","2020",2,,
"BRA","Brazil","PRY","Paraguay","8442","8442: Machinery, apparatus and equipment (other than the machine-tools of headings 84.56 to 84.65) for preparing or making plates, cylinders or other printing components; plates, cylinders and other printing components; plates, cylinders and lithographic","2","Method used","2015","2015",5,,
"BRA","Brazil","PRY","Paraguay","8442","8442: Machinery, apparatus and equipment (other than the machine-tools of headings 84.56 to 84.65) for preparing or making plates, cylinders or other printing components; plates, cylinders and other printing components; plates, cylinders and lithographic","2","Method used","2016","2016",5,,
"BRA","Brazil","PRY","Paraguay","8442","8442: Machinery, apparatus and equipment (other than the machine-tools of headings 84.56 to 84.65) for preparing or making plates, cylinders or other printing components; plates, cylinders and other printing components; plates, cylinders and lithographic","2","Method used","2017","2017",5,,
"BRA","Brazil","PRY","Paraguay","8442","8442: Machinery, apparatus and equipment (other than the machine-tools of headings 84.56 to 84.65) for preparing or making plates, cylinders or other printing components; plates, cylinders and other printing components; plates, cylinders and lithographic","2","Method used","2018","2018",5,,
"BRA","Brazil","PRY","Paraguay","8442","8442: Machinery, apparatus and equipment (other than the machine-tools of headings 84.56 to 84.65) for preparing or making plates, cylinders or other printing components; plates, cylinders and other printing components; plates, cylinders and lithographic","2","Method used","2019","2019",5,,
"BRA","Brazil","PRY","Paraguay","8442","8442: Machinery, apparatus and equipment (other than the machine-tools of headings 84.56 to 84.65) for preparing or making plates, cylinders or other printing components; plates, cylinders and other printing components; plates, cylinders and lithographic","2","Method used","2020","2020",5,,
"BRA","Brazil","PRY","Paraguay","7306","7306: Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel.","2","Method used","2015","2015",3,,
"BRA","Brazil","PRY","Paraguay","7306","7306: Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel.","2","Method used","2016","2016",3,,
"BRA","Brazil","PRY","Paraguay","7306","7306: Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel.","2","Method used","2017","2017",3,,
"BRA","Brazil","PRY","Paraguay","7306","7306: Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel.","2","Method used","2018","2018",3,,
"BRA","Brazil","PRY","Paraguay","7306","7306: Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel.","2","Method used","2019","2019",3,,
"BRA","Brazil","PRY","Paraguay","7306","7306: Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel.","2","Method used","2020","2020",2,,
"BRA","Brazil","PRY","Paraguay","0902","0902: Tea, whether or not flavoured.","2","Method used","2015","2015",5,,
"BRA","Brazil","PRY","Paraguay","0902","0902: Tea, whether or not flavoured.","2","Method used","2016","2016",5,,
"BRA","Brazil","PRY","Paraguay","0902","0902: Tea, whether or not flavoured.","2","Method used","2017","2017",5,,
"BRA","Brazil","PRY","Paraguay","0902","0902: Tea, whether or not flavoured.","2","Method used","2018","2018",5,,
"BRA","Brazil","PRY","Paraguay","0902","0902: Tea, whether or not flavoured.","2","Method used","2019","2019",5,,
"BRA","Brazil","PRY","Paraguay","0902","0902: Tea, whether or not flavoured.","2","Method used","2020","2020",5,,
"BRA","Brazil","PRY","Paraguay","2008","2008: Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included.","2","Method used","2015","2015",2,,
"BRA","Brazil","PRY","Paraguay","2008","2008: Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included.","2","Method used","2016","2016",2,,
"BRA","Brazil","PRY","Paraguay","2008","2008: Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included.","2","Method used","2017","2017",2,,
"BRA","Brazil","PRY","Paraguay","2008","2008: Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included.","2","Method used","2018","2018",3,,
"BRA","Brazil","PRY","Paraguay","2008","2008: Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included.","2","Method used","2019","2019",3,,
"BRA","Brazil","PRY","Paraguay","2008","2008: Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included.","2","Method used","2020","2020",2,,
"BRA","Brazil","PRY","Paraguay","7415","7415: Nails, tacks, drawing pins, staples (other than those of heading 83.05) and similar articles, of copper or of iron or steel with heads of copper; screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and","2","Method used","2015","2015",5,,
"BRA","Brazil","PRY","Paraguay","7415","7415: Nails, tacks, drawing pins, staples (other than those of heading 83.05) and similar articles, of copper or of iron or steel with heads of copper; screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and","2","Method used","2016","2016",5,,
"BRA","Brazil","PRY","Paraguay","7415","7415: Nails, tacks, drawing pins, staples (other than those of heading 83.05) and similar articles, of copper or of iron or steel with heads of copper; screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and","2","Method used","2017","2017",5,,
"BRA","Brazil","PRY","Paraguay","7415","7415: Nails, tacks, drawing pins, staples (other than those of heading 83.05) and similar articles, of copper or of iron or steel with heads of copper; screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and","2","Method used","2018","2018",5,,
"BRA","Brazil","PRY","Paraguay","7415","7415: Nails, tacks, drawing pins, staples (other than those of heading 83.05) and similar articles, of copper or of iron or steel with heads of copper; screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and","2","Method used","2019","2019",5,,
"BRA","Brazil","PRY","Paraguay","7415","7415: Nails, tacks, drawing pins, staples (other than those of heading 83.05) and similar articles, of copper or of iron or steel with heads of copper; screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and","2","Method used","2020","2020",5,,
"BRA","Brazil","PRY","Paraguay","2811","2811: Other inorganic acids and other inorganic oxygen compounds of non-metals.","2","Method used","2015","2015",5,,
"BRA","Brazil","PRY","Paraguay","2811","2811: Other inorganic acids and other inorganic oxygen compounds of non-metals.","2","Method used","2016","2016",5,,
"BRA","Brazil","PRY","Paraguay","2811","2811: Other inorganic acids and other inorganic oxygen compounds of non-metals.","2","Method used","2017","2017",5,,
"BRA","Brazil","PRY","Paraguay","2811","2811: Other inorganic acids and other inorganic oxygen compounds of non-metals.","2","Method used","2018","2018",5,,
"BRA","Brazil","PRY","Paraguay","2811","2811: Other inorganic acids and other inorganic oxygen compounds of non-metals.","2","Method used","2019","2019",5,,
"BRA","Brazil","PRY","Paraguay","2811","2811: Other inorganic acids and other inorganic oxygen compounds of non-metals.","2","Method used","2020","2020",5,,
"BRA","Brazil","PRY","Paraguay","3923","3923: Articles for the conveyance or packing of goods, of plastics; stoppers, lids, caps and other closures, of plastics.","2","Method used","2015","2015",2,,
"BRA","Brazil","PRY","Paraguay","3923","3923: Articles for the conveyance or packing of goods, of plastics; stoppers, lids, caps and other closures, of plastics.","2","Method used","2016","2016",2,,
"BRA","Brazil","PRY","Paraguay","3923","3923: Articles for the conveyance or packing of goods, of plastics; stoppers, lids, caps and other closures, of plastics.","2","Method used","2017","2017",2,,
"BRA","Brazil","PRY","Paraguay","3923","3923: Articles for the conveyance or packing of goods, of plastics; stoppers, lids, caps and other closures, of plastics.","2","Method used","2018","2018",3,,
"BRA","Brazil","PRY","Paraguay","3923","3923: Articles for the conveyance or packing of goods, of plastics; stoppers, lids, caps and other closures, of plastics.","2","Method used","2019","2019",3,,
"BRA","Brazil","PRY","Paraguay","3923","3923: Articles for the conveyance or packing of goods, of plastics; stoppers, lids, caps and other closures, of plastics.","2","Method used","2020","2020",2,,
"BRA","Brazil","PRY","Paraguay","0510","0510: Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved.","2","Method used","2015","2015",2,,
"BRA","Brazil","PRY","Paraguay","0510","0510: Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved.","2","Method used","2016","2016",2,,
"BRA","Brazil","PRY","Paraguay","0510","0510: Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved.","2","Method used","2017","2017",2,,
"BRA","Brazil","PRY","Paraguay","0510","0510: Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved.","2","Method used","2018","2018",3,,
"BRA","Brazil","PRY","Paraguay","0510","0510: Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved.","2","Method used","2019","2019",3,,
"BRA","Brazil","PRY","Paraguay","0510","0510: Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved.","2","Method used","2020","2020",2,,
"BRA","Brazil","PRY","Paraguay","6115","6115: Panty hose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted.","2","Method used","2015","2015",2,,
"BRA","Brazil","PRY","Paraguay","6115","6115: Panty hose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted.","2","Method used","2016","2016",2,,
