reporter,hs_code,bound_tariff,commodity
Paraguay,210390,35.0,"Preparations for sauces and prepared sauces; mixed condiments and seasonings (excl. soya sauce, tomato ketchup and other tomato sauces, mustard, and mustard flour and meal)"
Paraguay,210410,35.0,Soups and broths and preparations therefor
Paraguay,210420,35.0,"Food preparations consisting of finely homogenized mixtures of two or more basic ingredients, such as meat, fish, vegetables or fruit, put up for retail sale as infant food or for dietetic purposes, in containers of <= 250g"
Paraguay,210500,35.0,"Ice cream and other edible ice, whether or not containing cocoa"
Paraguay,210610,10.0,Protein concentrates and textured protein substances
Paraguay,210690,35.0,"Food preparations, n.e.s."
Paraguay,220110,35.0,"Mineral waters and aerated waters, not containing added sugar, other sweetening matter or flavoured"
Paraguay,220190,35.0,"Ordinary natural water, not containing added sugar, other sweetening matter or flavoured; ice and snow (excl. mineral waters and aerated waters, sea water, distilled water, conductivity water or water of similar purity)"
Paraguay,220210,35.0,"Waters, incl. mineral and aerated, with added sugar, sweetener or flavour, for direct consumption as a beverage"
Paraguay,220290,35.0,"Non-alcoholic beverages (excl. water, fruit or vegetable juices and milk)"
Paraguay,220300,10.0,Beer made from malt
Paraguay,220410,10.0,Sparkling wine of fresh grapes
Paraguay,220421,15.0,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested by the addition of alcohol, in containers of <= 2 l (excl. sparkling wine)"
Paraguay,220429,35.0,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested by the addition of alcohol, in containers of > 2 l (excl. sparkling wine)"
Paraguay,220430,35.0,"Grape must, of an actual alcoholic strength of > 0,5% vol (excl. grape must whose fermentation has been arrested by the addition of alcohol)"
Paraguay,220510,35.0,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers of <= 2 l"
Paraguay,220590,35.0,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers of > 2 l"
Paraguay,220600,35.0,"Cider, perry, mead and other fermented beverages and mixtures of fermented beverages and non-alcoholic beverages, n.e.s. (excl. beer, wine or fresh grapes, grape must, vermouth and other wine of fresh grapes flavoured with plants or aromatic substances)"
Paraguay,220710,35.0,"Undenatured ethyl alcohol, of actual alcoholic strength of >= 80%"
Paraguay,220720,35.0,Denatured ethyl alcohol and other spirits of any strength
Paraguay,220820,35.0,Spirits obtained by distilling grape wine or grape marc
Paraguay,220830,30.0,Whiskies
Paraguay,220840,35.0,Rum and tafia
Paraguay,220850,35.0,Gin and Geneva
Paraguay,220860,25.0,Vodka
Paraguay,220870,35.0,Liqueurs and cordials
Paraguay,220890,35.0,"Ethyl alcohol of an alcoholic strength of < 80% vol, not denatured; spirits and other spirituous beverages (excl. compound alcoholic preparations of a kind used for the manufacture of beverages, spirits obtained by distilling grape wine or grape marc, whiskies, rum, taffia, gin, geneva, vodka, liqueurs and cordials)"
Paraguay,220900,35.0,"Vinegar, fermented vinegar and substitutes for vinegar obtained from acetic acid"
Paraguay,230110,35.0,"Flours, meals and pellets, of meat or offal, unfit for human consumption; greaves"
Paraguay,230120,35.0,"Flours, meals and pellets of fish or crustaceans, molluscs or other aquatic invertebrates, unfit for human consumption"
Paraguay,230210,35.0,"Bran, sharps and other residues of maize ""corn"", whether or not in the form of pellets, derived from sifting, milling or other working"
Paraguay,230220,35.0,"Bran, sharps and other residues of rice, whether or not in the form of pellets, derived from sifting, milling or other working"
Paraguay,230230,35.0,"Bran, sharps and other residues of wheat, whether or not in the form of pellets, derived from sifting, milling or other working"
Paraguay,230240,35.0,"Bran, sharps and other residues of cereals, whether or not in the form of pellets, derived from sifting, milling or other working (excl. maize, rice and wheat)"
Paraguay,230250,35.0,"Bran, sharps and other residues of leguminous plants, whether or not in the form of pellets, derived from sifting, milling or other working"
Paraguay,230310,35.0,Residues of starch manufacture and similar residues
Paraguay,230320,35.0,"Beet-pulp, bagasse and other waste of sugar manufacture"
Paraguay,230330,35.0,Brewing or distilling dregs and waste
Paraguay,230400,35.0,"Oil-cake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of soya-bean oil"
Paraguay,230500,35.0,"Oil-cake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of ground-nut oil"
Paraguay,230610,35.0,"Oil-cake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of cotton seeds"
Paraguay,230620,35.0,"Oil-cake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of linseed"
Paraguay,230630,35.0,"Oil-cake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of sunflower seeds"
Paraguay,230641,20.0,"Oil-cake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of low erucic acid rape or colza seeds ""yielding a fixed oil which has an erucic acid content of < 2% and yielding a solid component of glucosinolates of < 30 micromoles/g"""
Paraguay,230649,20.0,"Oil-cake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of high erucic acid rape or colza seeds ""yielding a fixed oil which has an erucic acid content of >= 2% and yielding a solid component of glucosinolates of >= 30 micromoles/g"""
Paraguay,230650,35.0,"Oil-cake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of coconut or copra"
Paraguay,230660,35.0,"Oil-cake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of palm nuts or kernels"
Paraguay,230670,35.0,"Oil-cake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of vegetable fats or oils from maize ""corn"" germ"
Paraguay,230690,35.0,"Oil-cake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of vegetable fats or oils (excl. of cotton seeds, linseed, sunflower seeds, rape or colza seeds, coconut or copra, palm nuts or kernels, maize ""corn"" germ, or from the extraction of soya-bean oil or ground-nut oil)"
Paraguay,230700,35.0,Wine lees; argol
Paraguay,230800,35.0,"Acorns, horse-chestnuts, marc and other vegetable materials and vegetable waste, vegetable residues and by-products of a kind used in animal feeding, whether or not in the form of pellets, n.e.s."
Paraguay,230910,35.0,"Dog or cat food, put up for retail sale"
Paraguay,230990,35.0,Preparations of a kind used in animal feeding (excl. dog or cat food put up for retail sale)
Paraguay,240110,17.5,"Tobacco, unstemmed/unstripped"
Paraguay,240120,17.5,"Tobacco, partly or wholly stemmed/stripped, otherwise unmanufactured"
Paraguay,240130,17.5,Tobacco refuse
Paraguay,240210,35.0,"Cigars, cheroots and cigarillos containing tobacco"
Paraguay,240220,35.0,"Cigarettes, containing tobacco"
Paraguay,240290,25.0,"Cigars, cheroots, cigarillos and cigarettes consisting wholly of tobacco substitutes"
Paraguay,240310,25.0,"Smoking tobacco, whether or not containing tobacco substitutes in any proportion"
Paraguay,240391,25.0,"Tobacco, ""homogenized"" or ""reconstituted"" from finely-chopped tobacco leaves, tobacco refuse or tobacco dust"
Paraguay,240399,20.0,"Chewing tobacco, snuff and other manufactured tobacco and manufactured tobacco substitutes, and tobacco powder, tobacco extracts and essences (excl. cigars, cheroots, cigarillos and cigarettes, smoking tobacco whether or not containing tobacco substitutes in any proportion, ""homogenized"" or ""reconstituted"" tobacco, nicotine extracted from the tobacco plant and insecticides manufactured from tobacco extracts and essences)"
Paraguay,250100,35.0,"Salts, incl. table salt and denatured salt, and pure sodium chloride, whether or not in aqueous solution or containing added anti-caking or free-flowing agents; sea water"
Paraguay,250200,35.0,Unroasted iron pyrites
Paraguay,250300,35.0,"Sulphur of all kinds (excl. sublimed sulphur, precipitated sulphur and colloidal sulphur)"
Paraguay,250410,35.0,Natural graphite in powder or in flakes
Paraguay,250490,35.0,Natural graphite (excl. in powder or in flakes)
Paraguay,250510,35.0,"Silica sands and quartz sands, whether or not coloured"
Paraguay,250590,35.0,"Natural sands of all kinds, whether or not coloured (excl. silica sands, quartz sands, gold- and platinum-bearing sands, zircon, rutile and ilmenite sands, monazite sands, and tar or asphalt sands)"
Paraguay,250610,35.0,Quartz (excl. quartz sands)
Paraguay,250621,35.0,Crude or roughly trimmed quartzite
Paraguay,250629,35.0,"Quartzite, merely cut, by sawing or otherwise, in blocks or slabs of a square or rectangular shape (excl. roughly trimmed)"
Paraguay,250700,35.0,"Kaolin and other kaolinic clays, whether or not calcined"
Paraguay,250810,35.0,Bentonite
Paraguay,250820,35.0,Decolourizing earths and fuller's earth
Paraguay,250830,35.0,Fire-clay (excl. kaolin and other kaolinic clays and expanded clay)
Paraguay,250840,35.0,"Clays (excl. fire-clay, kaolin and other kaolinic clays and expanded clay)"
Paraguay,250850,35.0,"Andalusite, kyanite and sillimanite"
Paraguay,250860,35.0,Mullite
Paraguay,250870,35.0,Chamotte or dinas earths
Paraguay,250900,35.0,Chalk
Paraguay,251010,35.0,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic chalk, unground"
Paraguay,251020,35.0,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic chalk, ground"
Paraguay,251110,35.0,"Natural barium sulphate ""barytes"""
Paraguay,251120,35.0,"Natural barium carbonate ""witherite"", whether or not calcined (excl. barium oxide)"
Paraguay,251200,35.0,"Siliceous fossil meals, e.g. kieselguhr, tripolite and diatomite, and similar siliceous earths, whether or not calcined, of an apparent specific gravity of <= 1"
Paraguay,251311,35.0,"Pumice stone, crude or in irregular pieces, incl. crushed pumice ""bimskies"""
Paraguay,251319,35.0,"Pumice stone, crushed or ground"
Paraguay,251320,35.0,"Emery; natural corundum, natural garnet and other natural abrasives, whether or not heattreated"
Paraguay,251400,35.0,"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular shape; slate powder and slate refuse"
Paraguay,251511,35.0,"Marble and travertine, crude or roughly trimmed"
Paraguay,251512,35.0,"Marble and travertine, merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular shape"
Paraguay,251520,35.0,"Ecaussine and other calcareous monumental or building stone of an apparent specific gravity of >= 2,5, and alabaster, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular shape (excl. in the form of granules, chippings or powder, and marble and travertine)"
Paraguay,251611,35.0,"Granite, crude or roughly trimmed (excl. already with the characteristics of setts, curbstones and flagstones)"
Paraguay,251612,35.0,"Granite, merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular shape (excl. already with the characteristics of setts, curbstones and flagstones)"
Paraguay,251621,35.0,"Sandstone, crude or roughly trimmed (excl. already with the characteristics of setts, curbstones and flagstones)"
Paraguay,251622,35.0,"Sandstone, merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular shape (excl. already with the characteristics of setts, curbstones and flagstones)"
Paraguay,251690,35.0,"Porphyry, basalt and other monumental or building stone, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular shape (excl. in the form of granules, chippings or powder, or already with the characteristics of setts, curbstones and flagstones, monumental or building stone of an apparent specific gravity of >= 2,5, granite and sandstone)"
Paraguay,251710,35.0,"Pebbles, gravel, broken or crushed stone, for concrete aggregates, for road metalling or for railwayor other ballast, shingle and flint, whether or not heat-treated"
Paraguay,251720,35.0,"Macadam of slag, dross or similar industrial waste, whether or not incorporating pebbles, gravel, shingle and flint for concrete aggregates, for road metalling or for railway or other ballast"
Paraguay,251730,35.0,Tarred macadam
Paraguay,251741,35.0,"Marble granules, chippings and powder, whether or not heat-treated"
Paraguay,251749,35.0,"Granules, chippings and powder, whether or not heat-treated, of travertine, ecaussine, alabaster, basalt, granite, sandstone, porphyry, syenite, lava, gneiss, trachyte and other rocks of heading 2515 and 2516 (excl. marble)"
Paraguay,251810,35.0,"Crude dolomite, not calcined or not sintered, incl. dolomite roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular ""incl. square"" shape (excl. broken or crushed dolomite for concrete aggregates, road metalling or railway or other ballast)"
Paraguay,251820,35.0,"Calcined or sintered dolomite (excl. broken or crushed dolomite for concrete aggregates, road metalling or railway or other ballast)"
Paraguay,251830,35.0,Dolomite ramming mix
Paraguay,251910,35.0,"Natural magnesium carbonate ""magnesite"""
Paraguay,251990,35.0,"Fused magnesia; dead-burned ""sintered"" magnesia, whether or not containing small quantities of other oxides added before sintering; other magnesium oxide (excl. natural magnesium carbonate ""magnesite"")"
Paraguay,252010,35.0,Gypsum; anhydrite
Paraguay,252020,35.0,"Plasters consisting of calcined gypsum or calcium sulphate, whether or not coloured, with or without small quantities of accelerators or retarders"
Paraguay,252100,35.0,"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement"
Paraguay,252210,35.0,Quicklime
Paraguay,252220,35.0,Slaked lime
Paraguay,252230,35.0,Hydraulic lime (excl. pure calcium oxide and calcium hydroxide)
Paraguay,252310,35.0,Cement clinkers
Paraguay,252321,35.0,"White portland cement, whether or not artificially coloured"
Paraguay,252329,35.0,"Portland cement (excl. white, whether or not artificially coloured)"
Paraguay,252330,35.0,Aluminous cement
Paraguay,252390,35.0,"Cement, whether or not coloured (excl. aluminous cement and portland cement)"
Paraguay,252400,35.0,Asbestos (excl. products made from asbestos)
Paraguay,252510,35.0,Crude mica and mica rifted into sheets or splittings
Paraguay,252520,35.0,Mica powder
Paraguay,252530,35.0,Mica waste
Paraguay,252610,35.0,"Natural steatite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular shape, and talc, uncrushed or unpowdered"
Paraguay,252620,35.0,"Natural steatite and talc, crushed or powdered"
Paraguay,252810,35.0,"Sodium borates, natural, and concentrates thereof, whether or not calcined (excl. sodium borates separated from natural brine)"
Paraguay,252890,35.0,"Borates, natural, and concentrates thereof, whether or not calcined, and natural boric acids containing <= 85% of H3BO3 calculated on the dry weight (excl. sodium borates and concentrates thereof and borates separated from natural brine)"
Paraguay,252910,35.0,Feldspar
Paraguay,252921,35.0,Fluorspar containing by weight <= 97% calcium fluoride
Paraguay,252922,35.0,Fluorspar containing by weight > 97% calcium fluoride
Paraguay,252930,35.0,"Leucite, nepheline and nepheline syenite"
Paraguay,253010,35.0,"Vermiculite, perlite and chlorites, unexpanded"
Paraguay,253020,35.0,"Kieserite and epsomite ""natural magnesium sulphates"""
Paraguay,253090,35.0,"Arsenic sulfides, alunite, pozzuolana, earth colours and other mineral substances, n.e.s."
Paraguay,260111,10.0,"Non-agglomerated iron ores and concentrates ""ECSC"" (excl. roasted iron pyrites)"
Paraguay,260112,10.0,"Agglomerated iron ores and concentrates ""ECSC"" (excl. roasted iron pyrites)"
Paraguay,260120,35.0,Roasted iron pyrites
Paraguay,260200,35.0,"Manganese ores and concentrates, incl. ferruginous manganese ores and concentrates, with a manganese content of >= 20%, calculated on the dry weight ""ECSC"""
Paraguay,260300,35.0,Copper ores and concentrates
Paraguay,260400,35.0,Nickel ores and concentrates
Paraguay,260500,35.0,Cobalt ores and concentrates
Paraguay,260600,35.0,Aluminium ores and concentrates
Paraguay,260700,35.0,Lead ores and concentrates
Paraguay,260800,35.0,Zinc ores and concentrates
Paraguay,260900,35.0,Tin ores and concentrates
Paraguay,261000,35.0,Chromium ores and concentrates
Paraguay,261100,35.0,Tungsten ores and concentrates
Paraguay,261210,35.0,Uranium ores and concentrates
Paraguay,261220,35.0,Thorium ores and concentrates
Paraguay,261310,35.0,Roasted molybdenum ores and concentrates
Paraguay,261390,35.0,Molybdenum ores and concentrates (excl. roasted)
Paraguay,261400,35.0,Titanium ores and concentrates
Paraguay,261510,35.0,Zirconium ores and concentrates
Paraguay,261590,35.0,"Niobium, tantalum or vanadium ores and concentrates"
Paraguay,261610,35.0,Silver ores and concentrates
Paraguay,261690,35.0,Precious metal ores and concentrates (excl. silver ores and oncentrates)
Paraguay,261710,35.0,Antimony ores and concentrates
Paraguay,261790,35.0,"Ores and concentrates (excl. iron, manganese, copper, nickel, cobalt, aluminium, lead, zinc, tin, chromium, tungsten, uranium, thorium, molybdenum, titanium, niobium, tantalum, vanadium, zirconium, precious metal or antimony ores and concentrates)"
Paraguay,261800,35.0,"Granulated slag ""slag sand"" from the manufacture of iron or steel"
Paraguay,261900,35.0,"Slag, dross, scalings and other waste from the manufacture of iron or steel (excl. granulated slag)"
Paraguay,262011,35.0,Hard zinc spelter
Paraguay,262019,35.0,Ash and residues containing mainly zinc (excl. hard zinc spelter)
Paraguay,262021,35.0,"Leaded gasoline sludges and leaded anti-knock compound sludges, obtained from storage tanks of leaded gasoline and leaded anti-knock compounds and contraining mainly lead, lead compounds and iron oxide"
Paraguay,262029,35.0,Ash and residues containing mainly lead (excl. leaded gasoline sludges and leaded anti-knock compound sludges)
Paraguay,262030,35.0,Ash and residues containing mainly copper
Paraguay,262040,35.0,Ash and residues containing mainly aluminium
Paraguay,262060,35.0,"Ash and residues, containing arsenic, mercury, thallium or their mixtures, of a kind used for the extraction of arsenic or those metals or for the manufacture of their chemical compounds (excl. those from the manufacture of iron or steel)"
Paraguay,262091,35.0,"Ash and residues, containing antimony, beryllium, cadmium, chromium or their mixtures (excl. those from the manufacture of iron or steel)"
Paraguay,262099,35.0,"Ash and residues, containing metals or metal compounds (excl. those from the manufacture of iron or steel, those containing primarily zinc, lead, copper or aluminium, those containing arsenic, mercury, thallium or their mixtures of a kind used for the extraction of arsenic or those metals or for the manufacture of their chemical compounds and those containing antimony, beryllium, cadmium, chromium or their mixtures)"
Paraguay,262110,35.0,Ash and residues from the incineration of municipal waste
Paraguay,262190,35.0,"Slag and ash, incl. seaweed ash ""kelp"" (excl. slag, incl. granulated, from the manufacture of iron or steel, ashes and residues containing arsenic, metals or metal compounds and those from the incineration of municipal waste)"
Paraguay,270111,10.0,"Anthracite ""ECSC"", whether or not pulverized, non-agglomerated"
Paraguay,270112,10.0,"Bituminous coal ""ECSC"", whether or not pulverized, non-agglomerated"
Paraguay,270119,10.0,"Coal ""ECSC"", whether or not pulverized, non-agglomerated (excl. anthracite and bituminous coal)"
Paraguay,270120,35.0,"Briquettes, ovoids and similar solid fuels manufactured from coal ""ECSC"""
Paraguay,270210,35.0,"Lignite ""ECSC"", whether or not pulverized, non-agglomerated (excl. jet)"
Paraguay,270220,35.0,"Agglomerated lignite ""ECSC"" (excl. jet)"
Paraguay,270300,35.0,"Peat, incl. peat litter, whether or not agglomerated"
Paraguay,270400,35.0,"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon"
Paraguay,270500,35.0,"Coal gas, water gas, producer gas, lean gas and similar gases (excl. petroleum gases and other gaseous hydrocarbons)"
Paraguay,270600,35.0,"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not dehydrated or partially distilled, incl. reconstituted tars"
Paraguay,270710,35.0,"Benzol ""benzene"" containing > 50% of benzene (excl. chemically defined)"
Paraguay,270720,35.0,"Toluol ""toluene"" containing > 50% of toluene (excl. chemically defined)"
Paraguay,270730,35.0,"Xylol ""xylenes"" containing > 50% of xylenes (excl. chemically defined)"
Paraguay,270740,35.0,Naphthalene containing > 50% of naphtalene (excl. chemically defined)
Paraguay,270750,35.0,"Aromatic hydrocarbon mixtures of which >= 65% by volume, incl. losses, distils at 250°C by the ASTM D 86 method (excl. chemically defined compounds)"
Paraguay,270760,35.0,Phenols containing > 50% of phenols (excl. chemically defined)
Paraguay,270791,35.0,Creosote oils (excl. chemically defined)
Paraguay,270799,35.0,"Oils and other products of the distillation of high temperature coal tars; similar products in which the weight of the aromatic constituents exceeds that of the non-aromatic constituents (excl. chemically-defined compounds, benzol ""benzene"", toluol ""toluene"", xylol ""xylenes"", naphthalene, aromatic hydrocarbon mixtures of subheading 2707.50, phenols and creosote oils)"
Paraguay,270810,35.0,Pitch obtained from coal tar or from other mineral tars
Paraguay,270820,35.0,Pitch coke obtained from coal tar or from other mineral tars
Paraguay,270900,35.0,"Petroleum oils and oils obtained from bituminous minerals, crude"
Paraguay,271011,35.0,"Light oils and preparations, of petroleum or bituminous minerals which >= 90% by volume distil at 210°C"
Paraguay,271019,35.0,"Medium oils and preparations, of petroleum or bituminous minerals, n.e.s."
Paraguay,271091,35.0,"Waste oils containing polychlorinated biphenyls [PCBs], polychlorinated terphenyls [PCTs] or polybrominated biphenyls [PBBs]"
Paraguay,271099,35.0,"Waste oils containing mainly petroleum or bituminous minerals (excl. those containing polychlorinated biphenyls [PCBs], polychlorinated terphenyls [PCTs] or polybrominated biphenyls [PBBs])"
Paraguay,271111,35.0,"Natural gas, liquefied"
Paraguay,271112,35.0,"Propane, liquefied"
Paraguay,271113,35.0,"Butanes, liquefied (excl. of a purity of >= 95% of N-butane or isobutane)"
Paraguay,271114,35.0,"Ethylene, propylene, butylene and butadiene, liquefied (excl. ethylene of a purity of >= 95% and propylene, butylene and butadiene of a purity of >= 90%)"
Paraguay,271119,35.0,"Gaseous hydrocarbons, liquefied, n.e.s. (excl. natural gas, propane, butane, ethylene, propylene, butylene and butadiene)"
Paraguay,271121,35.0,Natural gas in gaseous state
Paraguay,271129,35.0,"Hydrocarbons in gaseous state, n.e.s. (excl. natural gas)"
Paraguay,271210,35.0,Petroleum jelly
Paraguay,271220,35.0,"Paraffin wax containing < 0,75% by weight of oil"
Paraguay,271290,35.0,"Paraffin wax, microcrystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mineral waxes, and similar products obtained by synthesis or by other processes, whether or not coloured (excl. petroleum jelly and paraffin wax containing < 0,75% by weight of oil)"
Paraguay,271311,35.0,"Petroleum coke, non-calcined"
Paraguay,271312,35.0,"Petroleum coke, calcined"
Paraguay,271320,35.0,Petroleum bitumen
Paraguay,271390,35.0,Residues of petroleum oil or of oil obtained from bituminous minerals (excl. petroleum coke and petroleum bitumen)
Paraguay,271410,35.0,Bituminous or oil shale and tar sands
Paraguay,271490,35.0,"Bitumen and asphalt, natural; asphaltites and asphaltic rocks"
Paraguay,271500,35.0,"Bituminous mastics, cut-backs and other bituminous mixtures based on natural asphalt, on natural bitumen, on petroleum bitumen, on mineral tar or on mineral tar pitch"
Paraguay,271600,35.0,Electrical energy
Paraguay,280110,35.0,Chlorine
Paraguay,280120,35.0,Iodine
Paraguay,280130,35.0,Fluorine; bromine
Paraguay,280200,35.0,"Sulphur, sublimed or precipitated; colloidal sulphur"
Paraguay,280300,35.0,"Carbon ""carbon blacks and other forms of carbon"", n.e.s."
Paraguay,280410,35.0,Hydrogen
Paraguay,280421,35.0,Argon
Paraguay,280429,35.0,Rare gases (excl. argon)
Paraguay,280430,35.0,Nitrogen
Paraguay,280440,35.0,Oxygen
Paraguay,280450,35.0,Boron; tellurium
Paraguay,280461,35.0,"Silicon containing >= 99,99% by weight of silicon"
Paraguay,280469,35.0,"Silicon containing < 99,99% by weight of silicon"
Paraguay,280470,35.0,Phosphorus
Paraguay,280480,35.0,Arsenic
Paraguay,280490,35.0,Selenium
Paraguay,280511,35.0,Sodium
Paraguay,280512,35.0,Calcium
Paraguay,280519,35.0,Alkali or alkaline-earth metals  (excl. sodium and calcium)
Paraguay,280530,35.0,"Rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed"
Paraguay,280540,35.0,Mercury
Paraguay,280610,35.0,"Hydrogen chloride ""hydrochloric acid"""
Paraguay,280620,35.0,Chlorosulphuric acid
Paraguay,280700,35.0,Sulphuric acid; oleum
Paraguay,280800,35.0,Nitric acid; sulphonitric acids
Paraguay,280910,35.0,Diphosphorus pentaoxide
Paraguay,280920,35.0,"Phosphoric acid; polyphosphoric acids, whether or not chemically defined"
Paraguay,281000,35.0,Oxides of boron; boric acids
Paraguay,281111,35.0,"Hydrogen fluoride ""hydrofluoric acid"""
Paraguay,281119,35.0,"Inorganic acids (excl. hydrogen chloride ""hydrochloric acid"", chlorosulphuric acid, sulphuric acid, oleum, nitric acid, sulphonitric acids, phosphoric acid, polyphosphoric acids, boric acids and hydrogen fluoride ""hydrofluoric acid"")"
Paraguay,281121,35.0,Carbon dioxide
Paraguay,281122,35.0,Silicon dioxide
Paraguay,281123,35.0,Sulphur dioxide
Paraguay,281129,35.0,"Inorganic oxygen compounds of non-metals (excl. diphosphorus pentaoxide, oxides of boron, carbon dioxide, silicon dioxide and sulphur dioxide)"
Paraguay,281210,35.0,Chlorides and chloride oxides
Paraguay,281290,35.0,Halides and halide oxides of non-metals (excl. chlorides and chloride oxides)
Paraguay,281310,35.0,Carbon disulphide
Paraguay,281390,35.0,Sulphides of non-metals (excl. carbon disulphide); commercial phosphorus trisulphide
Paraguay,281410,35.0,Anhydrous ammonia
Paraguay,281420,35.0,Ammonia in aqueous solution
Paraguay,281511,35.0,"Sodium hydroxide ""caustic soda"" solid"
Paraguay,281512,35.0,"Sodium hydroxide ""caustic soda"" in aqueous solution ""soda lye or liquid soda"""
Paraguay,281520,35.0,"Potassium hydroxide ""caustic potash"""
Paraguay,281530,35.0,Peroxides of sodium or potassium
Paraguay,281610,35.0,Hydroxide and peroxide of magnesium
Paraguay,281640,35.0,"Oxides, hydroxides and peroxides, of strontium or barium"
Paraguay,281700,35.0,Zinc oxide; zinc peroxide
Paraguay,281810,35.0,"Corundum, artificial, whether or not chemically defined"
Paraguay,281820,10.0,Aluminium oxide (excl. artificial corundum)
Paraguay,281830,10.0,Aluminium hydroxide
Paraguay,281910,35.0,Chromium trioxide
Paraguay,281990,35.0,Chromium oxides and hydroxides (excl. chromium trioxide)
Paraguay,282010,35.0,Manganese dioxide
Paraguay,282090,35.0,Manganese oxides (excl. manganese dioxide)
Paraguay,282110,35.0,Iron oxides and hydroxides
Paraguay,282120,35.0,Earth colours containing >= 70% by weight of combined iron evaluated as Fe2O3
Paraguay,282200,35.0,Cobalt oxides and hydroxides; commercial cobalt oxides
Paraguay,282300,35.0,Titanium oxides
Paraguay,282410,35.0,"Lead monoxide ""litharge, massicot"""
Paraguay,282420,35.0,Red lead and orange lead
Paraguay,282490,35.0,"Lead oxides (excl. monoxide ""litharge, massicot"")"
Paraguay,282510,35.0,Hydrazine and hydroxylamine and their inorganic salts
Paraguay,282520,35.0,Lithium oxide and hydroxide
Paraguay,282530,35.0,Vanadium oxides and hydroxides
Paraguay,282540,35.0,Nickel oxides and hydroxides
Paraguay,282550,35.0,Copper oxides and hydroxides
Paraguay,282560,35.0,Germanium oxides and zirconium dioxide
Paraguay,282570,35.0,Molybdenum oxides and hydroxides
Paraguay,282580,35.0,Antimony oxides
Paraguay,282590,35.0,"Bases, inorganic, and metal oxides, hydroxides and peroxides, n.e.s."
Paraguay,282611,35.0,Fluorides of ammonium or of sodium
Paraguay,282612,35.0,Fluoride of aluminium
Paraguay,282619,35.0,"Fluorides (excl. of ammonium, sodium and aluminium)"
Paraguay,282620,35.0,Fluorosilicates of sodium or of potassium
Paraguay,282630,35.0,"Sodium hexafluoroaluminate ""synthetic cryolite"""
Paraguay,282690,35.0,"Fluorosilicates, fluoroaluminates and other complex fluorine salts (excl. fluorosilicates of sodium or of potassium and sodium hexafluoroaluminate ""synthetic cryolite"")"
Paraguay,282710,35.0,Ammonium chloride
Paraguay,282720,35.0,Calcium chloride
Paraguay,282731,35.0,Magnesium chloride
Paraguay,282732,35.0,Aluminium chloride
Paraguay,282733,35.0,Iron chlorides
Paraguay,282734,35.0,Cobalt chlorides
Paraguay,282735,35.0,Nickel chloride
Paraguay,282736,35.0,Zinc chloride
Paraguay,282739,35.0,"Chlorides (excl. ammonium, calcium, magnesium, aluminium, iron, cobalt, nickel and zinc chloride)"
Paraguay,282741,35.0,Chloride oxides and chloride hydroxides of copper
Paraguay,282749,35.0,Chloride oxides and chloride hydroxides (excl. copper)
Paraguay,282751,35.0,Bromides of sodium or of potassium
Paraguay,282759,35.0,Bromides and bromide oxides (excl. of sodium and potassium)
Paraguay,282760,35.0,Iodides and iodide oxides
Paraguay,282810,35.0,"Calcium hypochlorites, incl. commercial calcium hypochlorite"
Paraguay,282890,35.0,"Hypochlorites, chlorites and hypobromites (excl. calcium hypochlorites)"
Paraguay,282911,35.0,Chlorate of sodium
Paraguay,282919,35.0,Chlorates (excl. sodium)
Paraguay,282990,35.0,Perchlorates; bromates and perbromates; iodates and periodates
