reporter,year,hs_code,applied_tariff,commodity
Brazil,2023,847420,11.2,Crushing or grinding machines for solid mineral substances
Brazil,2023,847431,11.2,Concrete or mortar mixers (excl. those mounted on railway wagons or lorry chassis)
Brazil,2023,847432,11.2,Machines for mixing mineral substances with bitumen
Brazil,2023,847439,11.2,"Machinery for mixing or kneading solid mineral substances, incl. those in powder or paste form (excl. concrete and mortar mixers, machines for mixing mineral substances with bitumen and calenders)"
Brazil,2023,847480,11.2,"Machinery for agglomerating, shaping or moulding solid mineral fuels, ceramic paste, unhardened cements, plastering materials and other mineral products in powder or paste form; machines for forming foundry moulds of sand (excl. those for the casting or pressing of glass and machines for additive manufacturing)"
Brazil,2023,847490,11.2,"Parts of machinery for working mineral substances of heading 8474, n.e.s."
Brazil,2023,847510,0.0,"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass envelopes"
Brazil,2023,847521,11.2,Machines for making optical fibres and preforms thereof
Brazil,2023,847529,11.2,"Machines for manufacturing or hot working glass or glassware (excl. machines for making optical fibres and preforms thereof, furnaces and heating apparatus for manufacturing toughened glass, and machines for additive manufacturing)"
Brazil,2023,847590,11.2,"Parts of machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass envelopes and of machines for manufacturing or hot working glass or glassware, n.e.s."
Brazil,2023,847621,11.2,Automatic beverage-vending machines incorporating heating or refrigerating devices
Brazil,2023,847629,11.2,"Automatic beverage-vending machines, without heating or refrigerating devices"
Brazil,2023,847681,11.2,Automatic goods-vending machines incorporating heating or refrigerating devices (excl. automatic beverage-vending machines)
Brazil,2023,847689,5.6,"Automatic goods-vending machines, without heating or refrigerating devices; money changing machines (excl. automatic beverage-vending machines)"
Brazil,2023,847690,11.2,"Parts of automatic goods-vending machines, incl. money changing machines, n.e.s."
Brazil,2023,847710,11.2,Injection-moulding machines for working rubber or plastics
Brazil,2023,847720,11.2,Extruders for working rubber or plastics
Brazil,2023,847730,11.2,Blow-moulding machines for working rubber or plastics
Brazil,2023,847740,5.6,Vacuum-moulding machines and other thermoforming machines for working rubber or plastics
Brazil,2023,847751,11.2,Machinery for moulding or retreading pneumatic tyres or for moulding or otherwise forming inner tubes of rubber or plastics
Brazil,2023,847759,11.2,"Machinery for moulding or otherwise forming products from rubber or plastics (excl. injection-moulding machines, extruders, blow-moulding machines, vacuum-moulding and other thermoforming machines; machinery for moulding or retreading pneumatic tyres or for moulding or otherwise forming inner tubes)"
Brazil,2023,847780,5.6,"Machinery for working rubber or plastics or for the manufacture of products from these materials, not specified or included elsewhere in this chapter"
Brazil,2023,847790,11.2,"Parts of machinery for working rubber or plastics or for the manufacture of products from these materials, n.e.s."
Brazil,2023,847810,11.2,"Machinery for preparing or making up tobacco (excl. dryers and other heating equipment, centrifuges and filter presses)"
Brazil,2023,847890,11.2,"Parts of machinery for preparing or making up tobacco, n.e.s."
Brazil,2023,847910,11.2,"Machinery for public works, building or the like, n.e.s."
Brazil,2023,847920,11.2,"Machinery for the extraction or preparation of animal or fixed vegetable or microbial fats or oils (other than centrifuges, filters and heating appliances)"
Brazil,2023,847930,11.2,"Presses for the manufacture of particle board or fibre building board of wood or other ligneous materials and other machinery for treating wood or cork (excl. dryers, spray guns and the like and machine tools)"
Brazil,2023,847940,11.2,Rope or cable-making machines (excl. twisting machines of the type used in spinning mills)
Brazil,2023,847950,0.0,"Industrial robots, n.e.s."
Brazil,2023,847960,11.2,"Evaporative air coolers, n.e.s."
Brazil,2023,847971,11.2,"Passenger boarding bridges, of a kind used in airports"
Brazil,2023,847979,11.2,Passenger boarding bridges (excl. of a kind used in airports)
Brazil,2023,847981,5.6,"Machinery for treating metal, incl. electric wire coil-winders, n.e.s. (excl. industrial robots, furnaces, dryers, spray guns and the like, high-pressure cleaning equipment and other jet cleaners, rolling millls or machines, machine tools and rope or cable-making machines)"
Brazil,2023,847982,11.2,"Mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring machines, n.e.s. (excl. industrial robots)"
Brazil,2023,847983,11.2,Cold isostatic presses
Brazil,2023,847989,9.6,"Machines and mechanical appliances, n.e.s."
Brazil,2023,847990,12.0,"Parts of machines and mechanical appliances, n.e.s."
Brazil,2023,848010,11.2,Moulding boxes for metal foundry
Brazil,2023,848020,11.2,"Mould bases (other than of graphite or other carbon, ceramic meterials or glass)"
Brazil,2023,848030,11.2,Moulding patterns (excl. moulds of graphite or other carbons and ceramic or glass moulds)
Brazil,2023,848041,11.2,Injection or compression-type moulds for metal or metal carbides (excl. moulds of graphite or other carbons and ceramic or glass moulds)
Brazil,2023,848049,11.2,"Moulds for metal or metal carbides (excl. moulds of graphite or other carbons, ceramic or glass moulds, linotype moulds or matrices, injection or compression-type moulds and ingot moulds)"
Brazil,2023,848050,11.2,Moulds for glass (excl. moulds of graphite or other carbons and ceramic moulds)
Brazil,2023,848060,11.2,"Moulds for mineral materials (excl. moulds of graphite or other carbons, ceramic or glass moulds)"
Brazil,2023,848071,11.2,Injection or compression-type moulds for rubber or plastics
Brazil,2023,848079,11.2,Moulds for rubber or plastics (other than injection or compression types)
Brazil,2023,848110,11.2,Pressure-reducing valves
Brazil,2023,848120,7.466666666666666,Valves for oleohydraulic or pneumatic transmission
Brazil,2023,848130,11.2,"Check ""non-return"" valves for pipes, boiler shells, tanks, vats or the like"
Brazil,2023,848140,11.2,Safety or relief valves
Brazil,2023,848180,12.114285714285714,"Appliances for pipes, boiler shells, tanks, vats or the like (excl. pressure-reducing valves, valves for the control of pneumatic power transmission, check ""non-return"" valves and safety or relief valves)"
Brazil,2023,848190,12.0,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s."
Brazil,2023,848210,16.0,Ball bearings
Brazil,2023,848220,16.0,"Tapered roller bearings, incl. cone and tapered roller assemblies"
Brazil,2023,848230,16.0,Spherical roller bearings
Brazil,2023,848240,16.0,"Needle roller bearings, incl. cage and needle roller assemblies"
Brazil,2023,848250,16.0,"Cylindrical roller bearings, incl. cage and roller assemblies (excl. bearings of 8482 10 to 8482 40)"
Brazil,2023,848280,16.0,"Roller bearings, incl. combined ball-roller bearings (excl. ball bearings, tapered roller bearings, incl. cone and tapered roller assemblies, spherical roller bearings, needle and cylindrical roller bearings)"
Brazil,2023,848291,11.2,"Balls, needles and rollers for bearings (excl. steel balls of heading 7326)"
Brazil,2023,848299,5.6,"Parts of ball or roller bearings (excl. balls, needles and rollers), n.e.s."
Brazil,2023,848310,11.428571428571429,"Transmission shafts, incl. cam shafts and crank shafts, and cranks"
Brazil,2023,848320,16.0,"Bearing housings, incorporating ball or roller bearings, for machinery"
Brazil,2023,848330,12.0,"Bearing housings for machinery, not incorporating ball or roller bearings; plain shaft bearings for machinery"
Brazil,2023,848340,11.2,"Gears and gearing for machinery (excl. toothed wheels, chain sprockets and other transmission elements presented separately); ball or roller screws; gear boxes and other speed changers, incl. torque converters"
Brazil,2023,848350,16.0,"Flywheels and pulleys, incl. pulley blocks"
Brazil,2023,848360,11.2,"Clutches and shaft couplings, incl. universal joints, for machinery"
Brazil,2023,848390,11.2,"Toothed wheels, chain sprockets and other transmission elements presented separately; parts of transmission shafts, ball screws, couplings and other articles of heading 8483, n.e.s."
Brazil,2023,848410,16.0,Gaskets and similar joints of metal sheeting combined with other material or of two or more layers of metal
Brazil,2023,848420,11.2,Mechanical seals
Brazil,2023,848490,16.0,"Sets or assortments of gaskets and similar joints, dissimilar in composition, put up in pouches, envelopes or similar packings"
Brazil,2023,848510,11.2,Machines for additive manufacturing by metal deposit
Brazil,2023,848520,11.2,Machines for additive manufacturing by plastics or rubber deposit
Brazil,2023,848530,11.2,"Machines for additive manufacturing by plaster, cement, ceramics or glass deposit"
Brazil,2023,848580,11.2,"Machines for additive manufacturing (excl. by metal, plastics, rubber, plaster, cement, ceramics or glass deposit)"
Brazil,2023,848590,11.2,Parts of machines for additive manufacturing
Brazil,2023,848610,11.2,Machines and apparatus for the manufacture of boules or wafers
Brazil,2023,848620,11.2,Machines and apparatus for the manufacture of semiconductor devices or of electronic integrated circuits
Brazil,2023,848630,11.2,Machines and apparatus for the manufacture of flat panel displays
Brazil,2023,848640,11.2,Machines and apparatus specified in Note 11 C to chapter 84
Brazil,2023,848690,11.2,"Parts and accessories for machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays, and for machines and apparatus specified in note 9 C to chapter 84, n.e.s."
Brazil,2023,848710,11.2,Ships' or boats' propellers and blades therefor
Brazil,2023,848790,11.2,"Parts of machinery of chapter 84, not intended for a specific purpose, n.e.s."
Brazil,2023,850110,13.68,"Motors of an output <= 37,5 W"
Brazil,2023,850120,18.0,"Universal AC-DC motors of an output > 37,5 W"
Brazil,2023,850131,16.2,"DC motors of an output > 37,5 W but <= 750 W and DC generators of an output <= 750 W (excl. photovoltaic generators)"
Brazil,2023,850132,18.0,DC motors and DC generators of an output > 750 W but <= 75 kW (excl. photovoltaic generators)
Brazil,2023,850133,11.2,DC motors and DC generators of an output > 75 kW but <= 375 kW (excl. photovoltaic generators)
Brazil,2023,850134,7.466666666666666,DC motors and DC generators of an output > 375 kW (excl. photovoltaic generators)
Brazil,2023,850140,12.8,"AC motors, single-phase, of an output > 37,5 W"
Brazil,2023,850151,11.2,"AC motors, multi-phase, of an output > 37,5 W but <= 750 W"
Brazil,2023,850152,11.2,"AC motors, multi-phase, of an output > 750 W but <= 75 kW"
Brazil,2023,850153,8.4,"AC motors, multi-phase, of an output > 75 kW"
Brazil,2023,850161,11.2,"AC generators ""alternators"", of an output <= 75 kVA (excl. photovoltaic generators)"
Brazil,2023,850162,11.2,"AC generators ""alternators"", of an output > 75 kVA but <= 375 kVA (excl. photovoltaic generators)"
Brazil,2023,850163,11.2,"AC generators ""alternators"", of an output > 375 kVA but <= 750 kVA (excl. photovoltaic generators)"
Brazil,2023,850164,11.2,"AC generators ""alternators"", of an output > 750 kVA (excl. photovoltaic generators)"
Brazil,2023,850171,14.4,"Photovoltaic DC generators, of an output <= 50 W"
Brazil,2023,850172,12.8,"Photovoltaic DC generators, of an output > 50 W"
Brazil,2023,850180,11.2,Photovoltaic AC generators
Brazil,2023,850211,11.2,"Generating sets with compression-ignition internal combustion piston engine ""diesel or semi-diesel engine"" of an output <= 75 kVA"
Brazil,2023,850212,11.2,"Generating sets with compression-ignition internal combustion piston engine ""diesel or semi-diesel engine"" of an output > 75 kVA but <= 375 kVA"
Brazil,2023,850213,11.2,"Generating sets with compression-ignition internal combustion piston engine ""diesel or semi-diesel engine"" of an output > 375 kVA"
Brazil,2023,850220,7.466666666666666,Generating sets with spark-ignition internal combustion piston engine
Brazil,2023,850231,11.2,"Generating sets, wind-powered"
Brazil,2023,850239,11.2,Generating sets (excl. wind-powered and powered by spark-ignition internal combustion piston engine)
Brazil,2023,850240,11.2,Electric rotary converters
Brazil,2023,850300,11.2,"Parts suitable for use solely or principally with electric motors and generators, electric generating sets and rotary converters, n.e.s."
Brazil,2023,850410,14.4,Ballasts for discharge lamps or tubes
Brazil,2023,850421,11.2,"Liquid dielectric transformers, having a power handling capacity <= 650 kVA"
Brazil,2023,850422,11.2,"Liquid dielectric transformers, having a power handling capacity > 650 kVA but <= 10.000 kVA"
Brazil,2023,850423,11.2,"Liquid dielectric transformers, having a power handling capacity > 10.000 kVA"
Brazil,2023,850431,12.24,Transformers having a power handling capacity <= 1 kVA (excl. liquid dielectric transformers)
Brazil,2023,850432,14.4,"Transformers, having a power handling capacity > 1 kVA but <= 16 kVA (excl. liquid dielectric transformers)"
Brazil,2023,850433,11.2,Transformers having a power handling capacity > 16 kVA but <= 500 kVA (excl. liquid dielectric transformers)
Brazil,2023,850434,11.2,Transformers having a power handling capacity > 500 kVA (excl. liquid dielectric transformers)
Brazil,2023,850440,13.444444444444445,Static converters
Brazil,2023,850450,14.4,Inductors (excl. inductors for discharge lamps or tubes)
Brazil,2023,850490,12.16,"Parts of electrical transformers and inductors, n.e.s."
Brazil,2023,850511,16.0,"Permanent magnets of metal and articles intended to become permanent magnets after magnetization (excl. chucks, clamps and similar holding devices)"
Brazil,2023,850519,16.0,"Permanent magnets and articles intended to become permanent magnets after magnetization, of materials other than metal"
Brazil,2023,850520,5.6,"Electromagnetic couplings, clutches and brakes"
Brazil,2023,850590,11.733333333333334,"Electromagnets and electromagnetic lifting heads, and their parts (excl. magnets for medical use); electromagnetic or permanent magnet chucks, clamps and similar holding devices and their parts, n.e.s."
Brazil,2023,850610,5.485714285714287,Manganese dioxide cells and batteries (excl. spent)
Brazil,2023,850630,6.4,Mercuric oxide cells and batteries (excl. spent)
Brazil,2023,850640,6.4,Silver oxide cells and batteries (excl. spent)
Brazil,2023,850650,8.0,Lithium cells and batteries (excl. spent)
Brazil,2023,850660,6.4,Air-zinc cells and batteries (excl. spent)
Brazil,2023,850680,6.4,"Primary cells and primary batteries, electric (excl. spent, and those of silver oxide, mercuric oxide, manganese dioxide, lithium and air-zinc)"
Brazil,2023,850690,11.2,"Parts of primary cells and primary batteries, n.e.s."
Brazil,2023,850710,18.0,"Lead-acid accumulators of a kind used for starting piston engine ""starter batteries"" (excl. spent)"
Brazil,2023,850720,16.2,Lead acid accumulators (excl. spent and starter batteries)
Brazil,2023,850730,15.6,Nickel-cadmium accumulators (excl. spent)
Brazil,2023,850750,6.0,Nickel-metal hydride accumulators (excl. spent)
Brazil,2023,850760,18.0,Lithium-ion accumulators (excl. spent)
Brazil,2023,850780,18.0,"Electric accumulators (excl. spent, and lead-acid, nickel-cadmium, nickel-metal hydride and lithium-ion accumulators)"
Brazil,2023,850790,16.0,"Plates, separators and other parts of electric accumulators, n.e.s."
Brazil,2023,850811,16.0,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor, power <= 1 500 W and having a dust bag or other receptacle capacity <= 20 l"
Brazil,2023,850819,16.0,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor ( excl. of a power <= 1 500 W and having a dust bag or other receptacle capacity <= 20 l)"
Brazil,2023,850860,11.2,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners (excl. with self-contained electric motor)"
Brazil,2023,850870,11.2,"Parts of vacuum cleaners, dry cleaners and wet vacuum cleaners, n.e.s."
Brazil,2023,850940,16.0,"Domestic food grinders and mixers and fruit or vegetable juice extractors, with self-contained electric motor"
Brazil,2023,850980,16.0,"Electromechanical domestic appliances, with self-contained electric motor (excl. vacuum cleaners, dry and wet vacuum cleaners, food grinders and mixers, fruit or vegetable juice extractors, and hair-removing appliances)"
Brazil,2023,850990,12.8,"Parts of electromechanical domestic appliances, with self-contained electric motor, n.e.s. (excl. of vacuum cleaners, dry and wet vacuum cleaners)"
Brazil,2023,851010,16.0,"Shavers, electric"
Brazil,2023,851020,0.0,Hair clippers with self-contained electric motor
Brazil,2023,851030,16.0,Hair-removing appliances with self-contained electric motor
Brazil,2023,851090,9.2,"Parts of electric shavers, hair clippers and hair-removing appliances, with self-contained electric motor, n.e.s."
Brazil,2023,851110,18.0,Sparking plugs of a kind used for spark-ignition or compression-ignition internal combustion engines
Brazil,2023,851120,18.0,"Ignition magnetos, magneto-dynamos and magnetic flywheels, for spark-ignition or compression-ignition internal combustion engines"
Brazil,2023,851130,18.0,Distributors and ignition coils of a kind used for spark-ignition or compression-ignition internal combustion engines
Brazil,2023,851140,18.0,Starter motors and dual purpose starter-generators of a kind used for spark-ignition or compression-ignition internal combustion engines
Brazil,2023,851150,18.0,Generators of a kind used for internal combustion engines (excl. magneto dynamos and dual purpose starter-generators)
Brazil,2023,851180,17.5,"Electrical ignition or starting equipment, incl. cut-outs, of a kind used for spark-ignition or compression-ignition internal combustion engines (excl. generators, starter motors, distributors, ignition coils, ignition magnetos, magnetic flywheels and sparking plugs)"
Brazil,2023,851190,16.0,"Parts of electrical ignition or starting equipment, generators, etc. of heading 8511, n.e.s."
Brazil,2023,851210,14.4,Electric lighting or visual signalling equipment of a kind used for bicycles (other than lamps of heading 8539)
Brazil,2023,851220,18.0,Electrical lighting or visual signalling equipment for motor vehicles (excl. lamps of heading 8539)
Brazil,2023,851230,18.0,Electrical sound signalling equipment for cycles or motor vehicles
Brazil,2023,851240,18.0,"Electrical windscreen wipers, defrosters and demisters, for motor vehicles"
Brazil,2023,851290,16.0,"Parts of electrical lighting or signalling equipment, windscreen wipers, defrosters and demisters of a kind used for cycles and motor vehicles, n.e.s."
Brazil,2023,851310,14.4,Portable electrical lamps designed to function by their own source of energy
Brazil,2023,851390,12.8,"Parts of portable electrical lamps designed to function by their own source of energy, n.e.s."
Brazil,2023,851411,11.2,Hot isostatic presses
Brazil,2023,851419,11.2,"Industrial and laboratory furnaces and ovens, resistance heated (excl. hot isostatic presses, and for the manufacture of semiconductor devices on semiconductor wafers)"
Brazil,2023,851420,11.2,Furnaces and ovens functioning by induction or dielectric loss
Brazil,2023,851431,11.2,Electron beam furnaces
Brazil,2023,851432,11.2,Plasma and vacuum arc furnaces
Brazil,2023,851439,11.2,"Electric industrial or laboratory furnaces and ovens (excl. resistance heated, induction, dielectric, electron beam, plasma arc, vacuum arc and drying furnaces and ovens)"
Brazil,2023,851440,11.2,Equipment for the heat treatment of materials by induction or dielectric loss (excl. ovens and furnaces)
Brazil,2023,851490,11.2,"Parts of electric industrial or laboratory furnaces and ovens, incl. of those functioning by induction or dielectric loss, and of industrial or laboratory equipment for the heat treatment of materials by induction or dielectric loss, n.e.s. (other than for the manufacture of semiconductor devices on semiconductor wafers)"
Brazil,2023,851511,11.2,"Soldering irons and guns, electric"
Brazil,2023,851519,11.2,Brazing or soldering machines (excl. soldering irons and guns)
Brazil,2023,851521,11.2,Fully or partly automatic machines for resistance welding of metals
Brazil,2023,851529,11.2,"Machines for resistance welding of metals, neither fully nor partly automatic"
Brazil,2023,851531,5.6,"Fully or partly automatic machines for arc welding of metals, incl. plasma arc welding"
Brazil,2023,851539,11.2,"Machines for arc welding of metals, incl. plasma arc welding, neither fully nor partly automatic"
Brazil,2023,851580,5.6,"Electric machines and apparatus for laser or other light or photon beam, ultrasonic, electron beam, magnetic pulse or plasma arc welding; electric machines and apparatus for hot spraying of metals, metal carbides or cermets (excl. metal spray guns specified elsewhere)"
Brazil,2023,851590,11.2,"Parts of machines and apparatus for soldering or welding or for hot spraying of metals, metal carbides or cermets, n.e.s. (excl. wire bonders of a kind used for the manufacture of semiconductor devices)"
Brazil,2023,851610,16.0,Electric instantaneous or storage water heaters and immersion heaters
Brazil,2023,851621,16.0,"Electric storage heating radiators, for space-heating"
Brazil,2023,851629,16.0,Electric space-heating and soil-heating apparatus (excl. storage heating radiators)
Brazil,2023,851631,16.0,Electric hairdryers
Brazil,2023,851632,16.0,Electro-thermic hairdressing apparatus (excl. hairdryers)
Brazil,2023,851633,16.0,Electric hand-drying apparatus
Brazil,2023,851640,16.0,Electric smoothing irons
Brazil,2023,851650,16.0,Microwave ovens
Brazil,2023,851660,16.0,"Electric ovens, cookers, cooking plates and boiling rings, electric grillers and roasters, for domestic use (excl. space-heating stoves and microwave ovens)"
Brazil,2023,851671,16.0,"Electro-thermic coffee or tea makers, for domestic use"
Brazil,2023,851672,16.0,"Electric toasters, for domestic use"
Brazil,2023,851679,16.0,"Electro-thermic appliances, for domestic use (excl. hairdressing appliances and hand dryers, space-heating and soil-heating apparatus, water heaters, immersion heaters, smoothing irons, microwave ovens, ovens, cookers, cooking plates, boiling rings, grillers, roasters, coffee makers, tea makers and toasters)"
Brazil,2023,851680,14.4,Electric heating resistors (excl. those of agglomerated coal and graphite)
Brazil,2023,851690,12.8,"Parts of electric water heaters, immersion heaters, space-heating apparatus and soil-heating apparatus, hairdressing apparatus and hand dryers, electro-thermic appliances of a kind used for domestic purposes and electric heating resistors, n.e.s."
Brazil,2023,851711,16.0,Line telephone sets with cordless handsets
Brazil,2023,851713,12.8,Smartphones for wireless networks
Brazil,2023,851714,6.4,"Telephones for cellular networks or for other wireless networks (excl. line telephone sets with cordless handsets, and smartphones)"
Brazil,2023,851718,16.0,Telephone sets (excl. line telephone sets with cordless handsets and telephones for cellular networks or for other wireless networks)
Brazil,2023,851761,5.6,"Base stations of apparatus for the transmission or reception of voice, images or other data"
Brazil,2023,851762,11.644444444444446,"Machines for the reception, conversion and transmission or regeneration of voice, images or other data, incl. switching and routing apparatus (excl. telephone sets, telephones for cellular networks or for other wireless networks)"
Brazil,2023,851769,11.2,"Apparatus for the transmission or reception of voice, images or other data, incl. apparatus for communication in a wired or wireless network [such as a local or wide area network] (excl. telephone sets, telephones for cellular networks or for other wireless networks, base stations, apparatus for the reception, conversion and transmission or regeneration of voice, images or other data, and transmission or reception apparatus of heading 8443, 8525, 8527 or 8528)"
Brazil,2023,851771,8.0,"Aerials and aerial reflectors of all kinds, of telephone sets, telephones for cellular networks or for other wireless networks and of other apparatus for the transmission or reception of voice, images or other data; parts suitable for use therewith"
Brazil,2023,851779,7.2,"Parts of telephone sets, telephones for cellular networks or for other wireless networks and of other apparatus for the transmission or reception of voice, images or other data, n.e.s."
Brazil,2023,851810,10.0,Microphones and stands therefor (excl. cordless microphones with built-in transmitter)
Brazil,2023,851821,20.0,"Single loudspeakers, mounted in their enclosures"
Brazil,2023,851822,16.0,"Multiple loudspeakers, mounted in the same enclosure"
Brazil,2023,851829,10.0,"Loudspeakers, without enclosure"
Brazil,2023,851830,16.0,"Headphones and earphones, whether or not combined with microphone, and sets consisting of a microphone and one or more loudspeakers (excl. telephone sets, hearing aids and helmets with built-in headphones, whether or not incorporating a microphone)"
Brazil,2023,851840,20.0,Audio-frequency electric amplifiers
Brazil,2023,851850,20.0,Electric sound amplifier sets
Brazil,2023,851890,14.4,"Parts of microphones, loudspeakers, headphones and earphones, earphones, audio-frequency electric amplifiers or electric sound amplifier sets, n.e.s."
Brazil,2023,851920,16.0,"Sound recording or sound reproducing apparatus, operated by coins, banknotes, bank cards, tokens or by other means of payment [juke boxes]"
Brazil,2023,851930,16.0,"Turntables ""record-decks"""
Brazil,2023,851981,12.0,"Sound recording or sound reproducing apparatus, using magnetic, optical or semiconductor media (excl. those operated by coins, banknotes, bank cards, tokens or by other means of payment, and turntables)"
Brazil,2023,851989,16.0,"Sound recording or sound reproducing apparatus (excl. using magnetic, optical or semiconductor media, those operated by coins, banknotes, bank cards, tokens or by other means of payment, and turntables)"
Brazil,2023,852110,8.0,"Magnetic tape-type video recording or reproducing apparatus, whether or not incorporating a video tuner (excl. video camera recorders)"
Brazil,2023,852190,16.0,"Video recording or reproducing apparatus, whether or not incorporating a video tuner (excl. magnetic tape-type and video camera recorders)"
Brazil,2023,852210,14.4,Pick-up cartridges
Brazil,2023,852290,12.8,Parts and accessories suitable for use solely or principally with sound reproducing and recording apparatus and with video equipment for recording and reproducing pictures and sound (excl. pick-up devices for grooved recording media)
Brazil,2023,852321,12.8,Cards incorporating a magnetic stripe for the recording of sound or of other phenomena
Brazil,2023,852329,8.533333333333333,Magnetic media for the recording of sound or of other phenomena (excl. cards incorporating a magnetic stripe and goods of chapter 37)
Brazil,2023,852341,12.8,"Optical media for the recording of sound or of other phenomena, unrecorded (excl. goods of chapter 37)"
Brazil,2023,852349,12.8,Optical media for the recording of sound or of other phenomena (excl. unrecorded and goods of chapter 37)
Brazil,2023,852351,12.8,"Solid-state, non-volatile data storage devices for recording data from an external source [flash memory cards or flash electronic storage cards] (excl. goods of chapter 37)"
Brazil,2023,852352,7.2,"Cards incorporating one or more electronic integrated circuits ""smart cards"""
Brazil,2023,852359,12.8,"Semiconductor media, unrecorded, for the recording of sound or of other phenomena (excl. solid-state non-volatile data storage devices, smart cards and goods of chapter 37)"
Brazil,2023,852380,12.8,"Media for the recording of sound or of other phenomena, whether or not recorded, incl. matrices and masters for the production of discs (excl. magnetic, optical and semiconductor media, and products of chapter 37)"
Brazil,2023,852550,6.857142857142857,"Transmission apparatus for radio-broadcasting or television, not incorporating reception apparatus"
Brazil,2023,852560,6.4,"Transmission apparatus for radio-broadcasting or television, incorporating reception apparatus"
Brazil,2023,852581,0.0,"High-speed television cameras, digital cameras and video camera recorders specified in subheading note 1 to Ch85"
Brazil,2023,852582,0.0,"Television cameras, digital cameras and video camera recorders, radiation-hardened or radiation-tolerant as specified in subheading note 2 to Ch85 (excl. high-speed)"
Brazil,2023,852583,0.0,"Night vision television cameras, digital cameras and video camera recorders as specified in subheading note 3 to Ch85 (excl. high-speed, and radiation-hardened or radiation-tolerant)"
Brazil,2023,852589,6.4,"Television cameras, digital cameras and video camera recorders (excl. high-speed, radiation-hardened or radiation-tolerant, and night vision goods)"
Brazil,2023,852610,0.0,Radar apparatus
Brazil,2023,852691,0.0,Radio navigational aid apparatus
Brazil,2023,852692,18.0,Radio remote control apparatus
Brazil,2023,852712,16.0,"Pocket-size radiocassette players [dimensions <= 170 mm x 100 mm x 45 mm], with built-in amplifier, without built-in loudspeakers, capable of operating without an external source of electric power"
Brazil,2023,852713,16.0,"Radio-broadcast receivers capable of operating without an external source of power, combined with sound recording or reproducing apparatus (excl. pocket-size radiocassette players)"
Brazil,2023,852719,16.0,"Radio-broadcast receivers capable of operating without an external source of power, not combined with sound-reproducing apparatus"
Brazil,2023,852721,20.0,"Radio-broadcast receivers not capable of operating without an external source of power, of a kind used in motor vehicles, combined with sound recording or reproducing apparatus"
Brazil,2023,852729,20.0,"Radio-broadcast receivers not capable of operating without an external source of power, of a kind used in motor vehicles, not combined with sound recording or reproducing apparatus"
Brazil,2023,852791,16.0,"Radio-broadcast receivers, for mains operation only, combined with sound recording or reproducing apparatus (excl. those of a kind used in motor vehicles)"
Brazil,2023,852792,16.0,"Radio-broadcast receivers, for mains operation only, not combined with sound recording or reproducing apparatus but combined with a clock (excl. those of a kind used in motor vehicles)"
Brazil,2023,852799,18.0,"Radio-broadcast receivers, for mains operation only, not combined with sound recording or reproducing apparatus and not combined with a clock (excl. those of a kind used in motor vehicles)"
Brazil,2023,852842,12.8,"Cathode-ray tube monitors ""CRT"" capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471 (excl. with TV receiver)"
Brazil,2023,852849,14.4,"Cathode-ray tube monitors ""CRT"" (excl. computer monitors, with TV receiver)"
Brazil,2023,852852,9.6,"Monitors capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471 (excl. CRT, with TV receiver)"
Brazil,2023,852859,20.0,"Monitors (excl. with TV receiver, CRT and those designed for computer use)"
Brazil,2023,852862,12.8,Projectors capable of directly connecting to and designed for use with an automatic data processing machine of heading 8471 (excl. with TV receiver)
Brazil,2023,852869,10.0,"Projectors (excl. with TV receiver, designed for computer use)"
Brazil,2023,852871,10.666666666666666,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus, not designed to incorporate a video display or screen"
Brazil,2023,852872,16.0,"Reception apparatus for television, colour, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus, designed to incorporate a video display or screen"
Brazil,2023,852873,16.0,"Reception apparatus for television, black and white or other monochrome, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus, designed to incorporate a video display or screen"
Brazil,2023,852910,14.4,"Aerials and aerial reflectors of all kinds; parts suitable for use therewith, n.e.s."
Brazil,2023,852990,6.0,"Parts suitable for use solely or principally with flat panel display modules, transmission and reception apparatus for radio-broadcasting or television, television cameras,digital cameras, video camera recorders, radar apparatus, radio navigational aid apparatus or radio remote control apparatus, monitors and projectors, n.e.s. (excl. for aerials and aerial reflectors of all kinds)"
Brazil,2023,853010,11.2,"Electrical signalling, safety or traffic control equipment for railways or tramways (excl. mechanical or electromechanical equipment of heading 8608)"
Brazil,2023,853080,11.2,"Electrical signalling, safety or traffic control equipment (excl. that for railways or tramways and mechanical or electromechanical equipment of heading 8608)"
