reporter,year,hs_code,applied_tariff,commodity
Brazil,2022,610910,35.0,"T-shirts, singlets and other vests of cotton, knitted or crocheted"
Brazil,2022,610990,35.0,"T-shirts, singlets and other vests of textile materials, knitted or crocheted (excl. cotton)"
Brazil,2022,611011,35.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of wool, knitted or crocheted (excl. wadded waistcoats)"
Brazil,2022,611012,35.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of hair of Kashmir ""cashmere"" goats, knitted or crocheted (excl. quilted articles)"
Brazil,2022,611019,35.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of fine animal hair, knitted or crocheted (excl. from hair of Kashmir ""cashmere"" goats and quilted articles)"
Brazil,2022,611020,35.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of cotton, knitted or crocheted (excl. wadded waistcoats)"
Brazil,2022,611030,35.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of man-made fibres, knitted or crocheted (excl. wadded waistcoats)"
Brazil,2022,611090,35.0,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of textile materials, knitted or crocheted (excl. of wool, fine animal hair, cotton or man-made fibres, and wadded waistcoats)"
Brazil,2022,611120,35.0,"Babies' garments and clothing accessories of cotton, knitted or crocheted (excl. hats)"
Brazil,2022,611130,35.0,"Babies' garments and clothing accessories of synthetic fibres, knitted or crocheted (excl. hats)"
Brazil,2022,611190,35.0,"Babies' garments and clothing accessories of textile materials, knitted or crocheted (excl. of cotton or synthetic fibres, and hats)"
Brazil,2022,611211,35.0,"Track-suits of cotton, knitted or crocheted"
Brazil,2022,611212,35.0,"Track-suits of synthetic fibres, knitted or crocheted"
Brazil,2022,611219,35.0,"Track-suits of textile materials, knitted or crocheted (excl. cotton or synthetic fibres)"
Brazil,2022,611220,35.0,"Ski-suits, knitted or crocheted"
Brazil,2022,611231,35.0,"Men's or boys' swimwear of synthetic fibres, knitted or crocheted"
Brazil,2022,611239,35.0,"Men's or boys' swimwear of textile materials, knitted or crocheted (excl. synthetic fibres)"
Brazil,2022,611241,35.0,"Women's or girls' swimwear of synthetic fibres, knitted or crocheted"
Brazil,2022,611249,35.0,"Women's or girls' swimwear of textile materials, knitted or crocheted (excl. synthetic fibres)"
Brazil,2022,611300,35.0,"Garments, knitted or crocheted, rubberised or impregnated, coated or covered with plastics or other materials (excl. babies' garments and clothing accessories)"
Brazil,2022,611420,35.0,"Special garments for professional, sporting or other purposes, n.e.s., of cotton, knitted or crocheted"
Brazil,2022,611430,35.0,"Special garments for professional, sporting or other purposes, n.e.s., of man-made fibres, knitted or crocheted"
Brazil,2022,611490,35.0,"Special garments for professional, sporting or other purposes, n.e.s., of textile materials, knitted or crocheted (excl. of cotton and man-made fibres)"
Brazil,2022,611510,35.0,"Graduated compression hosiery [e.g., stockings for varicose veins], of textile materials, knitted or crocheted (excl. hosiery for babies)"
Brazil,2022,611521,35.0,"Pantyhose and tights of synthetic fibres, knitted or crocheted, measuring per single yarn < 67 decitex (excl. graduated compression hosiery)"
Brazil,2022,611522,35.0,"Pantyhose and tights of synthetic fibres, knitted or crocheted, measuring per single yarn >= 67 decitex (excl. graduated compression hosiery)"
Brazil,2022,611529,35.0,"Pantyhose and tights of textile materials, knitted or crocheted (excl. graduated compression hosiery, those of synthetic fibres and hosiery for babies)"
Brazil,2022,611530,35.0,"Women's full-length or knee-length hosiery, knitted or crocheted, measuring per single yarn < 67 decitex (excl. graduated compression hosiery, pantyhose and tights)"
Brazil,2022,611594,35.0,"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied soles, of wool or fine animal hair, knitted or crocheted (excl. graduated compression hosiery, pantyhose and tights, women's full-length or knee-length stockings, measuring per single yarn < 67 decitex, and hosiery for babies)"
Brazil,2022,611595,35.0,"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied soles, of cotton, knitted or crocheted (excl. graduated compression hosiery, pantyhose and tights, women's full-length or knee-length stockings, measuring per single yarn < 67 decitex, and hosiery for babies)"
Brazil,2022,611596,35.0,"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied soles, of synthetic fibres, knitted or crocheted (excl. graduated compression hosiery, pantyhose and tights, women's full-length or knee-length stockings, measuring per single yarn < 67 decitex, and hosiery for babies)"
Brazil,2022,611599,35.0,"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied soles, of textile materials, knitted or crocheted (excl. of wool, fine animal hair, cotton or synthetic fibres, graduated compression hosiery, pantyhose and tights, women's full-length or knee-length stockings, measuring per single yarn < 67 decitex, and hosiery for babies)"
Brazil,2022,611610,35.0,"Gloves, mittens and mitts, impregnated, coated, covered or laminated with plastics or rubber, knitted or crocheted"
Brazil,2022,611691,35.0,"Gloves, mittens and mitts, of wool or fine animal hair, knitted or crocheted (excl. impregnated, coated, covered or laminated with plastics or rubber, and for babies)"
Brazil,2022,611692,35.0,"Gloves, mittens and mitts, of cotton, knitted or crocheted (excl. impregnated, coated, covered or laminated with plastics or rubber, and for babies)"
Brazil,2022,611693,35.0,"Gloves, mittens and mitts, of synthetic fibres, knitted or crocheted (excl. impregnated, coated, covered or laminated with plastics or rubber, and for babies)"
Brazil,2022,611699,35.0,"Gloves, mittens and mitts, of textile materials, knitted or crocheted (excl. of wool, fine animal hair, cotton or synthetic fibres, impregnated, coated, covered or laminated with plastics or rubber, and for babies)"
Brazil,2022,611710,35.0,"Shawls, scarves, mufflers, mantillas, veils and the like, knitted or crocheted"
Brazil,2022,611780,35.0,"Ties, bow ties, cravats and other made-up clothing accessories, knitted or crocheted, n.e.s. (excl. shawls, scarves, mufflers, mantillas, veils and the like)"
Brazil,2022,611790,35.0,"Parts of garments or clothing accessories, knitted or crocheted, n.e.s."
Brazil,2022,620120,35.0,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks, incl. ski jackets, wind-cheaters, wind-jackets and similar articles, of wool or fine animal hair (excl. knitted or crocheted, suits, ensembles, jackets, blazers and trousers)"
Brazil,2022,620130,35.0,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks, incl. ski jackets, wind-cheaters, wind-jackets and similar articles, of cotton (excl. knitted or crocheted, suits, ensembles, jackets, blazers and trousers)"
Brazil,2022,620140,35.0,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks, incl. ski jackets, wind-cheaters, wind-jackets and similar articles, of man-made fibres (excl. knitted or crocheted, suits, ensembles, jackets, blazers and trousers)"
Brazil,2022,620190,35.0,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks, incl. ski jackets, wind-cheaters, wind-jackets and similar articles, of textile materials (excl. of wool, fine animal hair, cotton or of man-made fibres, knitted or crocheted, suits, ensembles, jackets, blazers and trousers)"
Brazil,2022,620220,35.0,"Women's or girls' overcoats, car-coats, capes, cloaks, anoraks, incl. ski jackets, wind-cheaters, wind-jackets and similar articles, of wool or fine animal hair (excl. knitted or crocheted, suits, ensembles, jackets, blazers and trousers)"
Brazil,2022,620230,35.0,"Women's or girls' overcoats, car-coats, capes, cloaks, anoraks, incl. ski jackets, wind-cheaters, wind-jackets and similar articles, of cotton (excl. knitted or crocheted, suits, ensembles, jackets, blazers and trousers)"
Brazil,2022,620240,35.0,"Women's or girls' overcoats, car-coats, capes, cloaks, anoraks, incl. ski jackets, wind-cheaters, wind-jackets and similar articles, of man-made fibres (excl. knitted or crocheted, suits, ensembles, jackets, blazers and trousers)"
Brazil,2022,620290,35.0,"Women's or girls' overcoats, car-coats, capes, cloaks, anoraks, incl. ski jackets, wind-cheaters, wind-jackets and similar articles, of textile materials (excl. of wool, fine animal hair, cotton or of man-made fibres, knitted or crocheted, suits, ensembles, jackets, blazers and trousers)"
Brazil,2022,620311,35.0,"Men's or boys' suits of wool or fine animal hair (excl. knitted or crocheted, tracksuits, ski suits and swimwear)"
Brazil,2022,620312,35.0,"Men's or boys' suits of synthetic fibres (excl. knitted or crocheted, tracksuits, ski suits and swimwear)"
Brazil,2022,620319,35.0,"Men's or boys' suits of textile materials (excl. of wool, fine animal hair or synthetic fibres, knitted or crocheted, tracksuits, ski suits and swimwear)"
Brazil,2022,620322,35.0,"Men's or boys' ensembles of cotton (excl. knitted or crocheted, ski ensembles and swimwear)"
Brazil,2022,620323,35.0,"Men's or boys' ensembles of synthetic fibres (excl. knitted or crocheted, ski ensembles and swimwear)"
Brazil,2022,620329,35.0,"Men's or boys' ensembles of textile materials (excl. of cotton or synthetic fibres, knitted or crocheted, ski ensembles and swimwear)"
Brazil,2022,620331,35.0,"Men's or boys' jackets and blazers of wool or fine animal hair (excl. knitted or crocheted, and wind-jackets and similar articles)"
Brazil,2022,620332,35.0,"Men's or boys' jackets and blazers of cotton (excl. knitted or crocheted, and wind-jackets and similar articles)"
Brazil,2022,620333,35.0,"Men's or boys' jackets and blazers of synthetic fibres (excl. knitted or crocheted, and wind-jackets and similar articles)"
Brazil,2022,620339,35.0,"Men's or boys' jackets and blazers of textile materials (excl. of wool, fine animal hair, cotton or synthetic fibres, knitted or crocheted, and wind-jackets and similar articles)"
Brazil,2022,620341,35.0,"Men's or boys' trousers, bib and brace overalls, breeches and shorts, of wool or fine animal hair (excl. knitted or crocheted, underpants and swimwear)"
Brazil,2022,620342,35.0,"Men's or boys' trousers, bib and brace overalls, breeches and shorts, of cotton (excl. knitted or crocheted, underpants and swimwear)"
Brazil,2022,620343,35.0,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres (excl. knitted or crocheted, underpants and swimwear)"
Brazil,2022,620349,35.0,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of textile materials (excl. of wool, fine animal hair, cotton or synthetic fibres, knitted or crocheted, underpants and swimwear)"
Brazil,2022,620411,35.0,"Women's or girls' suits of wool or fine animal hair (excl. knitted or crocheted, ski overalls and swimwear)"
Brazil,2022,620412,35.0,"Women's or girls' suits of cotton (excl. knitted or crocheted, ski overalls and swimwear)"
Brazil,2022,620413,35.0,"Women's or girls' suits of synthetic fibres (excl. knitted or crocheted, ski overalls and swimwear)"
Brazil,2022,620419,35.0,"Women's or girls' suits of textile materials (excl. of wool, fine animal hair, cotton or synthetic fibres, knitted or crocheted, ski overalls and swimwear)"
Brazil,2022,620421,35.0,"Women's or girls' ensembles of wool or fine animal hair (excl. knitted or crocheted, ski overalls and swimwear)"
Brazil,2022,620422,35.0,"Women's or girls' ensembles of cotton (excl. knitted or crocheted, ski overalls and swimwear)"
Brazil,2022,620423,35.0,"Women's or girls' ensembles of synthetic fibres (excl. knitted or crocheted, ski overalls and swimwear)"
Brazil,2022,620429,35.0,"Women's or girls' ensembles of textile materials (excl. of wool, fine animal hair, cotton or synthetic fibres, knitted or crocheted, ski overalls and swimwear)"
Brazil,2022,620431,35.0,"Women's or girls' jackets and blazers of wool or fine animal hair (excl. knitted or crocheted, wind-jackets and similar articles)"
Brazil,2022,620432,35.0,"Women's or girls' jackets and blazers of cotton (excl. knitted or crocheted, wind-jackets and similar articles)"
Brazil,2022,620433,35.0,"Women's or girls' jackets and blazers of synthetic fibres (excl. knitted or crocheted, wind-jackets and similar articles)"
Brazil,2022,620439,35.0,"Women's or girls' jackets and blazers of textile materials (excl. of wool, fine animal hair, cotton or synthetic fibres, knitted or crocheted, wind-jackets and similar articles)"
Brazil,2022,620441,35.0,Women's or girls' dresses of wool or fine animal hair (excl. knitted or crocheted and petticoats)
Brazil,2022,620442,35.0,Women's or girls' dresses of cotton (excl. knitted or crocheted and petticoats)
Brazil,2022,620443,35.0,Women's or girls' dresses of synthetic fibres (excl. knitted or crocheted and petticoats)
Brazil,2022,620444,35.0,Women's or girls' dresses of artificial fibres (excl. knitted or crocheted and petticoats)
Brazil,2022,620449,35.0,"Women's or girls' dresses of textile materials (excl. of wool, fine animal hair, cotton or man-made fibres, knitted or crocheted and petticoats)"
Brazil,2022,620451,35.0,Women's or girls' skirts and divided skirts of wool or fine animal hair (excl. knitted or crocheted and petticoats)
Brazil,2022,620452,35.0,Women's or girls' skirts and divided skirts of cotton (excl. knitted or crocheted and petticoats)
Brazil,2022,620453,35.0,Women's or girls' skirts and divided skirts of synthetic fibres (excl. knitted or crocheted and petticoats)
Brazil,2022,620459,35.0,"Women's or girls' skirts and divided skirts of textile materials (excl. of wool, fine animal hair, cotton or synthetic fibres, knitted or crocheted and petticoats)"
Brazil,2022,620461,35.0,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of wool or fine animal hair (excl. knitted or crocheted, panties and swimwear)"
Brazil,2022,620462,35.0,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of cotton (excl. knitted or crocheted, panties and swimwear)"
Brazil,2022,620463,35.0,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of synthetic fibres (excl. knitted or crocheted, panties and swimwear)"
Brazil,2022,620469,35.0,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of textile materials (excl. of wool, fine animal hair, cotton or synthetic fibres, knitted or crocheted, panties and swimwear)"
Brazil,2022,620520,35.0,"Men's or boys' shirts of cotton (excl. knitted or crocheted, nightshirts, singlets and other vests)"
Brazil,2022,620530,35.0,"Men's or boys' shirts of man-made fibres (excl. knitted or crocheted, nightshirts, singlets and other vests)"
Brazil,2022,620590,35.0,"Men's or boys' shirts of textile materials (excl. of cotton or man-made fibres, knitted or crocheted, nightshirts, singlets and other vests)"
Brazil,2022,620610,35.0,"Women's or girls' blouses, shirts and shirt-blouses of silk or silk waste (excl. knitted or crocheted and vests)"
Brazil,2022,620620,35.0,"Women's or girls' blouses, shirts and shirt-blouses of wool or fine animal hair (excl. knitted or crocheted and vests)"
Brazil,2022,620630,35.0,"Women's or girls' blouses, shirts and shirt-blouses of cotton (excl. knitted or crocheted and vests)"
Brazil,2022,620640,35.0,"Women's or girls' blouses, shirts and shirt-blouses of man-made fibres (excl. knitted or crocheted and vests)"
Brazil,2022,620690,35.0,"Women's or girls' blouses, shirts and shirt-blouses of textile materials (excl. of silk, silk waste, wool, fine animal hair, cotton or man-made fibres, knitted or crocheted and vests)"
Brazil,2022,620711,35.0,Men's or boys' underpants and briefs of cotton (excl. knitted or crocheted)
Brazil,2022,620719,35.0,Men's or boys' underpants and briefs of textile materials (excl. cotton and knitted or crocheted)
Brazil,2022,620721,35.0,"Men's or boys' nightshirts and pyjamas of cotton (excl. knitted or crocheted, vests, singlets and underpants)"
Brazil,2022,620722,35.0,"Men's or boys' nightshirts and pyjamas of man-made fibres (excl. knitted or crocheted, vests, singlets and underpants)"
Brazil,2022,620729,35.0,"Men's or boys' nightshirts and pyjamas of textile materials (excl. of cotton or man-made fibres, knitted or crocheted, vests, singlets and underpants)"
Brazil,2022,620791,35.0,"Men's or boys' singlets and other vests, bathrobes, dressing gowns and similar articles of cotton (excl. knitted or crocheted, underpants, nightshirts and pyjamas)"
Brazil,2022,620799,35.0,"Men's or boys' singlets and other vests, bathrobes and dressing gowns of textile materials (excl. of cotton, knitted or crocheted, underpants, nightshirts and pyjamas)"
Brazil,2022,620811,35.0,Women's or girls' slips and petticoats of man-made fibres (excl. knitted or crocheted and vests)
Brazil,2022,620819,35.0,"Women's or girls' slips and petticoats of textile materials (excl. man-made fibres, knitted or crocheted and vests)"
Brazil,2022,620821,35.0,"Women's or girls' nightdresses and pyjamas of cotton (excl. knitted or crocheted, vests and négligés)"
Brazil,2022,620822,35.0,"Women's or girls' nightdresses and pyjamas of man-made fibres (excl. knitted or crocheted, vests and négligés)"
Brazil,2022,620829,35.0,"Women's or girls' nightdresses and pyjamas of textile materials (excl. cotton and man-made fibres, knitted or crocheted, vests and négligés)"
Brazil,2022,620891,35.0,"Women's or girls' singlets and other vests, briefs, panties, négligés, bathrobes, dressing gowns, housecoats and similar articles of cotton (excl. knitted or crocheted, slips, petticoats, nightdresses and pyjamas, brassières, girdles, corsets and similar articles)"
Brazil,2022,620892,35.0,"Women's or girls' singlets and other vests, briefs, panties, négligés, bathrobes, dressing gowns, housecoats and similar articles of man-made fibres (excl. knitted or crocheted, slips, petticoats, nightdresses and pyjamas, brassières, girdles, corsets and similar articles)"
Brazil,2022,620899,35.0,"Women's or girls' singlets and other vests, briefs, panties, négligés, bathrobes, dressing gowns, housecoats and similar articles of textile materials (excl. of cotton or man-made fibres, knitted or crocheted, slips, petticoats, nightdresses and pyjamas, brassières, girdles, corsets and similar articles)"
Brazil,2022,620920,35.0,"Babies' garments and clothing accessories of cotton (excl. knitted or crocheted and hats, napkins and napkin liners [see 9619])"
Brazil,2022,620930,35.0,"Babies' garments and clothing accessories of synthetic fibres (excl. knitted or crocheted and hats, napkins and napkin liners [see 9619])"
Brazil,2022,620990,35.0,"Babies' garments and clothing accessories of textile materials (excl. of cotton or synthetic fibres, knitted or crocheted and hats, napkins and napkin liners [see 9619])"
Brazil,2022,621010,35.0,"Garments made up of felt or nonwovens, whether or not impregnated, coated, covered or laminated (excl. babies' garments and clothing accessories)"
Brazil,2022,621020,35.0,"Garments of the type described in heading 6201, rubberised or impregnated, coated, covered or laminated with plastics or other substances"
Brazil,2022,621030,35.0,"Garments of the type described in heading 6202, rubberised or impregnated, coated, covered or laminated with plastics or other substances"
Brazil,2022,621040,35.0,"Men's or boys' garments of textile fabrics, rubberised or impregnated, coated, covered or laminated with plastics or other substances (excl. of the type described in heading 6201, and babies' garments and clothing accessories)"
Brazil,2022,621050,35.0,"Women's or girls' garments of textile fabrics, rubberised or impregnated, coated, covered or laminated with plastics or other substances (excl. of the type described in heading 6202, and babies' garments and clothing accessories)"
Brazil,2022,621111,35.0,Men's or boys' swimwear (excl. knitted or crocheted)
Brazil,2022,621112,35.0,Women's or girls' swimwear (excl. knitted or crocheted)
Brazil,2022,621120,35.0,Ski suits (excl. knitted or crocheted)
Brazil,2022,621132,35.0,"Men's or boys' tracksuits and other garments, n.e.s. of cotton (excl. knitted or crocheted)"
Brazil,2022,621133,35.0,"Men's or boys' tracksuits and other garments, n.e.s. of man-made fibres (excl. knitted or crocheted)"
Brazil,2022,621139,35.0,"Men's or boys' tracksuits and other garments, n.e.s. of textile materials (excl. of cotton or man-made fibres, knitted or crocheted)"
Brazil,2022,621142,35.0,"Women's or girls' tracksuits and other garments, n.e.s. of cotton (excl. knitted or crocheted)"
Brazil,2022,621143,35.0,"Women's or girls' tracksuits and other garments, n.e.s. of man-made fibres (excl. knitted or crocheted)"
Brazil,2022,621149,35.0,"Women's or girls' tracksuits and other garments, n.e.s. of textile materials (excl. of cotton or man-made fibres, knitted or crocheted and goods of 9619)"
Brazil,2022,621210,35.0,"Brassieres of all types of textile materials, whether or not elasticated, incl. knitted or crocheted"
Brazil,2022,621220,35.0,"Girdles and panty girdles of all types of textile materials, whether or not elasticated, incl. knitted or crocheted (excl. belts and corselets made entirely of rubber)"
Brazil,2022,621230,35.0,"Corselettes of all types of textile materials, whether or not elasticated, incl. knitted or crocheted"
Brazil,2022,621290,35.0,"Corsets, braces, garters, suspenders and similar articles and parts thereof, incl. parts of brassieres, girdles, panty girdles and corselettes, of all types of textile materials, whether or not elasticated, incl. knitted or crocheted (excl. complete brassieres, girdles, panty girdles and corselettes)"
Brazil,2022,621320,35.0,"Handkerchiefs of cotton, of which no side exceeds 60 cm (excl. knitted or crocheted)"
Brazil,2022,621390,35.0,"Handkerchiefs of textile materials, of which no side exceeds 60 cm (excl. of cotton, and knitted or crocheted)"
Brazil,2022,621410,35.0,"Shawls, scarves, mufflers, mantillas, veils and similar articles of silk or silk waste (excl. knitted or crocheted)"
Brazil,2022,621420,35.0,"Shawls, scarves, mufflers, mantillas, veils and similar articles of wool or fine animal hair (excl. knitted or crocheted)"
Brazil,2022,621430,35.0,"Shawls, scarves, mufflers, mantillas, veils and similar articles of synthetic fibres (excl. knitted or crocheted)"
Brazil,2022,621440,35.0,"Shawls, scarves, mufflers, mantillas, veils and similar articles of artificial fibres (excl. knitted or crocheted)"
Brazil,2022,621490,35.0,"Shawls, scarves, mufflers, mantillas, veils and similar articles of textile materials (excl. of silk, silk waste, wool, fine animal hair or man-made fibres, knitted or crocheted)"
Brazil,2022,621510,35.0,"Ties, bow ties and cravats of silk or silk waste (excl. knitted or crocheted)"
Brazil,2022,621520,35.0,"Ties, bow ties and cravats of man-made fibres (excl. knitted or crocheted)"
Brazil,2022,621590,35.0,"Ties, bow ties and cravats of textile materials (excl. of silk, silk waste or man-made fibres, knitted or crocheted)"
Brazil,2022,621600,35.0,"Gloves, mittens and mitts, of all types of textile materials (excl. knitted or crocheted and for babies)"
Brazil,2022,621710,35.0,"Made-up clothing accessories, of all types of textile materials, n.e.s. (excl. knitted or crocheted)"
Brazil,2022,621790,35.0,"Parts of garments or clothing accessories, of all types of textile materials, n.e.s. (excl. knitted or crocheted)"
Brazil,2022,630110,35.0,Electric blankets of all types of textile materials
Brazil,2022,630120,35.0,"Blankets and travelling rugs of wool or fine animal hair (excl. electric, table covers, bedspreads and articles of bedding and similar furnishing of heading 9404)"
Brazil,2022,630130,35.0,"Blankets and travelling rugs of cotton (excl. electric, table covers, bedspreads and articles of bedding and similar furnishing of heading 9404)"
Brazil,2022,630140,35.0,"Blankets and travelling rugs of synthetic fibres (excl. electric, table covers, bedspreads and articles of bedding and similar furnishing of heading 9404)"
Brazil,2022,630190,35.0,"Blankets and travelling rugs of textile materials (excl. of wool or fine animal hair, cotton or synthetic fibres, electric, table covers, bedspreads and articles of bedding and similar furnishing of heading 9404)"
Brazil,2022,630210,35.0,"Bedlinen, knitted or crocheted"
Brazil,2022,630221,35.0,Printed bedlinen of cotton (excl. knitted or crocheted)
Brazil,2022,630222,35.0,Printed bedlinen of man-made fibres (excl. knitted or crocheted)
Brazil,2022,630229,35.0,"Printed bedlinen of textile materials (excl. cotton and man-made fibres, knitted or crocheted)"
Brazil,2022,630231,35.0,"Bedlinen of cotton (excl. printed, knitted or crocheted)"
Brazil,2022,630232,35.0,"Bedlinen of man-made fibres (excl. printed, knitted or crocheted)"
Brazil,2022,630239,35.0,"Bedlinen of textile materials (excl. of cotton and man-made fibres, printed, knitted or crocheted)"
Brazil,2022,630240,35.0,"Table linen, knitted or crocheted"
Brazil,2022,630251,35.0,Table linen of cotton (excl. knitted or crocheted)
Brazil,2022,630253,35.0,Table linen of man-made fibres (excl. knitted or crocheted)
Brazil,2022,630259,35.0,"Table linen of textile materials (excl. of cotton or man-made fibres, knitted or crocheted)"
Brazil,2022,630260,35.0,"Toilet linen and kitchen linen, of terry towelling or similar terry fabrics of cotton (excl. floorcloths, polishing cloths, dishcloths and dusters)"
Brazil,2022,630291,35.0,"Toilet linen and kitchen linen of cotton (excl. of terry fabrics, floorcloths, polishing cloths, dishcloths and dusters)"
Brazil,2022,630293,35.0,"Toilet linen and kitchen linen of man-made fibres (excl. floorcloths, polishing cloths, dishcloths and dusters)"
Brazil,2022,630299,35.0,"Toilet linen and kitchen linen of textile materials (excl. of cotton or man-made fibres, floorcloths, polishing cloths, dishcloths and dusters)"
Brazil,2022,630312,35.0,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of synthetic fibres, knitted or crocheted (excl. awnings and sunblinds)"
Brazil,2022,630319,35.0,"Curtains, incl. drapes, and interior blinds, curtain or bed valances, knitted or crocheted (excl. of synthetic fibres, awnings and sunblinds)"
Brazil,2022,630391,35.0,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of cotton (excl. knitted or crocheted, awnings and sunblinds)"
Brazil,2022,630392,35.0,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of synthetic fibres (excl. knitted or crocheted, awnings and sunblinds)"
Brazil,2022,630399,35.0,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of textile materials (excl. of cotton and synthetic fibres, knitted or crocheted, awnings and sunblinds)"
Brazil,2022,630411,35.0,"Knitted or crocheted bedspreads (excl. bedlinen, quilts and eiderdowns)"
Brazil,2022,630419,35.0,"Bedspreads of all types of textile materials (excl. knitted or crocheted, bedlinen, quilts and eiderdowns)"
Brazil,2022,630420,35.0,"Bed nets, warp knit, antimalarial"
Brazil,2022,630491,35.0,"Articles for interior furnishing, knitted or crocheted (excl. blankets and travelling rugs, bedlinen, table linen, toilet linen, kitchen linen, curtains, incl. drapes, interior blinds, curtain or bed valances, bedspreads, antimalarial bed nets, lampshades and articles of heading 9404)"
Brazil,2022,630492,35.0,"Articles for interior furnishing, of cotton (excl. knitted or crocheted, blankets and travelling rugs, bedlinen, table linen, toilet linen, kitchen linen, curtains, incl. drapes, interior blinds, curtain or bed valances, bedspreads, lampshades and articles of heading 9404)"
Brazil,2022,630493,35.0,"Articles for interior furnishing, of synthetic fibres (excl. knitted or crocheted, blankets and travelling rugs, bedlinen, table linen, toilet linen, kitchen linen, curtains, incl. drapes, interior blinds, curtain or bed valances, bedspreads, lampshades and articles of heading 9404)"
Brazil,2022,630499,35.0,"Articles for interior furnishing, of textile materials (excl. of cotton or synthetic fibres, knitted or crocheted, blankets and travelling rugs, bedlinen, table linen, toilet linen, kitchen linen, curtains, incl. drapes, interior blinds, curtain or bed valances, bedspreads, lampshades and articles of heading 9404)"
Brazil,2022,630510,35.0,"Sacks and bags, for the packing of goods, of jute or other textile bast fibres of heading 5303"
Brazil,2022,630520,35.0,"Sacks and bags, for the packing of goods, of cotton"
Brazil,2022,630532,35.0,"Flexible intermediate bulk containers, for the packing of goods, of synthetic or man-made textile materials"
Brazil,2022,630533,35.0,"Sacks and bags, for the packing of goods, of polyethylene or polypropylene strip or the like (excl. flexible intermediate bulk containers)"
Brazil,2022,630539,35.0,"Sacks and bags, for the packing of goods, of man-made textile materials (excl. of polyethylene or polypropylene strip or the like, and flexible intermediate bulk containers)"
Brazil,2022,630590,35.0,"Sacks and bags, for the packing of goods, of textile materials (excl. man-made, cotton, jute or other textile bast fibres of heading 5303)"
Brazil,2022,630612,35.0,"Tarpaulins, awnings and sunblinds of synthetic fibres (excl. flat covers of light fabrics made up as tarpaulins)"
Brazil,2022,630619,35.0,"Tarpaulins, awnings and sunblinds of textile materials (excl. of synthetic fibres and flat covers of light fabrics made up as tarpaulins)"
Brazil,2022,630622,35.0,Tents of synthetic fibres (excl. umbrella and play tents)
Brazil,2022,630629,35.0,"Tents of textile materials (excl. of synthetic fibres, and umbrella and play tents)"
Brazil,2022,630630,35.0,"Sails for boats, sailboards or landcraft, of textile materials"
Brazil,2022,630640,35.0,Pneumatic mattresses of textile materials
Brazil,2022,630690,35.0,"Camping goods of textile materials (excl. tents, awnings and sunblinds, sails, pneumatic mattresses, rucksacks, knapsacks and similar receptacles, filled sleeping bags, mattresses and cushions)"
Brazil,2022,630710,35.0,"Floorcloths, dishcloths, dusters and similar cleaning cloths, of all types of textile materials"
Brazil,2022,630720,35.0,"Life jackets and life belts, of all types of textile materials"
Brazil,2022,630790,23.333333333333332,"Made-up articles of textile materials, incl. dress patterns, n.e.s."
Brazil,2022,630800,35.0,"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into rugs, tapestries, embroidered tablecloths or serviettes, or similar textile articles, put up in packings for retail sale (excl. sets for making up into articles of clothing)"
Brazil,2022,630900,35.0,"Worn clothing and clothing accessories, blankets and travelling rugs, household linen and articles for interior furnishing, of all types of textile materials, incl. all types of footwear and headgear, showing signs of appreciable wear and presented in bulk or in bales, sacks or similar packings (excl. carpets, other floor coverings and tapestries)"
Brazil,2022,631010,35.0,"Used or new rags, scrap twine, cordage, rope and cables and worn-out articles thereof, of textile materials, sorted"
Brazil,2022,631090,35.0,"Used or new rags, scrap twine, cordage, rope and cables and worn-out articles thereof, of textile materials (excl. sorted)"
Brazil,2022,640110,35.0,"Waterproof footwear incorporating a protective metal toecap, with outer soles and uppers of rubber or of plastics, the uppers of which are neither fixed to the sole nor assembled by stitching, riveting, nailing, screwing, plugging or similar processes (excl. skating boots with ice or roller skates attached, shin-guards and similar protective sportswear)"
