hs_code,br_x_q,br_x_unit,py_m_q,py_m_unit,br_x_nt_wgt,py_m_nt_wgt,br_x_value,itic_rate,applied_tariff,adj_x_value,py_m_value,trade_gap,est_tax_loss,wgt_gap,value_ratio,wgt_ratio,density
282810,2688.0,kg,2688.0,kg,2688.0,2688.0,13036.0,1.06,10.0,13880.73,13036.8,843.93,84.39,0.0,0.94,1.0,0.94
282890,1848419.0,kg,1293910.0,kg,1848419.0,1293910.0,985143.0,1.06,3.5,1048980.27,841594.77,207385.5,7258.49,554509.0,0.8,0.7,1.15
282990,3631.0,kg,3235.45,kg,3631.0,3235.45,196003.0,1.07,4.18,209840.81,174469.69,35371.12,1479.16,395.55,0.83,0.89,0.93
283110,13900.0,kg,12400.0,kg,13900.0,12400.0,20507.0,1.1,2.0,22652.03,17437.86,5214.17,104.28,1500.0,0.77,0.89,0.86
283210,79258.0,kg,54340.0,kg,79258.0,54340.0,126950.0,1.07,10.0,136344.3,100579.64,35764.66,3576.47,24918.0,0.74,0.69,1.08
283230,234900.0,kg,234900.0,kg,234900.0,234900.0,158540.0,1.07,7.33,170271.96,158890.14,11381.82,834.67,0.0,0.93,1.0,0.93
283311,131503.0,kg,54002.0,kg,131503.0,54002.0,40119.0,1.07,10.0,43007.57,14063.49,28944.08,2894.41,77501.0,0.33,0.41,0.8
283321,238015.9,kg,298003.0,kg,238015.9,298003.0,90094.0,1.07,10.0,96580.77,119483.25,-22902.48,-2290.25,-59987.1,1.24,1.25,0.99
283322,10810.0,kg,13334.5,kg,10810.0,13334.5,14418.0,1.07,35.0,15456.1,13982.71,1473.39,515.69,-2524.5,0.9,1.23,0.73
283324,4625.0,kg,4525.0,kg,4625.0,4525.0,50949.0,1.07,10.0,54617.33,49938.8,4678.53,467.85,100.0,0.91,0.98,0.93
283325,326316.0,kg,291027.0,kg,326316.0,291027.0,722973.0,1.07,9.0,775027.06,733357.28,41669.78,3750.28,35289.0,0.95,0.89,1.06
283329,341940.27,kg,345825.1,kg,341940.27,345825.1,421156.0,1.07,3.5,451479.23,435534.89,15944.34,558.05,-3884.83,0.96,1.01,0.95
283340,1002.0,kg,2.0,kg,1002.0,2.0,1534.0,1.07,2.0,1644.45,44.0,1600.45,32.01,1000.0,0.03,NMR,13.41
283410,3250.0,kg,2250.0,kg,3250.0,2250.0,10122.0,1.09,2.0,11055.25,7667.75,3387.5,67.75,1000.0,0.69,0.69,1.0
283429,29500.0,kg,14300.0,kg,29500.0,14300.0,34776.0,1.09,4.5,37982.35,18445.0,19537.35,879.18,15200.0,0.49,0.48,1.0
283522,3653.08,kg,6040.75,kg,3653.08,6040.75,27920.0,1.14,10.0,31700.37,30593.98,1106.39,110.64,-2387.68,0.97,1.65,0.58
283524,55.0,kg,55.0,kg,55.0,55.0,492.0,1.14,10.0,558.62,491.75,66.87,6.69,0.0,0.88,1.0,0.88
283525,6374500.0,kg,5965501.04,kg,6374500.0,5965501.04,4285368.0,1.14,0.0,4865606.83,4007502.46,858104.37,0.0,408998.96,0.82,0.94,0.88
283526,64500.0,kg,64500.0,kg,64500.0,64500.0,49815.0,1.14,8.0,56559.95,48794.56,7765.39,621.23,0.0,0.86,1.0,0.86
283529,18000.0,kg,17300.0,kg,18000.0,17300.0,86324.0,1.14,3.56,98012.27,85175.47,12836.8,456.42,700.0,0.87,0.96,0.9
283531,2500.0,kg,2500.0,kg,2500.0,2500.0,10500.0,1.14,9.0,11921.7,10500.0,1421.7,127.95,0.0,0.88,1.0,0.88
283539,21686.0,kg,13110.68,kg,21686.0,13110.68,53307.0,1.14,7.5,60524.77,30665.61,29859.16,2239.44,8575.32,0.51,0.6,0.84
283620,1134515.0,kg,158245.0,kg,1134515.0,158245.0,720360.0,1.2,0.0,866160.86,109980.7,756180.16,0.0,976270.0,0.13,0.14,0.91
283630,11817.0,kg,13356.4,kg,11817.0,13356.4,15679.0,1.2,8.0,18852.43,15018.54,3833.89,306.71,-1539.4,0.8,1.13,0.7
283640,3025.0,kg,3025.0,kg,3025.0,3025.0,3650.0,1.2,10.0,4388.76,3650.0,738.76,73.88,0.0,0.83,1.0,0.83
283650,3978209.73,kg,4004690.0,kg,3978209.73,4004690.0,727795.0,1.2,10.0,875100.71,732371.28,142729.43,14272.94,-26480.27,0.84,1.01,0.83
283691,20.44,kg,20.1,kg,20.44,20.1,852.0,1.2,10.0,1024.44,851.5,172.94,17.29,0.34,0.83,0.98,0.85
283699,67000.0,kg,67000.0,kg,67000.0,67000.0,131500.0,1.2,6.8,158115.6,131500.0,26615.6,1809.86,0.0,0.83,1.0,0.83
283711,1100.0,kg,1300.0,kg,1100.0,1300.0,6617.0,1.05,10.0,6950.5,8351.93,-1401.43,-140.14,-200.0,1.2,1.18,1.02
283719,1000.0,kg,1900.0,kg,1000.0,1900.0,21193.0,1.05,6.0,22261.13,28433.95,-6172.82,-370.37,-900.0,1.28,1.9,0.67
283911,700.0,kg,700.0,kg,700.0,700.0,3319.0,1.21,10.0,4019.97,3318.75,701.22,70.12,0.0,0.83,1.0,0.83
283919,102393.0,kg,102528.0,kg,102393.0,102528.0,58062.0,1.21,10.0,70324.69,58990.23,11334.46,1133.45,-135.0,0.84,1.0,0.84
283990,138.0,kg,138.16,kg,138.0,138.16,1723.0,1.21,7.33,2086.9,1722.58,364.32,26.72,-0.16,0.83,1.0,0.82
284020,105000.0,kg,105000.0,kg,105000.0,105000.0,199800.0,1.14,10.0,228531.24,199800.0,28731.24,2873.12,0.0,0.87,1.0,0.87
284130,0.0,NR,10.0,kg,0.0,10.0,0.0,1.03,2.0,0.0,273.2,-273.2,-5.46,-10.0,NXR,NXR,
284170,43804.53,kg,43832.5,kg,43804.53,43832.5,1609595.0,1.03,7.33,1654663.66,1694215.49,-39551.83,-2900.47,-27.97,1.02,1.0,1.02
284190,27900.0,kg,29100.0,kg,27900.0,29100.0,52677.0,1.03,6.0,54151.96,53463.22,688.74,41.32,-1200.0,0.99,1.04,0.95
284210,31075.0,kg,30200.0,kg,31075.0,30200.0,27577.0,1.13,6.0,31261.29,12623.6,18637.69,1118.26,875.0,0.4,0.97,0.42
284290,2146.0,kg,1512.89,kg,2146.0,1512.89,24447.0,1.13,2.0,27713.12,22697.0,5016.12,100.32,633.11,0.82,0.7,1.16
284321,112.76,kg,85.35,kg,112.76,85.35,1634.0,1.11,10.0,1807.86,1823.05,-15.19,-1.52,27.41,1.01,0.76,1.33
284329,34.0,kg,34.0,kg,34.0,34.0,20172.0,1.11,6.0,22318.3,20171.06,2147.24,128.83,0.0,0.9,1.0,0.9
284330,2.0,kg,2.0,kg,2.0,2.0,102860.0,1.11,6.0,113804.3,102859.78,10944.52,656.67,0.0,0.9,1.0,0.9
284390,25.0,kg,25.0,kg,25.0,25.0,1023.0,1.11,3.2,1131.85,1023.3,108.55,3.47,0.0,0.9,1.0,0.9
284700,1735310.0,kg,1786010.0,kg,1735310.0,1786010.0,1050466.0,1.15,10.0,1206985.43,1079279.52,127705.91,12770.59,-50700.0,0.89,1.03,0.87
284910,178790.0,kg,153700.0,kg,178790.0,153700.0,208456.0,1.18,10.0,246061.46,182052.2,64009.26,6400.93,25090.0,0.74,0.86,0.86
284920,6.0,kg,40.0,kg,6.0,40.0,2350.0,1.18,10.0,2773.94,1011.22,1762.72,176.27,-34.0,0.36,6.67,0.05
290110,0.0,NR,23.76,kg,0.0,23.76,0.0,1.23,2.0,0.0,310.68,-310.68,-6.21,-23.76,NXR,NXR,
290121,932.0,kg,804.0,kg,932.0,804.0,9966.0,1.23,2.0,12234.26,7825.42,4408.84,88.18,128.0,0.64,0.86,0.74
290129,3435.0,kg,3158.84,kg,3435.0,3158.84,18992.0,1.23,2.0,23314.58,19120.82,4193.76,83.88,276.16,0.82,0.92,0.89
290211,26810.0,kg,26810.0,kg,26810.0,26810.0,29759.0,1.2,8.0,35817.93,29759.1,6058.83,484.71,0.0,0.83,1.0,0.83
290219,466.0,kg,2.5,kg,466.0,2.5,4998.0,1.2,2.0,6015.59,286.08,5729.51,114.59,463.5,0.05,0.01,8.86
290230,1555808.0,kg,1582480.0,kg,1555808.0,1582480.0,1761718.0,1.2,4.0,2120403.78,1798775.8,321627.98,12865.12,-26672.0,0.85,1.02,0.83
290244,234.8,kg,0.0,NR,234.8,0.0,617.0,1.2,4.0,742.62,617.09,125.53,5.02,234.8,0.83,NMR,inf
290250,26254.0,kg,26254.0,kg,26254.0,26254.0,52813.0,1.2,10.0,63565.73,52814.32,10751.41,1075.14,0.0,0.83,1.0,0.83
290290,848.0,kg,855.92,kg,848.0,855.92,6539.0,1.2,3.6,7870.34,6384.27,1486.07,53.5,-7.92,0.81,1.01,0.8
290313,1110.0,kg,1252.08,kg,1110.0,1252.08,15526.0,1.05,2.0,16339.56,16733.28,-393.72,-7.87,-142.08,1.02,1.13,0.91
290319,98.0,kg,98.15,kg,98.0,98.15,2268.0,1.05,2.0,2386.84,2267.95,118.89,2.38,-0.15,0.95,1.0,0.95
290323,9153.0,kg,9163.98,kg,9153.0,9163.98,26510.0,1.05,2.0,27899.12,26510.1,1389.02,27.78,-10.98,0.95,1.0,0.95
290329,309.0,kg,300.0,kg,309.0,300.0,2551.0,1.05,2.0,2684.67,2413.0,271.67,5.43,9.0,0.9,0.97,0.93
290410,428482.0,kg,457027.0,kg,428482.0,457027.0,594725.0,1.1,6.15,651342.82,625083.99,26258.83,1615.93,-28545.0,0.96,1.07,0.9
290511,2291110.0,kg,213249.0,kg,2291110.0,213249.0,1021950.0,1.11,12.0,1135999.62,101907.98,1034091.64,124091.0,2077861.0,0.09,0.09,0.96
290512,113189.0,kg,112860.0,kg,113189.0,112860.0,161868.0,1.11,7.0,179932.47,157425.08,22507.39,1575.52,329.0,0.87,1.0,0.88
290517,6000.0,kg,6000.0,kg,6000.0,6000.0,11820.0,1.11,8.67,13139.11,11820.0,1319.11,114.32,0.0,0.9,1.0,0.9
290522,975.0,kg,25.0,kg,975.0,25.0,13163.0,1.11,4.5,14631.99,839.6,13792.39,620.66,950.0,0.06,0.03,2.24
290529,11.0,kg,1.0,kg,11.0,1.0,2502.0,1.11,2.0,2781.22,482.0,2299.22,45.98,10.0,0.17,0.09,1.91
290531,79139.0,kg,84915.3,kg,79139.0,84915.3,101975.0,1.11,12.0,113355.41,156621.77,-43266.36,-5191.96,-5776.3,1.38,1.07,1.29
290532,65699.0,kg,59843.5,kg,65699.0,59843.5,183002.0,1.11,0.0,203425.02,133459.9,69965.12,0.0,5855.5,0.66,0.91,0.72
290539,6534.0,kg,2601.5,kg,6534.0,2601.5,55370.0,1.11,9.5,61549.29,20683.62,40865.67,3882.24,3932.5,0.34,0.4,0.84
290544,28865.0,kg,28840.0,kg,28865.0,28840.0,39707.0,1.11,11.0,44138.3,39617.2,4521.1,497.32,25.0,0.9,1.0,0.9
290545,779233.0,kg,778765.0,kg,779233.0,778765.0,479020.0,1.11,10.0,532478.63,477105.47,55373.16,5537.32,468.0,0.9,1.0,0.9
290611,51.0,kg,51.65,kg,51.0,51.65,1394.0,1.06,12.0,1478.48,1371.0,107.48,12.9,-0.65,0.93,1.01,0.92
290613,154.0,kg,2.0,kg,154.0,2.0,3693.0,1.06,2.0,3916.8,40.42,3876.38,77.53,152.0,0.01,0.01,0.79
290619,3111.0,kg,2890.0,kg,3111.0,2890.0,17672.0,1.06,3.67,18742.92,15489.8,3253.12,119.28,221.0,0.83,0.93,0.89
290629,53.0,kg,52.0,kg,53.0,52.0,768.0,1.06,2.0,814.54,756.08,58.46,1.17,1.0,0.93,0.98,0.95
290719,26.0,kg,1.0,kg,26.0,1.0,203.0,1.06,2.0,215.63,0.66,214.97,4.3,25.0,NMR,0.04,0.08
290722,4.0,kg,4.0,kg,4.0,4.0,206.0,1.06,2.0,218.81,206.0,12.81,0.26,0.0,0.94,1.0,0.94
290723,5200.0,kg,5200.0,kg,5200.0,5200.0,17719.0,1.06,12.0,18821.12,17632.96,1188.16,142.58,0.0,0.94,1.0,0.94
290729,14.25,kg,5.52,kg,14.25,5.52,442.0,1.06,2.0,469.49,223.2,246.29,4.93,8.73,0.48,0.39,1.23
290911,322.0,kg,20.0,kg,322.0,20.0,10201.0,1.07,2.0,10929.35,925.07,10004.28,200.09,302.0,0.08,0.06,1.36
290930,229.96,kg,170.0,kg,229.96,170.0,6506.0,1.07,3.43,6970.53,5690.0,1280.53,43.9,59.96,0.82,0.74,1.1
290943,626.0,kg,425.9,kg,626.0,425.9,7085.0,1.07,14.0,7590.87,6325.43,1265.44,177.16,200.1,0.83,0.68,1.22
290944,9007.0,kg,9296.58,kg,9007.0,9296.58,32424.0,1.07,12.0,34739.07,32893.96,1845.11,221.41,-289.58,0.95,1.03,0.92
290949,564.64,kg,273.16,kg,564.64,273.16,1426.0,1.07,7.08,1527.82,737.4,790.42,55.94,291.47,0.48,0.48,1.0
290950,1070.0,kg,575.57,kg,1070.0,575.57,41602.0,1.07,2.0,44572.38,37892.84,6679.54,133.59,494.43,0.85,0.54,1.58
290960,33051.0,kg,32961.2,kg,33051.0,32961.2,137317.0,1.07,6.0,147121.43,136747.66,10373.77,622.43,89.8,0.93,1.0,0.93
291010,0.0,NR,404.0,kg,0.0,404.0,0.0,1.05,2.0,0.0,2910.99,-2910.99,-58.22,-404.0,NXR,NXR,
291090,180.0,kg,180.0,kg,180.0,180.0,587.0,1.05,2.0,614.24,586.62,27.62,0.55,0.0,0.96,1.0,0.96
291100,224.0,kg,220.0,kg,224.0,220.0,1931.0,1.06,2.0,2039.52,1782.0,257.52,5.15,4.0,0.87,0.98,0.89
291211,59320.0,kg,59320.0,kg,59320.0,59320.0,34152.0,1.09,12.0,37177.87,34152.0,3025.87,363.1,0.0,0.92,1.0,0.92
291219,1904.0,kg,1284.0,kg,1904.0,1284.0,17100.0,1.09,3.11,18615.06,8200.45,10414.61,324.01,620.0,0.44,0.67,0.65
291229,2252.0,kg,17.0,kg,2252.0,17.0,21647.0,1.09,2.0,23564.92,299.42,23265.5,465.31,2235.0,0.01,0.01,1.68
291241,200.0,kg,200.0,kg,200.0,200.0,4400.0,1.09,2.0,4789.84,4400.0,389.84,7.8,0.0,0.92,1.0,0.92
291249,672.0,kg,31.0,kg,672.0,31.0,21311.0,1.09,2.0,23199.15,553.09,22646.06,452.92,641.0,0.02,0.05,0.52
291250,4750.0,kg,4035.06,kg,4750.0,4035.06,21067.0,1.09,2.0,22933.54,15732.9,7200.64,144.01,714.94,0.69,0.85,0.81
291260,0.0,NR,8.46,kg,4.0,8.46,567.0,1.09,2.0,617.24,566.88,50.36,1.01,-4.46,0.92,2.12,0.43
291411,93079.0,kg,92528.4,kg,93079.0,92528.4,94411.0,1.12,12.0,105400.44,89009.19,16391.25,1966.95,550.6,0.84,0.99,0.85
291412,10395.0,kg,10395.0,kg,10395.0,10395.0,19460.0,1.12,12.0,21725.14,19460.1,2265.04,271.81,0.0,0.9,1.0,0.9
291413,43032.0,kg,43042.0,kg,43032.0,43042.0,76810.0,1.12,12.0,85750.68,76946.22,8804.46,1056.54,-10.0,0.9,1.0,0.9
291429,1990.0,kg,1.0,kg,1990.0,1.0,26034.0,1.12,2.0,29064.36,27.75,29036.61,580.73,1989.0,NMR,NMR,1.9
291439,63.0,kg,8.31,kg,63.0,8.31,1419.0,1.12,7.0,1584.17,170.96,1413.21,98.92,54.69,0.11,0.13,0.82
291440,40115.0,kg,40115.0,kg,40115.0,40115.0,48900.0,1.12,5.33,54591.96,48310.98,6280.98,334.99,0.0,0.88,1.0,0.88
291511,0.0,NR,660.0,kg,0.0,660.0,0.0,1.12,2.0,0.0,910.8,-910.8,-18.22,-660.0,NXR,NXR,
291512,127300.0,kg,28800.0,kg,127300.0,28800.0,120464.0,1.12,5.5,135522.0,30128.69,105393.31,5796.63,98500.0,0.22,0.23,0.98
291521,71070.0,kg,71107.8,kg,71070.0,71107.8,50028.0,1.12,9.0,56281.5,50436.42,5845.08,526.06,-37.8,0.9,1.0,0.9
291524,31320.0,kg,14040.0,kg,31320.0,14040.0,63018.0,1.12,2.0,70895.25,30186.0,40709.25,814.18,17280.0,0.43,0.45,0.95
291529,1.0,kg,0.5,kg,1.0,0.5,11.0,1.12,12.0,12.38,11.4,0.97,0.12,0.5,0.92,0.5,1.84
291531,417550.0,kg,417550.0,kg,417550.0,417550.0,501106.0,1.12,12.0,563744.25,501651.93,62092.32,7451.08,0.0,0.89,1.0,0.89
291533,29655.0,kg,29654.9,kg,29655.0,29654.9,54904.0,1.12,12.0,61767.0,54903.68,6863.32,823.6,0.1,0.89,1.0,0.89
291539,54471.0,kg,51364.97,kg,54471.0,51364.97,139445.0,1.12,4.71,156875.62,121619.76,35255.87,1662.06,3106.03,0.78,0.94,0.82
291540,10.0,kg,10.0,kg,10.0,10.0,610.0,1.12,2.0,686.25,610.0,76.25,1.52,0.0,0.89,1.0,0.89
291550,3849.0,kg,2820.0,kg,3849.0,2820.0,32179.0,1.12,5.33,36201.38,29117.62,7083.76,377.8,1029.0,0.8,0.73,1.1
291560,26193.0,kg,26134.0,kg,26193.0,26134.0,119840.0,1.12,2.0,134820.0,118843.09,15976.91,319.54,59.0,0.88,1.0,0.88
291570,34872.0,kg,33090.0,kg,34872.0,33090.0,94157.0,1.12,10.33,105926.62,91622.89,14303.74,1478.05,1782.0,0.86,0.95,0.91
291590,63041.0,kg,62129.2,kg,63041.0,62129.2,237451.0,1.12,5.47,267132.38,228055.68,39076.7,2136.19,911.8,0.85,0.99,0.87
291611,2647.0,kg,2647.0,kg,2647.0,2647.0,12718.0,1.06,2.0,13503.97,12718.0,785.97,15.72,0.0,0.94,1.0,0.94
291612,0.0,NR,40.0,kg,0.0,40.0,0.0,1.06,6.0,0.0,62.0,-62.0,-3.72,-40.0,NXR,NXR,
291614,91552.49,kg,91652.0,kg,91552.49,91652.0,268257.0,1.06,4.0,284835.28,272016.25,12819.03,512.76,-99.51,0.95,1.0,0.95
291615,1242.0,kg,902.0,kg,1242.0,902.0,10477.0,1.06,4.33,11124.48,8729.58,2394.9,103.78,340.0,0.78,0.73,1.08
291619,3.69,kg,14.36,kg,3.69,14.36,319.0,1.06,3.0,338.71,110.21,228.5,6.86,-10.67,0.33,3.89,0.08
291631,1515.0,kg,1200.0,kg,1515.0,1200.0,4224.0,1.06,9.14,4485.04,3144.0,1341.04,122.61,315.0,0.7,0.79,0.89
291632,366.0,kg,366.3,kg,366.0,366.3,5987.0,1.06,7.0,6357.0,5986.74,370.26,25.92,-0.3,0.94,1.0,0.94
291639,2.0,kg,1.0,kg,2.0,1.0,165.0,1.06,4.0,175.2,30.22,144.98,5.8,1.0,0.17,0.5,0.34
291711,3502.0,kg,501.72,kg,3502.0,501.72,4955.0,1.07,2.0,5320.68,1306.43,4014.25,80.28,3000.28,0.25,0.14,1.71
291712,31890.0,kg,30000.0,kg,31890.0,30000.0,74437.0,1.07,11.0,79930.45,53600.0,26330.45,2896.35,1890.0,0.67,0.94,0.71
291719,27577.0,kg,3802.0,kg,27577.0,3802.0,135954.0,1.07,10.0,145987.41,12945.98,133041.43,13304.14,23775.0,0.09,0.14,0.64
291732,207645.0,kg,207693.0,kg,207645.0,207693.0,517761.0,1.07,12.0,555971.76,519164.84,36806.92,4416.83,-48.0,0.93,1.0,0.93
291734,27845.0,kg,27620.0,kg,27845.0,27620.0,86019.0,1.07,12.0,92367.2,85475.5,6891.7,827.0,225.0,0.93,0.99,0.93
291739,24874.13,kg,24000.0,kg,24874.13,24000.0,48985.0,1.07,5.0,52600.09,46560.0,6040.09,302.0,874.13,0.89,0.96,0.92
291811,417312.0,kg,415162.0,kg,417312.0,415162.0,761787.0,1.08,12.0,825472.39,752629.3,72843.09,8741.17,2150.0,0.91,0.99,0.92
291813,177.0,kg,126.5,kg,177.0,126.5,1364.0,1.08,7.0,1478.03,1211.81,266.22,18.64,50.5,0.82,0.71,1.15
291814,21503.0,kg,16927.5,kg,21503.0,16927.5,87558.0,1.08,12.0,94877.85,76944.49,17933.36,2152.0,4575.5,0.81,0.79,1.03
291815,2902.0,kg,2015.0,kg,2902.0,2015.0,16796.0,1.08,9.0,18200.15,3725.0,14475.15,1302.76,887.0,0.2,0.69,0.29
291816,0.0,NR,5.94,kg,0.0,5.94,0.0,1.08,10.5,0.0,57.15,-57.15,-6.0,-5.94,NXR,NXR,
291819,4023.37,kg,4002.0,kg,4023.37,4002.0,13638.0,1.08,3.25,14778.14,13275.78,1502.36,48.83,21.37,0.9,0.99,0.9
291823,771.0,kg,55.0,kg,771.0,55.0,6560.0,1.08,12.0,7108.42,400.8,6707.62,804.91,716.0,0.06,0.07,0.79
292090,12330.0,kg,793.35,kg,12330.0,793.35,76440.0,1.06,5.33,80735.93,3508.13,77227.8,4118.82,11536.65,0.04,0.06,0.68
292111,7650.0,kg,7650.0,kg,7650.0,7650.0,17315.0,1.09,2.0,18904.52,17315.0,1589.52,31.79,0.0,0.92,1.0,0.92
292119,116.0,kg,341.98,kg,116.0,341.98,5835.0,1.09,3.0,6370.65,6566.11,-195.46,-5.86,-225.98,1.03,2.95,0.35
292129,48376.0,kg,30936.0,kg,48376.0,30936.0,183092.0,1.09,2.0,199899.85,89949.17,109950.68,2199.01,17440.0,0.45,0.64,0.7
292130,26000.0,kg,10000.0,kg,26000.0,10000.0,37150.0,1.09,6.4,40560.37,35800.0,4760.37,304.66,16000.0,0.88,0.38,2.29
292159,850.0,kg,850.0,kg,850.0,850.0,4347.0,1.09,3.25,4746.05,4334.82,411.23,13.37,0.0,0.91,1.0,0.91
292211,27210.0,kg,27210.0,kg,27210.0,27210.0,62716.0,1.07,14.0,66968.14,62716.2,4251.94,595.27,0.0,0.94,1.0,0.94
292212,75500.0,kg,75400.0,kg,75500.0,75400.0,52633.0,1.07,14.0,56201.52,51961.46,4240.06,593.61,100.0,0.92,1.0,0.93
292219,263.36,kg,50.5,kg,263.36,50.5,2475.0,1.07,5.42,2642.8,341.0,2301.81,124.68,212.86,0.13,0.19,0.67
292229,200.0,kg,200.0,kg,200.0,200.0,1584.0,1.07,2.0,1691.4,1584.0,107.4,2.15,0.0,0.94,1.0,0.94
292241,710401.0,kg,675400.0,kg,710401.0,675400.0,1176314.0,1.07,6.0,1256068.09,1123890.28,132177.81,7930.67,35001.0,0.89,0.95,0.94
292242,54797.0,kg,54792.4,kg,54797.0,54792.4,103809.0,1.07,5.0,110847.25,104054.62,6792.63,339.63,4.6,0.94,1.0,0.94
292249,69938.0,kg,34325.15,kg,69938.0,34325.15,260469.0,1.07,6.14,278128.8,94261.22,183867.58,11294.72,35612.85,0.34,0.49,0.69
292250,161731.0,kg,65015.6,kg,161731.0,65015.6,259468.0,1.07,3.71,277059.93,110443.67,166616.26,6188.6,96715.4,0.4,0.4,0.99
292320,76487.0,kg,76484.0,kg,76487.0,76484.0,206660.0,1.06,12.0,220010.24,206429.76,13580.48,1629.66,3.0,0.94,1.0,0.94
292390,64497.71,kg,60640.0,kg,62337.71,60640.0,154760.0,1.06,7.29,164757.5,114236.0,50521.5,3680.85,1697.71,0.69,0.97,0.71
292419,9132.0,kg,3938.9,kg,9132.0,3938.9,32435.0,1.07,4.4,34673.02,12378.63,22294.38,980.95,5193.1,0.36,0.43,0.83
292429,3017.0,kg,3016.0,kg,3017.0,3016.0,7861.0,1.07,5.62,8403.41,7752.64,650.77,36.61,1.0,0.92,1.0,0.92
292511,1400.0,kg,400.0,kg,1400.0,400.0,12898.0,1.11,11.0,14316.78,4178.2,10138.58,1115.24,1000.0,0.29,0.29,1.02
292630,0.0,NR,75.0,kg,0.0,75.0,0.0,1.04,6.0,0.0,90000.0,-90000.0,-5400.0,-75.0,NXR,NXR,
292700,2300.0,kg,300.0,kg,2300.0,300.0,19262.0,1.07,5.0,20591.08,12690.0,7901.08,395.05,2000.0,0.62,0.13,4.72
292800,1573.7,kg,1540.16,kg,1573.7,1540.16,5823.0,1.05,4.86,6129.29,5778.79,350.5,17.02,33.55,0.94,0.98,0.96
292910,20676.79,kg,27672.96,kg,20676.79,27672.96,88436.0,1.05,4.0,93123.11,92442.6,680.51,27.22,-6996.17,0.99,1.34,0.74
293020,33540.0,kg,33465.0,kg,33540.0,33465.0,88052.0,1.06,6.67,93564.06,87685.04,5879.02,391.93,75.0,0.94,1.0,0.94
293090,1127.0,kg,1025.31,kg,1127.0,1025.31,12472.0,1.06,4.04,13252.75,7022.48,6230.27,251.81,101.69,0.53,0.91,0.58
293299,524.0,kg,150.68,kg,524.0,150.68,14505.0,1.1,6.78,15970.0,8534.89,7435.12,503.94,373.32,0.53,0.29,1.86
293321,478.0,kg,450.0,kg,478.0,450.0,2862.0,1.05,5.0,3009.68,2086.93,922.75,46.14,28.0,0.69,0.94,0.74
293329,45.01,kg,0.5,kg,45.01,0.5,26210.0,1.05,5.83,27562.44,1.0,27561.44,1607.75,44.51,NMR,0.01,0.0
293333,0.0,NR,0.1,kg,0.0,0.1,0.0,1.05,2.76,0.0,10.0,-10.0,-0.28,-0.1,NXR,NXR,
293339,40481.88,kg,4400.0,kg,40481.88,4400.0,1462784.0,1.05,5.63,1538263.65,43575.0,1494688.65,84129.62,36081.87,0.03,0.11,0.26
293359,3.87,kg,0.37,kg,3.87,0.37,1113.0,1.05,6.19,1170.43,0.51,1169.92,72.45,3.5,NMR,0.1,0.0
293369,4560.0,kg,3360.0,kg,4560.0,3360.0,35140.0,1.05,4.71,36953.22,13348.48,23604.74,1112.8,1200.0,0.36,0.74,0.49
293379,1001.0,kg,404.54,kg,1001.0,404.54,5285.0,1.05,2.0,5557.71,1675.07,3882.64,77.65,596.45,0.3,0.4,0.75
293391,0.0,NR,0.1,kg,0.0,0.1,10.0,1.05,3.83,10.52,10.0,0.52,0.02,-0.1,0.95,NXR,0.0
293399,16623.09,kg,6767.0,kg,16623.09,6767.0,155598.0,1.05,4.97,163626.86,56023.67,107603.19,5350.27,9856.09,0.34,0.41,0.84
293420,0.0,NR,800.0,kg,0.0,800.0,0.0,1.12,10.0,0.0,13520.0,-13520.0,-1352.0,-800.0,NXR,NXR,
293499,1264.68,kg,3.38,kg,1264.68,3.38,22450.0,1.12,5.24,25054.2,15275.24,9778.96,512.73,1261.3,0.61,NMR,228.12
293626,2.7,kg,2.0,kg,2.7,2.0,18847.0,1.03,4.5,19382.25,17300.57,2081.68,93.68,0.7,0.89,0.74,1.21
293627,8528.9,kg,7500.0,kg,8528.9,7500.0,56006.0,1.03,2.0,57596.57,53587.2,4009.37,80.19,1028.9,0.93,0.88,1.06
293628,12784.0,kg,1500.0,kg,12784.0,1500.0,108116.0,1.03,0.5,111186.49,12404.26,98782.23,493.91,11284.0,0.11,0.12,0.95
293690,450.0,kg,450.0,kg,450.0,450.0,12819.0,1.03,2.0,13183.06,12827.12,355.94,7.12,0.0,0.97,1.0,0.97
293722,0.14,kg,0.0,kg,0.14,0.0,391.0,1.03,2.0,400.85,2.0,398.85,7.98,0.14,NMR,0.01,0.36
293890,180.2,kg,100.0,kg,180.2,100.0,16809.0,1.1,6.0,18496.62,15000.0,3496.62,209.8,80.2,0.81,0.55,1.46
294110,8420.0,kg,4420.0,kg,8420.0,4420.0,529734.0,1.03,2.89,545520.07,700054.0,-154533.93,-4464.31,4000.0,1.28,0.52,2.44
294190,785.2,kg,779.83,kg,785.2,779.83,126694.0,1.03,2.2,130469.48,125654.0,4815.48,105.94,5.37,0.96,0.99,0.97
294200,39763.36,kg,38061.4,kg,39763.36,38061.4,180598.0,1.1,2.0,199452.43,175591.8,23860.63,477.21,1701.96,0.88,0.96,0.92
300120,2100.0,kg,2100.0,kg,2100.0,2100.0,45771.0,1.05,6.0,48022.93,45771.0,2251.93,135.12,0.0,0.95,1.0,0.95
