hs_code,br_x_q,br_x_unit,py_m_q,py_m_unit,br_x_nt_wgt,py_m_nt_wgt,br_x_value,itic_rate,applied_tariff,adj_x_value,py_m_value,trade_gap,est_tax_loss,wgt_gap,value_ratio,wgt_ratio,density
611011,50.0,units,13.55,units,20.0,23.17,945.0,1.02,20.0,959.55,520.54,439.01,87.8,-3.17,0.54,1.16,0.47
611012,101.0,units,0.0,NR,51.0,202.0,509.0,1.02,20.0,516.84,517.1,-0.26,-0.05,-151.0,1.0,3.96,0.25
611019,13.0,units,81.33,units,2.32,25.0,358.0,1.02,20.0,363.51,2837.48,-2473.97,-494.79,-22.68,7.81,10.77,0.72
611020,18100.0,units,13229.24,units,6697.1,3900.93,206650.0,1.02,20.0,209832.41,174287.79,35544.62,7108.92,2796.17,0.83,0.58,1.43
611030,16599.0,units,12349.24,units,4353.63,3573.98,153474.0,1.02,20.0,155837.5,134067.08,21770.42,4354.08,779.65,0.86,0.82,1.05
611090,459.0,units,438.6,units,168.09,201.1,6855.0,1.02,20.0,6960.57,7411.96,-451.39,-90.28,-33.0,1.06,1.2,0.89
611120,63177.6,kg,70133.0,kg,63177.6,70133.0,1472864.0,1.02,20.0,1497313.54,1739931.55,-242618.01,-48523.6,-6955.4,1.16,1.11,1.05
611130,7268.28,kg,7034.09,kg,7268.28,7034.09,215110.0,1.02,20.0,218680.83,212053.98,6626.85,1325.37,234.19,0.97,0.97,1.0
611190,16106.52,kg,3897.09,kg,16106.52,3897.09,329856.0,1.02,20.0,335331.61,103493.17,231838.44,46367.69,12209.43,0.31,0.24,1.28
611212,4601.0,units,2441.24,units,793.1,1099.73,28645.0,1.02,20.0,29275.19,34878.62,-5603.43,-1120.69,-306.62,1.19,1.39,0.86
611219,33.0,units,90.59,units,3.34,7.03,229.0,1.02,20.0,234.04,752.03,-517.99,-103.6,-3.69,3.21,2.11,1.53
611220,2589.0,units,0.0,NR,431.62,207.02,13695.0,1.02,20.0,13996.29,9780.73,4215.56,843.11,224.6,0.7,0.48,1.46
611231,11900.0,units,12370.09,units,1511.12,1557.49,68087.0,1.02,20.0,69584.91,63162.62,6422.29,1284.46,-46.37,0.91,1.03,0.88
611239,191.0,units,156.79,units,28.0,40.68,1282.0,1.02,20.0,1310.2,1281.18,29.02,5.8,-12.68,0.98,1.45,0.67
611241,17704.0,units,23451.9,units,2592.44,4482.26,194047.0,1.02,20.0,198316.03,195860.78,2455.25,491.05,-1889.83,0.99,1.73,0.57
611249,2320.0,units,2457.28,units,269.5,328.95,24192.0,1.02,20.0,24724.22,23244.06,1480.16,296.03,-59.45,0.94,1.22,0.77
611300,955.0,kg,591.12,kg,955.0,591.12,18076.0,1.02,20.0,18484.52,13158.81,5325.71,1065.14,363.88,0.71,0.62,1.15
611420,625.38,kg,629.77,kg,625.38,629.77,17528.0,1.03,20.0,18123.95,14723.81,3400.14,680.03,-4.39,0.81,1.01,0.81
611430,4636.42,kg,5538.3,kg,4636.42,5538.3,185216.0,1.03,20.0,191513.34,196328.52,-4815.18,-963.04,-901.88,1.03,1.19,0.86
611490,38.45,kg,82.58,kg,38.45,82.58,2778.0,1.03,20.0,2872.45,2911.87,-39.42,-7.88,-44.13,1.01,2.15,0.47
611599,510.3,kg,926.67,kg,510.3,926.67,15191.0,1.03,20.0,15613.31,21059.34,-5446.03,-1089.21,-416.37,1.35,1.82,0.74
611610,15848.8,kg,11386.1,kg,15848.8,11386.1,196555.0,1.02,20.0,201075.76,154912.86,46162.9,9232.58,4462.7,0.77,0.72,1.07
611691,0.0,NR,8.0,kg,0.0,8.0,0.0,1.02,20.0,0.0,283.23,-283.23,-56.65,-8.0,NXR,NXR,
611692,191.46,kg,517.64,kg,191.46,517.64,2844.0,1.02,20.0,2909.41,2256.08,653.33,130.67,-326.17,0.78,2.7,0.29
611693,1203.02,kg,1088.57,kg,1203.02,1088.57,57402.0,1.02,20.0,58722.25,25630.02,33092.23,6618.45,114.45,0.44,0.9,0.48
611699,111.96,kg,86.5,kg,111.96,86.5,4935.0,1.02,20.0,5048.5,3696.68,1351.82,270.36,25.46,0.73,0.77,0.95
611710,196.0,units,0.0,NR,50.08,48.12,3164.0,1.03,20.0,3267.15,3256.83,10.32,2.06,1.96,1.0,0.96,1.04
611780,2667.02,kg,1579.67,kg,1604.02,1579.67,37310.0,1.03,20.0,38526.31,37518.21,1008.1,201.62,24.36,0.97,0.98,0.99
611790,15903.0,kg,18547.4,kg,15903.0,18547.4,213875.0,1.03,20.0,220847.32,235216.44,-14369.12,-2873.82,-2644.4,1.07,1.17,0.91
620311,36.0,units,15.59,units,24.0,23.43,2483.0,1.02,20.0,2527.2,2498.77,28.43,5.69,0.57,0.99,0.98,1.01
620312,102.0,units,161.61,units,68.0,58.32,7292.0,1.02,20.0,7421.8,7353.05,68.75,13.75,9.68,0.99,0.86,1.16
620319,8.0,units,6.84,units,2.49,1.96,336.0,1.02,20.0,341.98,335.3,6.68,1.34,0.53,0.98,0.79,1.24
620322,7838.0,units,6125.06,units,1853.31,1798.65,75706.0,1.02,20.0,77053.57,76736.34,317.23,63.45,54.66,1.0,0.97,1.03
620323,35215.0,units,23366.5,units,45675.12,45712.1,321111.0,1.02,20.0,326826.78,320883.45,5943.33,1188.67,-36.98,0.98,1.0,0.98
620329,1951.0,units,0.0,NR,1040.9,1041.29,25818.0,1.02,20.0,26277.56,27842.14,-1564.58,-312.92,-0.39,1.06,1.0,1.06
620331,0.0,NR,1.29,units,0.0,7.85,0.0,1.02,20.0,0.0,91.5,-91.5,-18.3,-7.85,NXR,NXR,
620332,134.0,units,395.49,units,59.37,530.5,4726.0,1.02,20.0,4810.12,13039.08,-8228.96,-1645.79,-471.13,2.71,8.94,0.3
620333,122.0,units,134.29,units,38.13,19.86,7609.0,1.02,20.0,7744.44,4273.31,3471.13,694.23,18.27,0.55,0.52,1.06
620339,299.0,units,149.82,units,91.62,65.21,6819.0,1.02,20.0,6940.38,6794.15,146.23,29.25,26.41,0.98,0.71,1.38
620341,3.0,units,0.82,units,1.0,2.0,32.0,1.02,20.0,32.57,31.98,0.59,0.12,-1.0,0.98,2.0,0.49
620342,129213.0,units,82954.23,units,43704.09,39973.1,1372408.0,1.02,25.0,1396836.86,1355360.43,41476.43,10369.11,3730.99,0.97,0.91,1.06
620343,34101.0,units,8857.93,units,8655.2,4194.4,230319.0,1.02,25.0,234418.68,152319.12,82099.56,20524.89,4460.8,0.65,0.48,1.34
620349,26061.0,units,10124.5,units,7397.2,7408.76,177811.0,1.02,20.0,180976.04,180460.52,515.52,103.1,-11.56,1.0,1.0,1.0
620412,0.0,NR,58.02,units,0.0,39.19,0.0,1.02,20.0,0.0,876.32,-876.32,-175.26,-39.19,NXR,NXR,
620413,453.0,units,211.95,units,106.0,101.09,3718.0,1.02,20.0,3783.44,3988.04,-204.6,-40.92,4.91,1.05,0.95,1.11
620419,34.0,units,242.05,units,11.0,25.48,4008.0,1.02,20.0,4078.54,5839.68,-1761.14,-352.23,-14.48,1.43,2.32,0.62
620421,398.0,units,0.0,NR,76.0,42.0,4085.0,1.02,20.0,4156.9,4139.61,17.29,3.46,34.0,1.0,0.55,1.8
620422,3607.0,units,4210.82,units,559.68,1068.39,43955.0,1.02,25.0,44728.61,43572.67,1155.94,288.98,-508.71,0.97,1.91,0.51
620423,5766.0,units,7032.53,units,1076.97,1224.09,72836.0,1.02,20.0,74117.91,71076.03,3041.88,608.38,-147.12,0.96,1.14,0.84
620429,5965.0,units,4131.55,units,948.9,1255.42,48286.0,1.02,20.0,49135.83,47955.75,1180.08,236.02,-306.52,0.98,1.32,0.74
620431,334.0,units,0.0,NR,170.36,12.24,11714.0,1.02,20.0,11920.17,1414.53,10505.64,2101.13,158.11,0.12,0.07,1.65
620432,2145.0,units,3249.45,units,907.97,2068.69,61970.0,1.02,20.0,63060.67,88006.97,-24946.3,-4989.26,-1160.72,1.4,2.28,0.61
620433,5093.0,units,6331.22,units,1813.0,2724.87,169254.0,1.02,20.0,172232.87,149467.98,22764.89,4552.98,-911.87,0.87,1.5,0.58
620439,2174.0,units,2067.09,units,731.89,702.56,62336.0,1.02,20.0,63433.11,60592.23,2840.88,568.18,29.34,0.96,0.96,1.0
620441,55.0,units,0.02,units,19.03,1.0,2705.0,1.02,20.0,2752.61,9.9,2742.71,548.54,18.03,NMR,0.05,0.07
620442,12539.0,units,16632.86,units,2407.74,9977.25,211132.0,1.02,25.0,214847.92,309459.31,-94611.39,-23652.85,-7569.51,1.44,4.14,0.35
620443,16315.0,units,13996.5,units,3935.72,4725.33,302343.0,1.02,25.0,307664.24,304992.55,2671.69,667.92,-789.61,0.99,1.2,0.83
620444,22573.0,units,33668.97,units,5226.04,13676.2,339152.0,1.02,25.0,345121.08,584122.52,-239001.44,-59750.36,-8450.16,1.69,2.62,0.65
620449,4938.0,units,0.0,NR,1355.03,5564.34,71866.0,1.02,20.0,73130.84,167058.86,-93928.02,-18785.6,-4209.31,2.28,4.11,0.56
620452,7435.0,units,9299.78,units,1978.42,5803.09,90658.0,1.02,25.0,92253.58,114985.57,-22731.99,-5683.0,-3824.67,1.25,2.93,0.42
620453,4561.0,units,5632.8,units,1243.09,2097.12,64792.0,1.02,25.0,65932.34,63957.14,1975.2,493.8,-854.03,0.97,1.69,0.58
620459,4806.0,units,6100.9,units,1112.85,3746.76,52290.0,1.02,25.0,53210.3,74972.85,-21762.55,-5440.64,-2633.91,1.41,3.37,0.42
620461,175.0,units,0.0,NR,41.0,173.74,2540.0,1.02,20.0,2584.7,2606.04,-21.34,-4.27,-132.74,1.01,4.24,0.24
620462,163412.0,units,155987.05,units,48020.79,45189.48,1897121.0,1.02,25.0,1930510.33,2009311.52,-78801.19,-19700.3,2831.31,1.04,0.94,1.11
620463,35175.0,units,33354.15,units,8880.85,7657.93,455220.0,1.02,25.0,463231.87,405364.05,57867.82,14466.96,1222.92,0.88,0.86,1.01
620469,58293.0,units,56670.09,units,15542.47,20325.28,562672.0,1.02,25.0,572575.03,716513.42,-143938.39,-35984.6,-4782.81,1.25,1.31,0.96
620520,29276.0,units,28851.96,units,7152.0,7098.09,427158.0,1.02,25.0,434248.82,433665.97,582.85,145.71,53.91,1.0,0.99,1.01
620530,17454.0,units,7052.76,units,3454.33,2127.89,87115.0,1.02,25.0,88561.11,81811.52,6749.59,1687.4,1326.44,0.92,0.62,1.5
620590,5373.0,units,3416.39,units,1334.0,1207.74,65170.0,1.02,22.5,66251.82,55930.27,10321.55,2322.35,126.26,0.84,0.91,0.93
620610,1467.0,units,0.0,NR,516.42,1042.31,6336.0,1.02,25.0,6453.85,10227.09,-3773.24,-943.31,-525.89,1.58,2.02,0.79
620620,10346.0,units,0.0,NR,1944.2,144.66,13967.0,1.02,20.0,14226.79,3030.72,11196.07,2239.21,1799.54,0.21,0.07,2.86
620630,27269.0,units,30278.99,units,6016.75,9018.52,311424.0,1.02,25.0,317216.49,380015.35,-62798.86,-15699.72,-3001.77,1.2,1.5,0.8
620640,401729.0,units,153043.55,units,68719.08,42903.1,1658037.0,1.02,25.0,1688876.49,1544165.51,144710.98,36177.74,25815.98,0.91,0.62,1.46
620690,25851.0,units,15446.87,units,8310.37,8465.2,206199.0,1.02,25.0,210034.3,221005.08,-10970.78,-2742.69,-154.83,1.05,1.02,1.03
620711,331.0,units,912.71,units,32.0,393.73,1205.0,1.03,20.0,1242.6,3467.0,-2224.4,-444.88,-361.73,2.79,12.3,0.23
620722,25.0,units,19.33,units,5.67,4.46,139.0,1.03,20.0,143.34,104.05,39.29,7.86,1.21,0.73,0.79,0.92
620729,1004.0,units,0.0,NR,137.0,1250.0,1204.0,1.03,20.0,1241.56,1205.1,36.46,7.29,-1113.0,0.97,9.12,0.11
620791,1081.0,kg,1586.72,kg,1081.0,1586.72,12393.0,1.03,20.0,12779.66,11408.47,1371.19,274.24,-505.72,0.89,1.47,0.61
620799,12.0,kg,14.74,kg,12.0,14.74,673.0,1.03,20.0,694.0,673.2,20.8,4.16,-2.74,0.97,1.23,0.79
620819,2.0,units,0.75,units,0.02,3.25,2.0,1.03,20.0,2.06,8.0,-5.94,-1.19,-3.24,3.88,216.67,0.02
620821,54.0,units,308.63,units,10.82,291.71,763.0,1.03,20.0,786.2,2378.45,-1592.25,-318.45,-280.88,3.03,26.95,0.11
620822,7085.0,units,5512.35,units,670.51,272.34,43414.0,1.03,20.0,44733.79,39520.39,5213.4,1042.68,398.17,0.88,0.41,2.18
620891,5158.0,kg,5173.07,kg,5158.0,5173.07,79006.0,1.03,20.0,81407.78,78486.77,2921.01,584.2,-15.07,0.96,1.0,0.96
620892,2076.03,kg,2600.16,kg,2076.03,2600.16,74818.0,1.03,20.0,77092.47,141156.18,-64063.71,-12812.74,-524.13,1.83,1.25,1.46
620899,31.0,kg,29.7,kg,31.0,29.7,252.0,1.03,20.0,259.66,153.0,106.66,21.33,1.3,0.59,0.96,0.62
620920,7775.46,kg,9006.27,kg,7775.46,9006.27,142156.0,1.02,25.0,144572.65,137235.77,7336.88,1834.22,-1230.81,0.95,1.16,0.82
620930,1144.02,kg,1675.79,kg,1144.02,1675.79,28823.0,1.02,20.0,29312.99,30400.76,-1087.77,-217.55,-531.77,1.04,1.46,0.71
620990,629.27,kg,1492.26,kg,629.27,1492.26,18907.0,1.02,20.0,19228.42,20728.56,-1500.14,-300.03,-862.99,1.08,2.37,0.45
621010,4726.0,kg,2851.77,kg,4726.0,2851.77,65467.0,1.03,0.0,67142.96,59856.32,7286.64,0.0,1874.23,0.89,0.6,1.48
621020,255.0,units,70.44,units,90.0,84.0,2744.0,1.03,20.0,2814.25,2745.98,68.27,13.65,6.0,0.98,0.93,1.05
621030,57.0,units,48.19,units,17.0,14.23,1914.0,1.03,20.0,1963.0,1435.92,527.08,105.42,2.77,0.73,0.84,0.87
621040,3907.0,kg,1078.64,kg,3907.0,1078.64,39513.0,1.03,20.0,40524.53,18682.86,21841.67,4368.33,2828.36,0.46,0.28,1.67
621050,450.25,kg,423.87,kg,450.25,423.87,54206.0,1.03,20.0,55593.67,50613.54,4980.13,996.03,26.38,0.91,0.94,0.97
621111,1087.0,units,2990.45,units,136.74,226.49,8594.0,1.02,20.0,8808.85,29336.32,-20527.47,-4105.49,-89.74,3.33,1.66,2.01
621112,3647.0,units,5223.42,units,511.86,481.39,55132.0,1.02,20.0,56510.3,56503.04,7.26,1.45,30.47,1.0,0.94,1.06
621120,417.0,units,142.96,units,141.78,124.15,8064.0,1.02,20.0,8265.6,6026.11,2239.49,447.9,17.63,0.73,0.88,0.83
621132,699.66,kg,850.54,kg,699.66,850.54,23468.0,1.02,20.0,24054.7,24332.63,-277.93,-55.59,-150.88,1.01,1.22,0.83
621133,165.48,kg,237.91,kg,165.48,237.91,9747.0,1.02,20.0,9990.67,9163.97,826.7,165.34,-72.43,0.92,1.44,0.64
621139,7579.0,kg,9971.5,kg,7579.0,9971.5,71286.0,1.02,20.0,73068.15,84049.63,-10981.48,-2196.3,-2392.5,1.15,1.32,0.87
621142,1619.0,kg,1872.95,kg,1619.0,1872.95,56678.0,1.02,20.0,58094.95,60008.13,-1913.18,-382.64,-253.95,1.03,1.16,0.89
621143,974.52,kg,2008.91,kg,974.52,2008.91,39899.0,1.02,20.0,40896.48,39443.88,1452.6,290.52,-1034.39,0.96,2.06,0.47
621149,1641.0,kg,2575.61,kg,1641.0,2575.61,10242.0,1.02,20.0,10498.05,11417.54,-919.49,-183.9,-934.61,1.09,1.57,0.69
621210,34030.48,kg,35515.6,kg,34030.48,35515.6,2123827.0,1.03,20.0,2189240.87,2079187.86,110053.01,22010.6,-1485.12,0.95,1.04,0.91
621220,6820.95,kg,5283.19,kg,6820.95,5283.19,345924.0,1.03,20.0,356578.46,207895.92,148682.54,29736.51,1537.76,0.58,0.77,0.75
621230,1080.21,kg,3158.05,kg,1080.21,3158.05,98873.0,1.03,20.0,101918.29,242432.43,-140514.14,-28102.83,-2077.84,2.38,2.92,0.81
621290,30092.19,kg,36345.88,kg,30092.19,36345.88,1662570.0,1.03,20.0,1713777.16,1681719.61,32057.55,6411.51,-6253.69,0.98,1.21,0.81
621320,0.22,kg,0.48,kg,0.22,0.48,24.0,1.03,20.0,24.61,23.95,0.66,0.13,-0.26,0.97,2.22,0.44
621390,188.0,kg,6.34,kg,188.0,6.34,4240.0,1.03,20.0,4348.54,4240.0,108.54,21.71,181.66,0.98,0.03,28.91
621430,1631.0,units,2677.58,units,324.92,180.29,8293.0,1.03,20.0,8520.23,7960.09,560.14,112.03,144.64,0.93,0.55,1.68
621440,29.0,units,0.0,NR,9.28,5.32,515.0,1.03,20.0,529.11,492.87,36.24,7.25,3.96,0.93,0.57,1.62
621490,674.0,units,410.77,units,249.0,137.43,2961.0,1.03,20.0,3042.13,2005.11,1037.02,207.4,111.57,0.66,0.55,1.19
621520,22.0,kg,17.87,kg,22.0,17.87,780.0,1.03,20.0,803.09,941.11,-138.02,-27.6,4.13,1.17,0.81,1.44
621590,42.0,kg,42.45,kg,42.0,42.45,2552.0,1.03,20.0,2627.54,2552.0,75.54,15.11,-0.45,0.97,1.01,0.96
621600,880.13,kg,268.55,kg,880.13,268.55,30437.0,1.04,20.0,31544.91,8900.32,22644.59,4528.92,611.58,0.28,0.31,0.92
621710,4046.0,kg,2615.26,kg,4048.0,2615.26,118405.0,1.03,20.0,122051.87,81658.06,40393.81,8078.76,1432.74,0.67,0.65,1.04
621790,888.04,kg,1672.84,kg,888.04,1672.84,12295.0,1.03,20.0,12673.69,17979.18,-5305.49,-1061.1,-784.8,1.42,1.88,0.75
630110,480.0,units,93.51,units,252.0,539.67,1035.0,1.09,20.0,1129.18,1683.98,-554.8,-110.96,-287.67,1.49,2.14,0.7
630130,3817.0,kg,3957.68,kg,3839.0,3957.68,40709.0,1.09,20.0,44413.52,40842.05,3571.47,714.29,-118.68,0.92,1.03,0.89
630140,92802.0,kg,92868.5,kg,92728.0,92868.5,422037.0,1.09,20.0,460442.37,416170.91,44271.46,8854.29,-140.5,0.9,1.0,0.9
630190,59.0,kg,1713.8,kg,59.0,1713.8,819.0,1.09,20.0,893.53,14963.77,-14070.24,-2814.05,-1654.8,16.75,29.05,0.58
630210,14716.0,kg,15380.19,kg,14716.0,15380.19,128673.0,1.04,20.0,133742.72,136947.77,-3205.05,-641.01,-664.19,1.02,1.05,0.98
630221,17213.21,kg,17312.8,kg,17213.21,17312.8,163745.0,1.04,20.0,170196.55,179718.38,-9521.83,-1904.37,-99.59,1.06,1.01,1.05
630222,94657.0,kg,101630.0,kg,94657.0,101630.0,696913.0,1.04,20.0,724371.37,748841.01,-24469.64,-4893.93,-6973.0,1.03,1.07,0.96
630229,78.0,kg,386.44,kg,78.0,386.44,1810.0,1.04,20.0,1881.31,3883.31,-2002.0,-400.4,-308.44,2.06,4.95,0.42
630231,7031.54,kg,11570.7,kg,7031.54,11570.7,126175.0,1.04,20.0,131146.3,119270.88,11875.42,2375.08,-4539.16,0.91,1.65,0.55
630232,59775.0,kg,53135.9,kg,59795.0,53135.9,421866.0,1.04,20.0,438487.52,372899.29,65588.23,13117.65,6659.1,0.85,0.89,0.96
630239,1453.0,kg,1409.47,kg,1453.0,1409.47,26621.0,1.04,20.0,27669.87,25487.52,2182.35,436.47,43.53,0.92,0.97,0.95
630240,0.0,NR,505.17,kg,0.0,505.17,0.0,1.04,20.0,0.0,3856.23,-3856.23,-771.25,-505.17,NXR,NXR,
630251,5271.84,kg,6991.42,kg,5271.84,6991.42,56095.0,1.04,20.0,58305.14,54270.65,4034.49,806.9,-1719.58,0.93,1.33,0.7
630253,1445.03,kg,2889.52,kg,1445.03,2889.52,24511.0,1.04,20.0,25476.73,27212.05,-1735.32,-347.06,-1444.49,1.07,2.0,0.53
630259,112.0,kg,564.76,kg,112.0,564.76,7627.0,1.04,20.0,7927.5,9527.94,-1600.44,-320.09,-452.76,1.2,5.04,0.24
630260,350161.17,kg,356304.7,kg,350129.17,356304.7,3247881.0,1.04,20.0,3375847.51,3256755.31,119092.2,23818.44,-6175.53,0.96,1.02,0.95
630291,37520.43,kg,33806.6,kg,37520.43,33806.6,324800.0,1.04,20.0,337597.12,290940.43,46656.69,9331.34,3713.83,0.86,0.9,0.96
630293,1073.21,kg,1286.55,kg,1073.21,1286.55,14730.0,1.04,20.0,15310.36,14731.4,578.96,115.79,-213.34,0.96,1.2,0.8
630299,1921.0,kg,939.98,kg,1921.0,939.98,3654.0,1.04,20.0,3797.97,7579.03,-3781.06,-756.21,981.02,2.0,0.49,4.08
630312,492.0,kg,6150.46,kg,492.0,6150.46,8992.0,1.02,20.0,9189.82,9128.18,61.64,12.33,-5658.46,0.99,12.5,0.08
630319,34.0,kg,411.32,kg,34.0,411.32,905.0,1.02,20.0,924.91,14640.67,-13715.76,-2743.15,-377.32,15.83,12.1,1.31
630391,281.0,kg,470.42,kg,281.0,470.42,1594.0,1.02,20.0,1629.07,3484.48,-1855.41,-371.08,-189.42,2.14,1.67,1.28
630392,17998.0,kg,16990.5,kg,18004.0,16990.5,124463.0,1.02,20.0,127201.19,120760.69,6440.5,1288.1,1013.5,0.95,0.94,1.01
630399,6445.0,kg,7631.06,kg,6459.0,7631.06,81002.0,1.02,20.0,82784.04,92094.54,-9310.5,-1862.1,-1172.06,1.11,1.18,0.94
630419,4186.0,kg,6055.03,kg,4186.0,6055.03,30978.0,1.04,20.0,32372.01,24752.47,7619.54,1523.91,-1869.03,0.76,1.45,0.53
630491,383.0,kg,502.0,kg,383.0,502.0,5276.0,1.04,20.0,5513.42,5389.35,124.07,24.81,-119.0,0.98,1.31,0.75
630492,984.75,kg,736.6,kg,695.75,736.6,19604.0,1.04,20.0,20486.18,3719.12,16767.06,3353.41,-40.85,0.18,1.06,0.17
630493,8847.0,kg,6199.19,kg,8877.0,6199.19,118143.0,1.04,20.0,123459.44,89012.91,34446.52,6889.3,2677.81,0.72,0.7,1.03
630499,129.0,kg,6242.81,kg,129.0,6242.81,4212.0,1.04,20.0,4401.54,4323.2,78.34,15.67,-6113.81,0.98,48.39,0.02
630510,1633.0,kg,1787.32,kg,1633.0,1787.32,40620.0,1.04,16.0,42334.16,40539.82,1794.34,287.1,-154.32,0.96,1.09,0.87
630520,30.0,kg,32.9,kg,30.0,32.9,67.0,1.04,16.0,69.83,216.43,-146.6,-23.46,-2.9,3.1,1.1,2.83
630532,185429.0,kg,191655.0,kg,185429.0,191655.0,835574.0,1.04,16.0,870835.22,889018.06,-18182.84,-2909.25,-6226.0,1.02,1.03,0.99
630533,437548.0,kg,437126.0,kg,437548.0,437126.0,795397.0,1.04,16.0,828962.75,794864.67,34098.08,5455.69,422.0,0.96,1.0,0.96
630539,8.0,kg,76.2,kg,8.0,76.2,328.0,1.04,16.0,341.84,328.0,13.84,2.21,-68.2,0.96,9.52,0.1
630590,8173.21,kg,8169.48,kg,8173.21,8169.48,29702.0,1.04,16.0,30955.42,29630.45,1324.97,212.0,3.73,0.96,1.0,0.96
630612,112904.0,kg,166125.0,kg,112904.0,166125.0,487300.0,1.03,20.0,503185.98,660910.07,-157724.09,-31544.82,-53221.0,1.31,1.47,0.89
630619,70135.0,kg,31403.5,kg,70135.0,31403.5,308915.0,1.03,20.0,318985.63,187005.52,131980.11,26396.02,38731.5,0.59,0.45,1.31
630622,5796.0,kg,2526.98,kg,5796.0,2526.98,65001.0,1.03,20.0,67120.03,48800.38,18319.65,3663.93,3269.02,0.73,0.44,1.67
630629,17518.0,kg,17671.7,kg,17518.0,17671.7,234196.0,1.03,20.0,241830.79,237586.15,4244.64,848.93,-153.7,0.98,1.01,0.97
630710,86061.44,kg,91191.15,kg,86063.44,91191.15,364219.0,1.04,20.0,378642.07,323140.29,55501.78,11100.36,-5127.7,0.85,1.06,0.81
630720,3360.45,kg,4782.59,kg,3350.45,4782.59,104302.0,1.04,20.0,108432.36,113403.94,-4971.58,-994.32,-1432.14,1.05,1.43,0.73
630790,31973.2,kg,32518.82,kg,31671.2,32518.82,370330.0,1.04,7.0,384995.07,360279.27,24715.8,1730.11,-847.61,0.94,1.03,0.91
630800,5667.21,kg,6234.7,kg,5667.21,6234.7,4063.0,1.03,20.0,4165.39,3432.9,732.49,146.5,-567.49,0.82,1.1,0.75
630900,31.22,kg,232.2,kg,31.22,232.2,1010.0,1.09,20.0,1097.47,645.59,451.88,90.38,-200.98,0.59,7.44,0.08
631090,0.0,NR,1981.27,kg,0.0,1981.27,0.0,1.07,20.0,0.0,9038.34,-9038.34,-1807.67,-1981.27,NXR,NXR,
640110,4916.0,pairs_of_units,1269.52,pairs_of_units,9490.0,9811.72,35393.0,1.03,20.0,36313.22,34881.29,1431.93,286.39,-321.72,0.96,1.03,0.93
640192,145448.0,pairs_of_units,66497.72,pairs_of_units,239314.0,295767.0,637471.0,1.03,20.0,654045.25,843800.36,-189755.11,-37951.02,-56453.0,1.29,1.24,1.04
640199,54209.0,pairs_of_units,11160.93,pairs_of_units,18095.0,18059.0,183298.0,1.03,20.0,188063.75,181661.34,6402.41,1280.48,36.0,0.97,1.0,0.97
640219,190232.0,pairs_of_units,56854.22,pairs_of_units,102517.0,103706.3,1758690.0,1.02,20.0,1788939.47,1718704.74,70234.73,14046.95,-1189.3,0.96,1.01,0.95
640220,6445654.0,pairs_of_units,1989732.61,pairs_of_units,2072544.0,1945890.0,11230458.0,1.02,20.0,11423621.88,10215180.65,1208441.23,241688.25,126654.0,0.89,0.94,0.95
640291,236318.0,pairs_of_units,130076.06,pairs_of_units,192520.0,129077.05,2932988.0,1.02,20.0,2983435.39,2733090.78,250344.61,50068.92,63442.95,0.92,0.67,1.37
640299,2071940.0,pairs_of_units,1054940.02,pairs_of_units,987156.0,1014157.44,14707481.0,1.02,20.0,14960449.67,15262312.16,-301862.49,-60372.5,-27001.44,1.02,1.03,0.99
640319,3550.0,pairs_of_units,1006.34,pairs_of_units,2105.04,3683.82,38277.0,1.02,20.0,39142.06,48436.87,-9294.81,-1858.96,-1578.78,1.24,1.75,0.71
640320,3386.0,pairs_of_units,156.5,pairs_of_units,2442.0,2318.4,9275.0,1.02,25.0,9484.62,8481.32,1003.3,250.82,123.6,0.89,0.95,0.94
640340,38225.0,pairs_of_units,10054.68,pairs_of_units,34573.0,34895.87,323245.0,1.02,20.0,330550.34,350825.58,-20275.24,-4055.05,-322.87,1.06,1.01,1.05
640351,316.0,pairs_of_units,0.0,NR,298.0,208.78,19089.0,1.02,22.5,19520.41,18619.74,900.67,202.65,89.22,0.95,0.7,1.36
640359,2276.0,pairs_of_units,719.74,pairs_of_units,1428.48,1409.71,88857.0,1.02,22.5,90865.17,88385.87,2479.3,557.84,18.77,0.97,0.99,0.99
640391,284907.0,pairs_of_units,111007.99,pairs_of_units,233179.0,241394.98,4364204.0,1.02,20.0,4462835.01,4626975.31,-164140.3,-32828.06,-8215.98,1.04,1.04,1.0
640399,249300.0,pairs_of_units,138491.74,pairs_of_units,161457.24,164821.07,4205178.0,1.02,20.0,4300215.02,4355758.63,-55543.61,-11108.72,-3363.83,1.01,1.02,0.99
640411,106546.0,pairs_of_units,56819.87,pairs_of_units,61149.0,59003.2,1854097.0,1.02,17.0,1889324.84,1799305.92,90018.92,15303.22,2145.8,0.95,0.96,0.99
640419,574895.0,pairs_of_units,267598.52,pairs_of_units,293610.0,275652.99,5792435.0,1.02,20.0,5902491.26,5815201.47,87289.79,17457.96,17957.01,0.99,0.94,1.05
640420,9507.0,pairs_of_units,527.84,pairs_of_units,2560.0,1449.95,88001.0,1.02,20.0,89673.02,86862.29,2810.73,562.15,1110.05,0.97,0.57,1.71
640510,48587.0,pairs_of_units,17747.76,pairs_of_units,38667.0,38001.5,675050.0,1.03,25.0,693681.38,673928.98,19752.4,4938.1,665.5,0.97,0.98,0.99
