reporter,hs_code,bound_tariff,commodity
Brazil,551299,35.0,"Woven fabrics containing >= 85% synthetic staple fibres by weight, dyed, made of yarn of different colours or printed (excl. those of acrylic, modacrylic or polyester staple fibres)"
Brazil,551311,35.0,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², unbleached or bleached"
Brazil,551312,35.0,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², in three-thread or four-thread twill, incl. cross twill, unbleached or bleached"
Brazil,551313,35.0,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², unbleached or bleached (excl. those in three-thread or four-thread twill, incl. cross twill, and plain woven fabrics)"
Brazil,551319,35.0,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², unbleached or bleached (excl. those of polyester staple fibres)"
Brazil,551321,35.0,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², dyed"
Brazil,551322,35.0,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², in three-thread or four-thread twill, incl. cross twill, dyed"
Brazil,551323,35.0,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², dyed (excl. those in three-thread or four-thread twill, incl. cross twill, and plain woven fabrics)"
Brazil,551329,35.0,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², dyed (excl. those of polyester staple fibres)"
Brazil,551331,35.0,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², made of yarn of different colours"
Brazil,551332,35.0,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², in three-thread or four-thread twill, incl. cross twill, made of yarn of different colours"
Brazil,551333,35.0,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², made of yarn of different colours (excl. those in three-thread or four-thread twill, incl. cross twill, and plain woven fabrics)"
Brazil,551339,35.0,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², made of yarn of different colours (excl. those of polyester staple fibres)"
Brazil,551341,35.0,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², printed"
Brazil,551342,35.0,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², in three-thread or four-thread twill, incl. cross twill, printed"
Brazil,551343,35.0,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², printed (excl. those in three-thread or four-thread twill, incl. cross twill, and plain woven fabrics)"
Brazil,551349,35.0,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², printed (excl. those of polyester staple fibres)"
Brazil,551411,35.0,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing > 170 g/m², unbleached or bleached"
Brazil,551412,35.0,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing > 170 g/m², in three-thread or four-thread twill, incl. cross twill, unbleached or bleached"
Brazil,551413,35.0,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing > 170 g/m², unbleached or bleached (excl. those in three-thread or four-thread twill, incl. cross twill, and plain woven fabrics)"
Brazil,551419,35.0,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally or solely with cotton and weighing > 170 g/m², unbleached or bleached (excl. those of polyester staple fibres)"
Brazil,551421,35.0,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing > 170 g/m², dyed"
Brazil,551422,35.0,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing > 170 g/m², in three-thread or four-thread twill, incl. cross twill, dyed"
Brazil,551423,35.0,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing > 170 g/m², dyed (excl. those in three-thread or four-thread twill, incl. cross twill, and plain woven fabrics)"
Brazil,551429,35.0,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally or solely with cotton and weighing > 170 g/m², dyed (excl. those of polyester staple fibres)"
Brazil,551431,35.0,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing > 170 g/m², made of yarn of different colours"
Brazil,551432,35.0,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing > 170 g/m², in three-thread or four-thread twill, incl. cross twill, made of yarn of different colours"
Brazil,551433,35.0,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing > 170 g/m², made of yarn of different colours (excl. those in three-thread or four-thread twill, incl. cross twill, and plain woven fabrics)"
Brazil,551439,35.0,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally or solely with cotton and weighing > 170 g/m², made of yarn of different colours (excl. those of polyester staple fibres)"
Brazil,551441,35.0,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing > 170 g/m², printed"
Brazil,551442,35.0,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing > 170 g/m², in three-thread or four-thread twill, incl. cross twill, printed"
Brazil,551443,35.0,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing > 170 g/m², printed (excl. those in three-thread or four-thread twill, incl. cross twill, and plain woven fabrics)"
Brazil,551449,35.0,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally or solely with cotton and weighing > 170 g/m², printed (excl. those of polyester staple fibres)"
Brazil,551511,35.0,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with viscose staple fibres"
Brazil,551512,35.0,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with man-made filament"
Brazil,551513,35.0,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton or fine animal hair"
Brazil,551519,35.0,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, other than those mixed principally or solely with wool or fine animal hair, made-made filament, viscose staple fibres or cotton"
Brazil,551521,35.0,"Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed principally or solely with man-made filament"
Brazil,551522,35.0,"Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed principally or solely with carded wool or carded fine animal hair"
Brazil,551529,35.0,"Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, other than those mixed principally or solely with wool, fine animal hair, man-made filaments or cotton"
Brazil,551591,35.0,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres, mixed principally or solely with man-made filament (excl. those of acrylic, modacrylic or polyester staple fibres)"
Brazil,551592,35.0,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres, mixed principally or solely with wool or fine animal hair (excl. those of acrylic, modacrylic or polyester staple fibres)"
Brazil,551599,35.0,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres, other than those mixed principally or solely with wool, fine animal hair, man-made filament or cotton (excl. those of acrylic, modacrylic or polyester staple fibres)"
Brazil,551611,35.0,"Woven fabrics containing >= 85% artificial staple fibres by weight, unbleached or bleached"
Brazil,551612,35.0,"Woven fabrics containing >= 85% artificial staple fibres by weight, dyed"
Brazil,551613,35.0,"Woven fabrics containing >= 85% artificial staple fibres by weight, made of yarn of different colours"
Brazil,551614,35.0,"Woven fabrics containing >= 85% artificial staple fibres by weight, printed"
Brazil,551621,35.0,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally or solely with man-made filament, unbleached or bleached"
Brazil,551622,35.0,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally or solely with man-made filament, dyed"
Brazil,551623,35.0,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally or solely with man-made filament, made of yarn of different colours"
Brazil,551624,35.0,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed principally or solely with man-made filament, printed"
Brazil,551631,35.0,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed principally or solely with wool or fine animal hair, unbleached or bleached"
Brazil,551632,35.0,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed principally or solely with wool or fine animal hair, dyed"
Brazil,551633,35.0,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed principally or solely with wool or fine animal hair, made of yarn of different colours"
Brazil,551634,35.0,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed principally or solely with wool or fine animal hair, printed"
Brazil,551641,35.0,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed principally or solely with cotton, unbleached or bleached"
Brazil,551642,35.0,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed principally or solely with cotton, dyed"
Brazil,551643,35.0,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed principally or solely with cotton, made of yarn of different colours"
Brazil,551644,35.0,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed principally or solely with cotton, printed"
Brazil,551691,35.0,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other than those mixed principally or solely with cotton, wool, fine animal hair or man-made filament, unbleached or bleached"
Brazil,551692,35.0,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other than those mixed principally or solely with cotton, wool, fine animal hair or man-made filament, dyed"
Brazil,551693,35.0,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other than those mixed principally or solely with cotton, wool, fine animal hair or man-made filament, made of yarn of different colours"
Brazil,551694,35.0,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other than those mixed principally or solely with cotton, wool, fine animal hair or man-made filament, printed"
Brazil,560110,35.0,"Sanitary towels and tampons, napkins and napkin liners for babies and similar sanitary articles, of wadding"
Brazil,560121,35.0,"Wadding of cotton and articles thereof (excl. sanitary towels and tampons, napkins and napkin liners for babies and similar sanitary articles, wadding and articles thereof impregnated or coated with pharmaceutical substances or put up for retail sale for medical, surgical, dental or veterinary purposes, and products impregnated, coated or covered with perfumes, cosmetics, soaps, detergents, etc.)"
Brazil,560122,35.0,"Wadding of man-made fibres and articles thereof (excl. sanitary towels and tampons, napkins and napkin liners for babies and similar sanitary articles, wadding and articles thereof impregnated or coated with pharmaceutical substances or put up for retail sale for medical, surgical, dental or veterinary purposes, and products impregnated, coated or covered with perfumes, cosmetics, soaps, detergents etc.)"
Brazil,560129,35.0,"Wadding of textile materials and articles thereof (excl. of cotton or man-made fibres; sanitary towels and tampons, napkins and napkin liners for babies and similar sanitary articles, wadding and articles thereof, impregnated or covered with medicated substances or put up for retail for medical, surgical, dental or veterinary purposes, or impregnated, coated or covered with perfumes, make-up, soaps, cleansing agents, etc.)"
Brazil,560130,35.0,Textile flock and dust and mill neps
Brazil,560210,35.0,"Needleloom felt and stitch-bonded fibre fabrics, whether or not impregnated, coated, covered or laminated, n.e.s."
Brazil,560221,35.0,"Felt, not impregnated, coated, covered or laminated, of wool or fine animal hair, n.e.s. (excl. needleloom felt and stitch-bonded fibre fabrics)"
Brazil,560229,35.0,"Felt, not impregnated, coated, covered or laminated (excl. that of wool or fine animal hair; needleloom felt and stitch-bonded fibre fabrics)"
Brazil,560290,35.0,"Felt, impregnated, coated, covered or laminated (excl. needleloom felt and stitch-bonded fibre fabrics)"
Brazil,560311,28.333333333333332,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of synthetic or man-made filaments, weighing <= 25 g/m²"
Brazil,560312,28.333333333333332,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of man-made filaments, weighing > 25 g/m² but <= 70 g/m²"
Brazil,560313,28.333333333333332,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of man-made filaments, weighing > 70 g/m² but <= 150 g/m²"
Brazil,560314,25.0,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of man-made filaments, weighing > 150 g"
Brazil,560391,25.0,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing <= 25 g/m² (excl. of man-made filaments)"
Brazil,560392,30.0,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > 25 g/m² but <= 70 g/m² (excl. of man-made filaments)"
Brazil,560393,30.0,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > 70 g/m² but <= 150 g/m² (excl. of man-made filaments)"
Brazil,560394,25.0,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > than 150 g/m² (excl. of man-made filaments)"
Brazil,560410,35.0,Textile-covered rubber thread and cord
Brazil,560420,35.0,"High tenacity yarn of polyesters, nylon, other polyamides or viscose, impregnated or coated with rubber or plastics"
Brazil,560490,35.0,"Textile yarn, strip and the like of heading 5404 and 5405, impregnated, coated, covered or sheathed with rubber or plastics (excl. high tenacity yarn of polyesters, nylon, other polyamides or viscose, impregnated or coated with rubber or plastics; imitation catgut, thread and cord with fish-hook attachments or otherwise put up as fishing line)"
Brazil,560500,35.0,"Metallized yarn, whether or not gimped, being textile yarn, or strip or the like of heading 5404 or 5405, of textile fibres, combined with metal in the form of thread, strip or powder or covered with metal (excl. yarns manufactured from a mixture of textile fibres and metal fibres, with anti-static properties; yarns reinforced with metal wire; articles with the character of trimmings)"
Brazil,560600,35.0,"Gimped yarn, gimped strip and the like of heading 5404 or 5405; chenille yarn, incl. flock chenille yarn, and loop wale-yarn (excl. metal yarn and metallized yarn of heading 5605; gimped horsehair yarn; textile-covered rubber thread; twine, cord and other gimped textile products of heading 5808; gimped metal yarn)"
Brazil,560710,35.0,"Twine, cordage, ropes and cables, of jute or other textile bast fibres of heading 5303, whether or not plaited or braided and whether or not impregnated, coated, covered or sheathed with rubber or plastics"
Brazil,560721,35.0,"Binder or baler twine, of sisal or other textile fibres of the genus Agave"
Brazil,560729,35.0,"Twine, cordage, ropes and cables, of sisal or other textile fibres of the genus Agave, whether or not plaited or braided and whether or not impregnated, coated, covered or sheathed with rubber or plastics (excl. binder or baler twine)"
Brazil,560741,35.0,"Binder or baler twine, of polyethylene or polypropylene"
Brazil,560749,35.0,"Twine, cordage, ropes and cables of polyethylene or polypropylene, whether or not plaited or braided and whether or not impregnated, coated, covered or sheathed with rubber or plastics (excl. binder or baler twine)"
Brazil,560750,35.0,"Twine, cordage, ropes and cables, of synthetic fibres, whether or not plaited or braided and whether or not impregnated, coated, covered or sheathed with rubber or plastics (excl. polyethylene and polypropylene)"
Brazil,560790,35.0,"Twine, cordage, ropes and cables, whether or not plaited or braided and whether or not impregnated, coated, covered or sheathed with rubber or plastics (excl. that of synthetic fibres, of jute or other textile bast fibres of heading 5303 and of sisal or other textile fibres of the genus Agave)"
Brazil,560811,35.0,Made up knotted fishing nets of man-made textile materials (excl. landing nets)
Brazil,560819,35.0,"Knotted netting of twine, cordage, ropes or cables, by the piece or metre; made-up nets, of man-made textile materials (excl. made-up fishing nets, hair-nets, nets for sporting purposes, incl. landing nets, butterfly nets and the like)"
Brazil,560890,35.0,"Knotted netting of twine, cordage, ropes or cables, by the piece or metre; made-up fishing nets and other made-up nets, of vegetable textile materials (excl. hair-nets, nets for sporting purposes, incl. landing nets, butterfly nets and the like)"
Brazil,560900,35.0,"Articles of yarn, strip or the like of heading 5404 or 5405, or of twine, cordage, ropes or cables of heading 5607, n.e.s."
Brazil,570110,35.0,"Carpets and other textile floor coverings, of wool or fine animal hair, knotted, whether or not made-up"
Brazil,570190,35.0,"Carpets and other textile floor coverings, of textile materials, knotted, whether or not made-up (excl. those of wool or fine animal hair)"
Brazil,570210,35.0,"Kelem, Schumacks, Karamanie and similar handwoven rugs, whether or not made-up"
Brazil,570220,35.0,"Floor coverings of coconut fibres ""coir"", woven, whether or not made-up"
Brazil,570231,35.0,"Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, of pile construction, not made-up (excl. Kelem, Schumacks, Karamanie and similar handwoven rugs)"
Brazil,570232,35.0,"Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, of pile construction (excl. Kelem, Schumacks, Karamanie and similar handwoven rugs)"
Brazil,570239,35.0,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, not tufted or flocked, of pile construction, not made-up (excl. Kelem, Schumacks, Karamanie and similar handwoven rugs, and floor coverings of coconut fibres ""coir"")"
Brazil,570241,35.0,"Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, of pile construction, made-up (excl. Kelem, Schumacks, Karamanie and similar handwoven rugs, plus Axminster and Wilton carpets)"
Brazil,570242,35.0,"Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, of pile construction, made-up (excl. Kelem, Schumacks, Karamanie and similar handwoven rugs)"
Brazil,570249,35.0,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, not tufted or flocked, of pile construction, not made-up (excl. Kelem, Schumacks, Karamanie and similar handwoven rugs, and floor coverings of coconut fibres ""coir"")"
Brazil,570251,35.0,"Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, not of pile construction, not made-up (excl. Kelem, Schumacks, Karamanie and similar handwoven rugs)"
Brazil,570252,35.0,"Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, not of pile construction, not made-up (excl. Kelem, Schumacks, Karamanie and similar handwoven rugs)"
Brazil,570259,35.0,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, not tufted or flocked, not of pile construction, not made-up (excl. Kelem, Schumacks, Karamanie and similar handwoven rugs, and floor coverings of coconut fibres ""coir"")"
Brazil,570291,35.0,"Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, not of pile construction, made-up (excl. Kelem, Schumacks, Karamanie and similar handwoven rugs)"
Brazil,570292,35.0,"Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, not of pile construction, made-up (excl. Kelem, Schumacks, Karamanie and similar handwoven rugs)"
Brazil,570299,35.0,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, not tufted or flocked, not of pile construction, made-up (excl. Kelem, Schumacks, Karamanie and similar handwoven rugs, and floor coverings of coconut fibres ""coir"")"
Brazil,570310,35.0,"Carpets and other floor coverings, of wool or fine animal hair, tufted ""needle punched"", whether or not made-up"
Brazil,570320,35.0,"Carpets and other floor coverings, of nylon or other polyamides, tufted ""needle punched"", whether or not made-up"
Brazil,570330,35.0,"Carpets and other floor coverings, of man-made textile materials, tufted ""needle punched"", whether or not made-up (excl. those of nylon or other polyamides)"
Brazil,570390,35.0,"Carpet tiles of vegetable textile materials or coarse animal hair, tufted ""needle punched"", whether or not made-up"
Brazil,570410,35.0,"Floor tiles, of felt, not tufted or flocked, with an area of <= 0,3 m²"
Brazil,570490,35.0,"Carpets and other floor coverings, of felt, not tufted or flocked, whether or not made-up (excl. floor tiles with an area of <= 0,3 m²)"
Brazil,570500,35.0,"Carpets and other textile floor coverings, whether or not made-up (excl. knotted, woven or tufted ""needle punched"", and of felt)"
Brazil,580110,35.0,"Woven pile fabrics and chenille fabrics, of wool or fine animal hair (excl. terry towelling and similar woven terry fabrics, tufted textile fabrics and narrow woven fabrics of heading 5806)"
Brazil,580121,35.0,"Uncut weft pile fabrics, of cotton (excl. terry towelling and similar woven terry fabrics, tufted textile fabrics and narrow woven fabrics of heading 5806)"
Brazil,580122,35.0,"Cut corduroy, of cotton (excl. terry towelling and similar woven terry fabrics, tufted textile fabrics and narrow woven fabrics of heading 5806)"
Brazil,580123,35.0,"Cut weft pile fabrics, of cotton (excl. terry towelling and similar woven terry fabrics, tufted textile fabrics and narrow woven fabrics of heading 5806)"
Brazil,580124,35.0,"Uncut warp pile fabrics ""epingle"", of cotton (excl. terry towelling and similar woven terry fabrics, tufted textile fabrics and narrow woven fabrics of heading 5806)"
Brazil,580125,35.0,"Cut warp pile fabrics, of cotton (excl. terry towelling and similar woven terry fabrics, tufted textile fabrics and narrow woven fabrics of heading 5806)"
Brazil,580126,35.0,"Chenille fabrics, of cotton (excl. terry towelling and similar woven terry fabrics, tufted textile fabrics and narrow woven fabrics of heading 5806)"
Brazil,580131,35.0,"Uncut weft pile fabrics, of man-made fibres (excl. terry towelling and similar woven terry fabrics, tufted textile fabrics and narrow woven fabrics of heading 5806)"
Brazil,580132,35.0,"Cut corduroy, of man-made fibres (excl. terry towelling and similar woven terry fabrics, tufted textile fabrics and narrow woven fabrics of heading 5806)"
Brazil,580133,35.0,"Cut weft pile fabrics, of man-made fibres (excl. terry towelling and similar woven terry fabrics, tufted textile fabrics and narrow woven fabrics of heading 5806)"
Brazil,580134,35.0,"Uncut warp pile fabrics ""epingle"", of man-made fibres (excl. terry towelling and similar woven terry fabrics, tufted textile fabrics and narrow woven fabrics of heading 5806)"
Brazil,580135,35.0,"Cut warp pile fabrics, of man-made fibres (excl. terry towelling and similar woven terry fabrics, tufted textile fabrics and narrow woven fabrics of heading 5806)"
Brazil,580136,35.0,"Chenille fabrics, of man-made fibres (excl. terry towelling and similar woven terry fabrics, tufted textile fabrics and narrow woven fabrics of heading 5806)"
Brazil,580190,35.0,"Woven pile fabrics and chenille fabrics (excl. those of man-made fibres, wool or fine animal hair, terry towelling and similar woven terry fabrics, tufted textile fabrics and narrow woven fabrics of heading 5806)"
Brazil,580211,35.0,"Terry towelling and similar woven terry fabrics, of cotton, unbleached (excl. narrow woven fabrics of heading 5806, carpets and other floor coverings)"
Brazil,580219,35.0,"Terry towelling and similar woven terry fabrics, of cotton (excl. unbleached, narrow woven fabrics of heading 5806, carpets and other floor coverings)"
Brazil,580220,35.0,"Terry towelling and similar woven terry fabrics (excl. those of cotton, narrow woven fabrics of heading 5806, carpets and other floor coverings)"
Brazil,580230,35.0,Tufted textile fabrics (excl. carpets and other floor coverings)
Brazil,580310,35.0,Cotton gauze (excl. narrow woven fabrics of heading 5806)
Brazil,580390,35.0,Gauze (excl. that of cotton and narrow woven fabrics of heading 5806)
Brazil,580410,35.0,"Tulles and other net fabrics (excl. woven, knitted or crocheted fabrics)"
Brazil,580421,35.0,"Mechanically made lace of man-made fibres in the piece, in strips or in motifs (excl. fabrics of heading 6002 to 6006)"
Brazil,580429,35.0,"Mechanically made lace in the piece, in strips or in motifs (excl. that of man-made fibres and fabrics of heading 6002 to 6006)"
Brazil,580430,35.0,"Hand-made lace in the piece, in strips or in motifs (excl. fabrics of heading 6002 to 6006)"
Brazil,580500,35.0,"Hand-woven tapestries of the type Gobelin, Flanders, Aubusson, Beauvais and the like, and needle-worked tapestries, e.g. petit point, cross-stitch, whether or not made-up (excl. Kelem, Schumacks, Karamanie and the like, and tapestries > 100 years old)"
Brazil,580610,35.0,"Narrow woven pile fabrics, incl. terry towelling and similar terry fabrics, and chenille fabrics (excl. labels, badges and similar articles)"
Brazil,580620,35.0,"Narrow woven fabrics of textile materials, containing >= 5% elastomeric yarn or rubber thread by weight (excl. woven pile fabrics, incl. terry towelling and similar terry fabrics, chenille fabrics, and labels, badges and similar articles)"
Brazil,580631,35.0,"Narrow woven fabrics of cotton, n.e.s."
Brazil,580632,35.0,"Narrow woven fabrics of man-made fibres, n.e.s."
Brazil,580639,35.0,"Narrow woven fabrics of textile materials other than cotton or man-made fibres, n.e.s."
Brazil,580640,35.0,"Narrow fabrics consisting of warp without weft assembled by means of an adhesive ""bolducs"""
Brazil,580710,35.0,"Labels, badges and similar articles, of textile materials, in the piece, in strips or cut to shape or size, woven, not embroidered"
Brazil,580790,35.0,"Labels, badges and similar articles, of textile materials, in the piece, in strips or cut to shape or size, not embroidered (excl. woven)"
Brazil,580810,35.0,Braids in the piece
Brazil,580890,35.0,"Ornamental trimmings of textile materials, in the piece, not embroidered, other than knitted or crocheted; tassels, pompons and similar articles of textile materials (excl. braids in the piece)"
Brazil,580900,35.0,"Woven fabrics of metal thread and woven fabrics of metallized yarn of heading 5605, of a kind used in apparel, as furnishing fabrics or for similar purposes, n.e.s."
Brazil,581010,35.0,"Embroidery on a textile fabric ground without visible ground, in the piece, in strips or in motifs"
Brazil,581091,35.0,"Embroidery of cotton on a textile fabric ground, in the piece, in strips or in motifs (excl. embroidery without visible ground)"
Brazil,581092,35.0,"Embroidery of man-made fibres on a textile fabric base, in the piece, in strips or in motifs (excl. embroidery without visible ground)"
Brazil,581099,35.0,"Embroidery of materials other than cotton or man-made fibres, on a textile fabric base, in the piece, in strips or in motifs (excl. embroidery without visible ground)"
Brazil,581100,35.0,"Quilted textile products in the piece, composed of one or more layers of textile materials assembled with padding by stitching or otherwise (excl. embroidery of heading 5810 and quilted fabrics for bedding and furnishings)"
Brazil,590110,35.0,"Textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers of books, the manufacture of boxes and articles of cardboard or the like"
Brazil,590190,35.0,Tracing cloth; prepared painting canvas; buckram and similar stiffened textile fabrics of a kind used for hat foundations (excl. plastic-coated textile fabrics)
Brazil,590210,35.0,"Tyre cord fabric of high tenacity yarn of nylon or other polyamides, whether or not dipped or impregnated with rubber or plastic"
Brazil,590220,35.0,"Tyre cord fabric of high tenacity polyester yarn, whether or not dipped or impregnated with rubber or plastic"
Brazil,590290,35.0,"Tyre cord fabric of high tenacity viscose rayon yarn, whether or not dipped in rubber or plastic"
Brazil,590310,35.0,"Textile fabrics impregnated, coated, covered or laminated with poly""vinyl chloride"" (excl. wall coverings of textile materials impregnated or covered with poly""vinyl chloride""; floor coverings consisting of a textile backing and a top layer or covering of poly""vinyl chloride"")"
Brazil,590320,35.0,"Textile fabrics impregnated, coated, covered or laminated with polyurethane (excl. wall coverings of textile materials impregnated or covered with polyurethane; floor coverings consisting of a textile backing and a top layer or covering of polyurethane)"
Brazil,590390,35.0,"Textile fabrics impregnated, coated, covered or laminated with plastics other than poly""vinyl chloride"" or polyurethane (excl. tyre cord fabric of high tenacity yarn of nylon or other polyamides, polyesters or viscose rayon; wall coverings of textile materials impregnated or covered with plastic; floor coverings consisting of a textile backing and a top layer or covering of plastics)"
Brazil,590410,35.0,"Linoleum, whether or not cut to shape"
Brazil,590490,35.0,"Floor coverings consisting of a coating or covering applied on a textile backing, whether or not cut to shape (excl. linoleum)"
Brazil,590500,35.0,Textile wall coverings
Brazil,590610,35.0,"Adhesive tape of rubberised textile fabrics, of a width of <= 20 cm (excl. that impregnated or coated with pharmaceutical substances or put up for retail sale for medical, surgical, dental or veterinary purposes)"
Brazil,590691,35.0,"Knitted or crocheted textile fabrics, rubberised, n.e.s."
Brazil,590699,35.0,"Rubberized textile fabrics (excl. knitted or crocheted textile fabrics, adhesive tape of a width of <= 20 cm, and tyre cord fabric of high tenacity yarn of nylon or other polyamides, polyesters or viscose rayon)"
Brazil,590700,35.0,"Impregnated, coated or covered textile fabrics; painted canvas being theatrical scenery, studio back-cloths or the like, n.e.s."
Brazil,590800,35.0,"Textile wicks, woven, plaited or knitted, for lamps, stoves, lighters, candles or the like; incandescent gas mantles and tubular knitted gas mantle fabric for incandescent gas mantles, whether or not impregnated (excl. wax-covered wicks of the taper variety, fuses and detonating fuses, wicks in the form of textile yarn and glass-fibre wicks)"
