reporter,hs_code,bound_tariff,commodity
Brazil,320820,20.0,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed or dissolved in a non-aqueous medium; solutions based on acrylic or vinyl polymers in volatile organic solvents, containing > 50% solvent by weight"
Brazil,320890,20.0,"Paints and varnishes based, incl. enamels and lacquers, on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium, and solutions of products of subheading 3901 to 3913 in volatile organic solvents, containing > 50% solvent by weight (excl. those based on polyesters and acrylic or vinyl polymers and solutions of collodion)"
Brazil,320910,20.0,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed or dissolved in an aqueous medium"
Brazil,320990,20.0,"Paints and varnishes, incl. enamels and lacquers, based on synthetic or chemically modified natural polymers, dispersed or dissolved in an aqueous medium (excl. those based on acrylic or vinyl polymers)"
Brazil,321000,20.0,"Paints and varnishes, incl. enamels, lacquers and distempers (excl. those based on synthetic polymers or chemically modified natural polymers); prepared water pigments of a kind used for finishing leather"
Brazil,321100,20.0,Prepared driers
Brazil,321210,20.0,Stamping foils of a kind used in the printing of book bindings or hatband leather
Brazil,321290,20.0,"Pigments, incl. metallic powders and flakes, dispersed in non-aqueous media, in liquid or paste form, of a kind used in the manufacture of paints; colorants and other colouring matter, n.e.s. put up for retail sale"
Brazil,321310,20.0,"Sets of artist's, student's or signboard painter's colours, modifying tints, amusement colours and the like, in tablets, tubes, jars, bottles, pans or similar packages"
Brazil,321390,20.0,"Artist's, student's or signboard painter's colours, modifying tints, amusement colours and the like, in tablets, tubes, jars, bottles, pans or similar packages (excl. those in sets)"
Brazil,321410,20.0,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' fillings"
Brazil,321490,20.0,"Non-refractory surfacing preparations for facades, inside walls, floors, ceilings and the like"
Brazil,321511,20.0,"Black printing ink, whether or not concentrated or solid"
Brazil,321519,20.0,"Printing ink, whether or not concentrated or solid (excl. black ink)"
Brazil,321590,20.0,"Writing or drawing ink and other inks, whether or not concentrated or solid"
Brazil,330111,20.0,"Oils of bergamot, whether or not terpeneless, incl. concretes and absolutes"
Brazil,330112,20.0,"Oils of sweet and bitter orange, whether or not terpeneless, incl. concretes and absolutes (excl. orange-flower oil)"
Brazil,330113,20.0,"Oils of lemon, whether or not terpeneless, incl. concretes and absolutes"
Brazil,330114,20.0,"Oils of lime, whether or not terpeneless, incl. concretes and absolutes"
Brazil,330119,20.0,"Essential oils of citrus fruit, whether or not terpeneless, incl. concretes and absolutes (excl. those of bergamot, sweet and bitter orange, lemon and lime)"
Brazil,330121,20.0,"Oils of geranium, whether or not terpeneless, incl. concretes and absolutes"
Brazil,330122,20.0,"Oils of jasmin, whether or not terpeneless, incl. concretes and absolutes"
Brazil,330123,20.0,"Oils of lavender or of lavandin, whether or not terpeneless, incl. concretes and absolutes"
Brazil,330124,20.0,"Oils of peppermint ""Mentha piperita"", whether or not terpeneless, incl. concretes and absolutes"
Brazil,330125,20.0,"Oils of mints, whether or not terpeneless, incl. concretes and absolutes (excl. those of peppermint ""Mentha piperita"")"
Brazil,330126,20.0,"Oils of vetiver, whether or not terpeneless, incl. concretes and absolutes"
Brazil,330129,20.0,"Essential oils, whether or not terpeneless, incl. concretes and absolutes (excl. those of citrus fruit, geramium, jasmine, lavender, lavandine, mint and vetiver)"
Brazil,330130,20.0,Resinoids
Brazil,330190,20.0,"Extracted oleoresins; concentrates of essential oils in fats, fixed oils, waxes and the like, obtained by enfleurage or maceration; terpenic by-products of the deterpenation of essential oils; aromatic aqueous distillates and aqueous solutions of essential oils"
Brazil,330210,20.0,"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, with a basis of one or more of these substances, of a kind used in the food and drink industries; other preparations based on odoriferous substances, of a kind used for the manufacture of beverages"
Brazil,330290,20.0,"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, based on one or more of these substances, of a kind used as raw materials in industry (excl. food or drink industries)"
Brazil,330300,25.0,"Perfumes and toilet waters (excl. aftershave lotions, personal deodorants and hair lotions)"
Brazil,330410,25.0,Lip make-up preparations
Brazil,330420,25.0,Eye make-up preparations
Brazil,330430,25.0,Manicure or pedicure preparations
Brazil,330491,25.0,"Make-up or skin care powders, incl. baby powders, whether or not compressed (excl. medicaments)"
Brazil,330499,25.0,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), incl. sunscreen or sun tan preparations (excl. medicaments, lip and eye make-up preparations, manicure or pedicure preparations and make-up or skin care powders, incl. baby powders)"
Brazil,330510,25.0,Shampoos
Brazil,330520,25.0,Preparations for permanent waving or straightening
Brazil,330530,25.0,Hair lacquers
Brazil,330590,25.0,"Preparations for use on the hair (excl. shampoos, preparations for permanent waving or straightening and hair lacquers)"
Brazil,330610,25.0,"Dentifrices, incl. those used by dental practitioners"
Brazil,330620,25.0,"Yarn used to clean between the teeth ""dental floss"", in individual retail packages"
Brazil,330690,25.0,"Preparations for oral or dental hygiene, incl. denture fixative pastes and powders (excl. dentifrices and yarn used to clean between the teeth ""dental floss"")"
Brazil,330710,25.0,"Shaving preparations, incl. pre-shave and after-shave products"
Brazil,330720,25.0,Personal deodorants and antiperspirants
Brazil,330730,25.0,Perfumed bath salts and other bath and shower preparations
Brazil,330741,25.0,"""Agarbatti"" and other odoriferous preparations which operate by burning"
Brazil,330749,25.0,"Preparations for perfuming or deodorizing rooms, incl. odoriferous preparations used during religious rites (excl. agarbatti and other odoriferous preparations which operate by burning)"
Brazil,330790,25.0,"Depilatories and other perfumery, toilet or cosmetic preparations, n.e.s."
Brazil,340111,22.5,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded pieces or shapes, and paper, wadding, felt and nonwovens, impregnated, coated or covered with soap or detergent, for toilet use, incl. medicated products"
Brazil,340119,22.5,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded pieces or shapes, and paper, wadding, felt and nonwovens, impregnated, coated or covered with soap or detergent (excl. those for toilet use, incl. medicated products)"
Brazil,340120,22.5,"Soap in the form of flakes, granules, powder, paste or in aqueous solution"
Brazil,340130,22.5,"Organic surface-active products and preparations for washing the skin, in the form of liquid or cream and put up for retail sale, whether or not containing soap"
Brazil,340211,22.5,"Anionic organic surface-active agents, whether or not put up for retail sale (excl. soap)"
Brazil,340212,22.5,"Cationic organic surface-active agents, whether or not put up for retail sale (excl. soap)"
Brazil,340213,22.5,"Non-ionic organic surface-active agents, whether or not put up for retail sale (excl. soap)"
Brazil,340219,22.5,"Organic surface-active agents, whether or not put up for retail sale (excl. anionic, cationic or non-ionic agents and soap)"
Brazil,340220,22.5,"Surface-active preparations, washing preparations, auxiliary washing preparations and cleaning preparations put up for retail sale (excl. organic surface-active agents, soap and organic surface-active preparations in the form of bars, cakes, moulded pieces or shapes, and products and preparations for washing the skin in the form of liquid or cream)"
Brazil,340290,22.5,"Surface-active preparations, washing preparations, incl. auxiliary washing preparations and cleaning preparations (excl. those put up for retail sale, organic surface-active agents, soap and organic surface-active preparations in the form of bars, cakes, moulded pieces or shapes, and products and preparations for washing the skin in the form of liquid or cream)"
Brazil,340311,22.5,"Textile lubricant preparations and preparations of a kind used for the oil or grease treatment of leather, furskins or other material containing petroleum oil or bituminous mineral oil (excl. preparations containing, as basic constituents, >= 70% petroleum oil or bituminous mineral oil by weight)"
Brazil,340319,22.5,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust or anti-corrosion preparations and mould release preparations, based on lubricants and containing petroleum oil or bituminous mineral oil (excl. preparations containing, as basic constituents, >= 70% of petroleum oil or bituminous mineral oil by weight and preparations for treating textiles, leather, furskins and other materials)"
Brazil,340391,22.5,"Textile lubricant preparations and preparations of a kind used for the oil or grease treatment of leather, furskins or other material not containing petroleum oil or bituminous mineral oil"
Brazil,340399,22.5,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust or anti-corrosion preparations and mould release preparations, based on lubricants but not containing petroleum oil or bituminous mineral oil (excl. preparations for the treatment of textiles, leather, furskins and other materials)"
Brazil,340410,22.5,Chemically modified lignite waxes
Brazil,340420,22.5,"Poly""oxyethylene"" [polyethylene glycol] waxes"
Brazil,340490,22.5,"Artificial waxes and prepared waxes (excl. chemically modified lignite wax and poly""oxyethylene"" [polyethylene glycol] waxes"
Brazil,340510,22.5,"Polishes, creams and similar preparations, for footwear or leather, whether or not in the form of paper, wadding, felt, nonwovens, cellular plastics or cellular rubber, impregnated, coated or covered with such preparations (excl. artificial and prepared waxes of heading 3404)"
Brazil,340520,22.5,"Polishes, creams and similar preparations, for the maintenance of wooden furniture, floors or other woodwork, whether or not in the form of paper, wadding, felt, nonwovens, cellular plastics or cellular rubber, impregnated, coated or covered with such preparations (excl. artificial and prepared waxes of heading 3404)"
Brazil,340530,22.5,"Polishes and similar preparations for coachwork, whether or not in the form of paper, wadding, felt, nonwovens, cellular plastics or cellular rubber, impregnated, coated or covered with such preparations (excl. artificial and prepared waxes of heading 3404 and metal polishes)"
Brazil,340540,22.5,"Scouring pastes and powders and other scouring preparations, whether or not in the form of paper, wadding, felt, nonwovens, cellular plastics or cellular rubber, impregnated, coated or covered with such preparations"
Brazil,340590,22.5,"Glass or metal polishes, whether or not in the form of paper, wadding, felt, nonwovens, cellular plastics or cellular rubber, impregnated, coated or covered with such preparations"
Brazil,340600,22.5,Candles and the like
Brazil,340700,22.5,"Modelling pastes, incl. those put up for children's amusement; preparations known as ""dental wax"" or as ""dental impression compounds"", put up in sets, in packings for retail sale or in plates, horseshoe shapes, sticks or similar forms; other preparations for use in dentistry, with a basis of plaster ""of calcined gypsum or calcium sulphate"""
Brazil,350110,20.0,Casein
Brazil,350190,20.0,Caseinates and other casein derivatives; casein glues (excl. those put up for retail sale as glue and weighing <= 1 kg)
Brazil,350211,20.0,"Egg albumin, dried ""e.g. in sheets, scales, flakes, powder"""
Brazil,350219,20.0,"Egg albumin (excl. dried [e.g. in sheets, scales, flakes, powder])"
Brazil,350220,20.0,"Milk albumin ""lactalbumin"", incl. concentrates of two or more whey proteins containing by weight > 80% whey proteins, calculated on the dry matter"
Brazil,350290,20.0,"Albumins, albuminates and other albumin derivatives (excl. egg albumin and milk albumin [incl. concentrates of two or more whey proteins containing by weight > 80% whey proteins, calculated on the dry matter])"
Brazil,350300,18.916666666666668,"Gelatin, whether or not in square or rectangular sheets, whether or not surface-worked or coloured, and gelatin derivatives; isinglass; other glues of animal origin (excl. those packaged as glue for retail sale and weighing <= 1 kg, and casein glues of heading 3501)"
Brazil,350400,20.0,"Peptones and their derivatives; other albuminous substances and their derivatives, n.e.s.; hide powder, whether or not chromed"
Brazil,350510,20.0,"Dextrins and other modified starches, e.g. pregelatinised or esterified starches"
Brazil,350520,20.0,"Glues based on starches, dextrins or other modified starches (excl. those put up for retail sale and weighing <= 1 kg)"
Brazil,350610,20.0,"Products suitable for use as glues or adhesives put up for retail sale as glues or adhesives, with a net weight of <= 1 kg"
Brazil,350691,20.0,"Adhesives based on polymers of heading 3901 to 3913 or on rubber (excl. products suitable for use as glues or adhesives put up for retail sale as glues or adhesives, with a net weight of <= 1 kg)"
Brazil,350699,20.0,"Glues, prepared, and other prepared adhesives, n.e.s."
Brazil,350710,20.0,Rennet and concentrates thereof
Brazil,350790,20.0,"Enzymes and prepared enzymes, n.e.s. (excl. rennet and concentrates thereof)"
Brazil,360100,20.0,Propellent powders
Brazil,360200,20.0,Prepared explosives (excl. propellent powders)
Brazil,360300,20.0,"Safety fuses; detonating fuses; percussion or detonating caps; ignitors; electric detonators (excl. grenade detonators and cartridge cases, whether or not with percussion caps)"
Brazil,360410,20.0,Fireworks
Brazil,360490,20.0,"Signalling flares, rain rockets, fog signals and other pyrotechnic articles (excl. fireworks and cartridge blanks)"
Brazil,360500,20.0,Matches (excl. pyrotechnic articles of heading 3604)
Brazil,360610,20.0,"Liquid or liquefied-gas fuels in containers of a kind used for filling or refilling cigarette or similar lighters, with a capacity of <= 300 cm³"
Brazil,360690,20.0,"Ferro-cerium and other pyrophoric alloys in all forms; metaldehyde, hexamethylenetetramine and similar products in tablets, sticks or similar forms, for use as fuel; alcohol-based fuels and prepared fuels of a similar kind, whether solid or in paste form; resin torches, firelighters and the like"
Brazil,370110,20.0,"Photographic plates and film in the flat, sensitised, unexposed, for X-ray (excl. of paper, paperboard or textiles)"
Brazil,370120,20.0,"Instant print film in the flat, sensitised, unexposed, whether or not in packs"
Brazil,370130,20.0,"Photographic plates and film in the flat, sensitised, unexposed, with any side > 255 mm"
Brazil,370191,20.0,"Photographic plates and film in the flat, sensitised, unexposed, of any material other than paper, paperboard or textiles, for colour photography ""polychrome"" (excl. instant print film)"
Brazil,370199,20.0,"Photographic plates and film in the flat for monochrome photography, sensitised, unexposed, of any material other than paper, paperboard or textiles (excl. X-ray film and photographic plates, film in the flat with any side > 255 mm, and instant print film)"
Brazil,370210,20.0,"Photographic film in rolls, unexposed, for X-ray (excl. of paper, paperboard or textiles)"
Brazil,370220,20.0,"Instant print film in rolls, sensitised, unexposed"
Brazil,370231,20.0,"Photographic film in rolls, sensitised, unexposed, without perforations, width <= 105 mm, for colour photography ""polychrome"" (excl. that of paper, paperboard or textiles)"
Brazil,370232,20.0,"Photographic film in rolls, sensitised, unexposed, without perforations, width <= 105 mm, with silver halide emulsion for monochrome photography (excl. that of paper, paperboard or textiles and X-ray film)"
Brazil,370239,20.0,"Photographic film, sensitised, in rolls, unexposed, without perforations, width <= 105 mm, for monochrome photography (excl. film with silver halide emulsion, film made of paper, paperboard or textiles and X-ray film)"
Brazil,370241,20.0,"Photographic film, sensitised, in rolls, unexposed, without perforations, width > 610 mm, length > 200 m, for colour photography ""polychrome"" (excl. that of paper, paperboard or textiles)"
Brazil,370242,20.0,"Photographic film, sensitised, in rolls, unexposed, without perforations, width > 610 mm, length > 200 m, for monochrome photography (excl. that of paper, paperboard or textiles)"
Brazil,370243,20.0,"Photographic film, sensitised, in rolls, unexposed, without perforations, width > 610 mm, length <= 200 m (excl. that of paper, paperboard or textiles)"
Brazil,370244,20.0,"Photographic film, sensitised, in rolls, unexposed, without perforations, width > 105 mm to 610 mm (excl. that of paper, paperboard or textiles)"
Brazil,370251,20.0,"Films, photographic, sensitised, in rolls, unexposed, with perforations, for colour photography ""polychrome"", with a width of <= 16 mm and a length of <= 14 m (excl. of paper, paperboard or textiles)"
Brazil,370252,20.0,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ""polychrome"", width <= 16 mm, length > 14 m (excl. of paper, paperboard or textiles)"
Brazil,370253,20.0,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ""polychrome"", width > 16 mm to 35 mm, length <= 30 m, for slides"
Brazil,370254,17.5,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ""polychrome"", width > 16 mm but <= 35 mm, length <= 30 m (excl. of paper, paperboard and textiles; slide and instant print roll film)"
Brazil,370255,16.666666666666668,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ""polychrome"", width > 16 mm but <= 35 mm, length > 30 m (excl. of paper, paperboard and textiles; slide and instant print roll film)"
Brazil,370256,20.0,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ""polychrome"", width > 35 mm (excl. that of paper, paperboard or textiles)"
Brazil,370291,20.0,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, width <= 16 mm (excl. of paper, paperboard or textiles)"
Brazil,370293,15.0,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, width > 16 mm but <= 35 mm, length <= 30 m (excl. of paper, paperboard and textiles; X-ray film and instant print roll film)"
Brazil,370294,15.0,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, width > 16 mm but <= 35 mm, length > 30 m (excl. of paper, paperboard and textiles; X-ray film and instant print roll film)"
Brazil,370295,20.0,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, width > 35 mm (excl. that of paper, paperboard or textiles, X-ray film, microfilm and film for the graphic arts)"
Brazil,370310,20.0,"Photographic paper, paperboard and textiles, sensitised, unexposed, in rolls > 610 mm wide"
Brazil,370320,20.0,"Photographic paper, paperboard and textiles, sensitised, unexposed, for colour photography ""polychrome"" (excl. products in rolls > 610 mm wide)"
Brazil,370390,20.0,"Photographic paper, paperboard and textiles, sensitised, unexposed, for monochrome photography (excl. products in rolls > 610 mm wide)"
Brazil,370400,20.0,"Photographic plates, film, paper, paperboard and textiles, exposed but not developed"
Brazil,370510,20.0,"Photographic plates and film, exposed and developed, for offset reproduction (excl. products made of paper, paperboard or textiles and ready-to-use plates)"
Brazil,370520,20.0,"Microfilm, exposed and developed (excl. microfilm for offset reproduction)"
Brazil,370590,20.0,"Photographic plates and film, exposed and developed (excl. products made of paper, paperboard or textiles, cinematographic film, film for offset reproduction and microfilm)"
Brazil,370610,10.0,"Cinematographic film, exposed and developed, whether or not incorporating sound track or consisting only of sound track, width >= 35 mm"
Brazil,370690,10.0,"Cinematographic film, exposed and developed, whether or not incorporating sound track or consisting only of sound track, width < 35 mm"
Brazil,370710,20.0,"Sensitizing emulsions ""for photographic uses"""
Brazil,370790,20.0,"Preparation of chemicals for photographic uses, incl. unmixed products put up in measured portions or put up for retail sale in a form ready for use (excl. varnishes, glues, adhesives and similar preparations, sensitizing emulsions and salts and compounds of precious metals etc. of heading 2843 to 2846)"
Brazil,380110,20.0,"Artificial graphite (excl. retort graphite, retort carbon and goods of artificial graphite, incl. refractory materials based on artificial graphite)"
Brazil,380120,20.0,Colloidal or semi-colloidal graphite
Brazil,380130,20.0,Carbonaceous pastes for electrodes and similar pastes for furnace linings
Brazil,380190,20.0,"Preparations based on graphite or other carbon in the form of pastes, blocks, plates or other semi-manufactures (excl. carbonaceous pastes for electrodes and similar pastes for furnace linings)"
Brazil,380210,20.0,"Activated carbon (excl. medicaments or deodorant products for fridges, vehicles etc., put up for retail sale)"
Brazil,380290,20.0,"Activated kieselguhr and other activated natural mineral products; animal black, whether or not spent (excl. activated carbon, calcinated diatomite without the addition of sintering agents and activated chemical products)"
Brazil,380300,20.0,"Tall oil, whether or not refined"
Brazil,380400,20.0,"Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or chemically treated, incl. lignin sulphonates (excl. crude tall oil, sodium hydroxide ""caustic soda"" and sulphate pitch)"
Brazil,380510,20.0,"Gum, wood or sulphate turpentine oils"
Brazil,380520,20.0,Pine oil containing alpha-terpineol as the main constituent
Brazil,380590,20.0,"Crude dipentene; sulphate turpentine and other crude para-cymene; terpenic oils produced by the distillation or other treatment of coniferous woods (excl. gum turpentine, wood turpentine, sulphate turpentine and pine oil containing alpha-terpineol as the main constituent)"
Brazil,380610,13.333333333333334,Rosin and resin acids
Brazil,380620,20.0,"Salts of rosin, of resin acids or of derivatives of rosin or resin acids (excl. salts of rosin adducts)"
Brazil,380630,20.0,Ester gums
Brazil,380690,19.0,"Derivatives of rosin, incl. salts of rosin adducts, and of resin acids, light and heavy resin oils and modified natural resins obtained by heat treatment ""run gums"" (excl. salts of rosin, of resin acids or salts of derivatives of rosin or resin acids, and ester gums)"
Brazil,380700,14.0,"Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewer's pitch and similar preparations based on rosin, resin acids or vegetable pitch (excl. Burgundy pitch, yellow pitch, stearin pitch, fatty acid pitch, fatty tar and glycerin pitch)"
Brazil,380810,35.0,Insecticides put up for retail sale or as preparations or articles
Brazil,380820,35.0,Fungicides put up for retail sale or as preparations or articles
Brazil,380830,35.0,"Herbicides, germination inhibitors and plant-growth regulators put up for retail sale or as preparations or articles"
Brazil,380840,20.0,Disinfectants put up for retail sale or as preparations or articles
Brazil,380890,35.0,"Rodenticides and other plant protection products put up for retail sale or as preparations or articles (excl. insecticides, fungicides, herbicides and disinfectants)"
Brazil,380910,20.0,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products and preparations such as dressings and mordants of a kind used in the textile, paper, leather or like industries, n.e.s., based on starch or derivatives thereof"
Brazil,380991,20.0,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products and preparations, e.g. dressings and mordants of a kind used in the textile or similar industries, n.e.s. (excl. those with a basis of amylaceous substances)"
Brazil,380992,20.0,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products and preparations, e.g. dressings and mordants of a kind used in the paper or similar industries, n.e.s. (excl. those with a basis of amylaceous substances)"
Brazil,380993,20.0,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products and preparations, e.g. dressings and mordants of a kind used in the leather or similar industries, n.e.s. (excl. those with a basis of amylaceous substances)"
Brazil,381010,20.0,"Pickling preparations for metal surfaces; soldering, brazing or welding pastes and powders consisting of metal and other materials"
Brazil,381090,20.0,"Fluxes and other auxiliary preparations for soldering, brazing or welding; preparations of a kind used as cores or coatings for welding electrodes or rods (excl. soldering, brazing or welding powders and pastes consisting of metal and other materials, and welding electrodes or rods of base metals or metal carbides coated with fluxes)"
Brazil,381111,20.0,Anti-knock preparations for motor fuels based on lead compounds
Brazil,381119,20.0,Anti-knock preparations for motor fuels (excl. those based on lead compounds)
Brazil,381121,20.0,Prepared additives for oil lubricants containing petroleum oil or bituminous mineral oil
Brazil,381129,20.0,Prepared additives for oil lubricants not containing petroleum oil or bituminous mineral oil
Brazil,381190,20.0,"Oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive preparations and other prepared additives for mineral oils, incl. gasoline, or for other liquids used for the same purposes as mineral oils (excl. anti-knock preparations and oil lubricant additives)"
Brazil,381210,20.0,Prepared rubber accelerators
Brazil,381220,20.0,"Compound plasticisers for rubber or plastics, n.e.s."
Brazil,381230,20.0,Anti-oxidizing preparations and other compound stabilisers for rubber or plastics
Brazil,381300,20.0,"Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades (excl. full or empty fire-extinguishing devices, whether or not portable, unmixed chemically undefined products with fire-extinguishing properties in other forms)"
Brazil,381400,20.0,"Organic composite solvents and thinners, n.e.s.; prepared paint or varnish removers (excl. nail varnish remover)"
Brazil,381511,35.0,"Supported catalysts with nickel or a nickel compound as the active substance, n.e.s."
Brazil,381512,20.0,"Supported catalysts with precious metal or a precious metal compound as the active substance, n.e.s."
Brazil,381519,20.0,"Supported catalysts, n.e.s. (excl. with precious metal, a precious metal compound, nickel or a nickel compound as the active substance)"
Brazil,381590,15.0,"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excl. rubber accelerators and supported catalysts)"
Brazil,381600,20.0,"Refractory cements, mortars, concretes and similar compositions (excl. preparations based on graphite or other carbonaceous substances)"
Brazil,381700,20.0,Mixed alkylbenzenes and mixed alkylnaphthalenes produced by the alkylation of benzene and naphthalene (excl. mixed isomers of cyclic hydrocarbons)
Brazil,381800,20.0,"Chemical elements and compounds doped for use in electronics, in the form of discs, wafers, cylinders, rods or similar forms, or cut into discs, wafers or similar forms, whether or not polished or with a uniform epitaxial coating (excl. elements that have been further processed, e.g. by selective diffusion)"
Brazil,381900,20.0,"Hydraulic brake fluids and other prepared liquids for hydraulic transmission not containing petroleum oil or bituminous mineral oil, or containing < 70% petroleum oil or bituminous mineral oil by weight"
Brazil,382000,20.0,Anti-freezing preparations and prepared de-icing fluids (excl. prepared additives for mineral oils or other liquids used for the same purposes as mineral oils)
Brazil,382100,20.0,Culture media specially prepared for the development of micro-organisms
Brazil,382200,20.0,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, and certified reference materials (excl. compound diagnostic reagents designed to be administered to the patient, blood-grouping reagents, animal blood prepared for therapeutic, prophylactic or diagnostic uses and vaccines, toxins, cultures of micro-organisms and similar products)"
Brazil,382311,35.0,"Stearic acid, industrial"
Brazil,382312,35.0,"Oleic acid, industrial"
Brazil,382313,35.0,"Tall oil fatty acids, industrial"
Brazil,382319,35.0,"Fatty acids, industrial, monocarboxylic; acid oils from refining (excl. stearic acid, oleic acid and tall oil fatty acids)"
Brazil,382370,35.0,"Fatty alcohols, industrial"
Brazil,382410,20.0,Prepared binders for foundry moulds or cores
Brazil,382420,20.0,Naphthenic acids and the water-insoluble salts and esters therof
Brazil,382430,20.0,Non-agglomerated metal carbides mixed together or with metallic binders
Brazil,382440,20.0,"Prepared additives for cements, mortars or concretes"
Brazil,382450,20.0,Non-refractory mortars and concretes
Brazil,382460,20.0,Sorbitol (excl. D-glucitol [sorbitol])
Brazil,382471,20.0,Mixtures containing acyclic hydrocarbons perhalogenated only with fluorine and chlorine
Brazil,382479,20.0,Mixtures containing perhalogenated derivatives of acyclic hydrocarbons containing two or more different halogens (excl. only with fluorine and chlorine)
Brazil,382490,19.636363636363637,"Chemical products and preparations of the chemical or allied industries, incl. those consisting of mixtures of natural products, n.e.s."
Brazil,382510,20.0,Municipal waste
Brazil,382520,20.0,Sewage sludge
Brazil,382530,20.0,Clinical waste
Brazil,382541,20.0,"Waste organic solvents, halogenated"
Brazil,382549,20.0,"Waste organic solvents, non-halogenated"
Brazil,382550,20.0,"Wastes of metal pickling liquors, of hydraulic fluids, brake fluids and anti-freeze fluids"
Brazil,382561,20.0,"Wastes from chemical or allied industries, mainly containing organic constituents (excl. anti-freeze fluids)"
Brazil,382569,20.0,"Wastes from chemical or allied industries (excl. wastes of metal pickling liquors, of hydraulic fluids, brake fluids and anti-freeze fluids and those mainly containing organic constituents)"
Brazil,382590,20.0,"Residual products of the chemical or allied industries, n.e.s. (excl. waste)"
Brazil,390110,20.0,"Polyethylene with a specific gravity of < 0,94, in primary forms"
Brazil,390120,20.0,"Polyethylene with a specific gravity of >= 0,94, in primary forms"
Brazil,390130,20.0,"Ethylene-vinyl acetate copolymers, in primary forms"
Brazil,390190,20.0,"Polymers of ethylene, in primary forms (excl. polyethylene and ethylene-vinyl acetate copolymers)"
Brazil,390210,20.0,"Polypropylene, in primary forms"
Brazil,390220,20.0,"Polyisobutylene, in primary forms"
Brazil,390230,20.0,"Propylene copolymers, in primary forms"
Brazil,390290,20.0,"Polymers of propylene or of other olefins, in primary forms (excl. polypropylene, polyisobutylene and propylene copolymers)"
Brazil,390311,20.0,"Expansible polystyrene, in primary forms"
Brazil,390319,20.0,"Polystyrene, in primary forms (excl. expansible)"
Brazil,390320,20.0,"Styrene-acrylonitrile copolymers ""SAN"", in primary forms"
Brazil,390330,20.0,"Acrylonitrile-butadiene-styrene copolymers ""ABS"", in primary forms"
Brazil,390390,20.0,"Polymers of styrene, in primary forms (excl. polystyrene, styrene-acrylonitrile copolymers ""SAN"" and acrylonitrile-butadiene-styrene ""ABS"")"
Brazil,390410,20.0,"Poly""vinyl chloride"", in primary forms, not mixed with any other substances"
Brazil,390421,20.0,"Non-plasticized poly""vinyl chloride"", in primary forms, mixed with other substances"
Brazil,390422,20.0,"Plasticized poly""vinyl chloride"", in primary forms, mixed with other substances"
Brazil,390430,20.0,"Vinyl chloride-vinyl acetate copolymers, in primary forms"
Brazil,390440,20.0,"Vinyl chloride copolymers, in primary forms (excl. vinyl chloride-vinyl acetate copolymers)"
Brazil,390450,20.0,"Vinylidene chloride polymers, in primary forms"
Brazil,390461,20.0,"Polytetrafluoroethylene, in primary forms"
Brazil,390469,20.0,"Fluoro-polymers of vinyl chloride or of other halogenated olefins, in primary forms (excl. polytetrafluoroethylene)"
Brazil,390490,20.0,"Polymers of vinyl chloride or other halogenated olefins, in primary forms (excl. poly""vinyl chloride"", copolymers of vinyl chloride, polymers of vinyl chloride and fluoro-polymers)"
Brazil,390512,35.0,"Poly""vinyl acetate"", in aqueous dispersion"
Brazil,390519,35.0,"Poly""vinyl acetate"", in primary forms (excl. in aqueous dispersion)"
Brazil,390521,20.0,"Vinyl acetate copolymers, in aqueous dispersion"
